,short_name,age,height_cm,weight_kg,nationality,overall,preferred_foot,weak_foot,skill_moves,work_rate,team_position,pace,shooting,passing,dribbling,defending,physic,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb
6899,J. Jantscher,30,181,69,Austria,68,Right,4,3,Medium/Medium,LM,68.0,66.0,69.0,67.0,39.0,63.0,"Injury Free, Argues with Officials, Finesse Shot",70,63,51,71,65,66,72,66,69,68,69,67,70,63,72,71,53,66,62,67,62,35,64,62,66,61,51,31,25,64+2,64+2,64+2,66+2,65+2,65+2,65+2,66+2,66+2,66+2,66+2,66+2,63+2,63+2,63+2,66+2,55+2,54+2,54+2,54+2,55+2,51+2,47+2,47+2,47+2,51+2
6918,R. Curtis,23,182,77,Republic of Ireland,68,Right,4,4,High/High,LM,87.0,62.0,60.0,70.0,40.0,75.0,"Selfish, Early Crosser",63,64,53,59,55,70,60,55,53,69,84,89,82,60,62,58,73,84,67,64,83,38,58,64,53,64,30,45,43,63+2,63+2,63+2,67+2,65+2,65+2,65+2,67+2,65+2,65+2,65+2,67+2,61+2,61+2,61+2,67+2,58+2,54+2,54+2,54+2,58+2,56+2,51+2,51+2,51+2,56+2
6951,Jairo,25,165,64,Spain,68,Left,3,3,High/Medium,RM,89.0,62.0,61.0,72.0,27.0,45.0,Early Crosser,67,64,40,65,57,71,54,48,58,70,90,88,86,49,92,64,47,56,43,56,35,26,66,55,61,60,30,21,26,62+2,62+2,62+2,68+2,65+2,65+2,65+2,68+2,65+2,65+2,65+2,67+2,57+2,57+2,57+2,67+2,51+2,44+2,44+2,44+2,51+2,47+2,36+2,36+2,36+2,47+2
6954,M. Pérez,34,165,68,Argentina,68,Left,3,4,Medium/High,LM,73.0,58.0,69.0,73.0,44.0,60.0,"Selfish, Leadership, Finesse Shot, Crowd Favourite",72,52,39,66,55,72,73,71,68,71,72,74,81,64,91,67,34,67,54,60,74,43,65,69,67,69,42,48,42,61+2,61+2,61+2,67+2,65+2,65+2,65+2,67+2,67+2,67+2,67+2,68+2,65+2,65+2,65+2,68+2,59+2,57+2,57+2,57+2,59+2,56+2,50+2,50+2,50+2,56+2
6961,K. Edwards,21,172,64,England,68,Right,3,4,Medium/Medium,LM,79.0,55.0,63.0,75.0,37.0,56.0,"Selfish, Crowd Favourite",64,54,45,62,48,75,69,60,59,75,77,81,80,61,79,64,66,66,52,50,50,35,58,65,55,68,29,41,40,61+2,61+2,61+2,67+2,65+2,65+2,65+2,67+2,66+2,66+2,66+2,67+2,61+2,61+2,61+2,67+2,56+2,51+2,51+2,51+2,56+2,53+2,45+2,45+2,45+2,53+2
6978,V. Jacob,25,171,67,France,68,Right,2,3,Medium/Medium,RM,73.0,60.0,64.0,69.0,44.0,46.0,"Beat Offside Trap, Argues with Officials, Finesse Shot",52,58,34,68,67,66,62,65,59,69,77,70,76,64,83,61,54,66,40,59,36,42,65,71,62,68,44,49,38,60+2,60+2,60+2,65+2,65+2,65+2,65+2,65+2,66+2,66+2,66+2,65+2,63+2,63+2,63+2,65+2,56+2,54+2,54+2,54+2,56+2,54+2,46+2,46+2,46+2,54+2
6983,N. Shipnoski,21,184,73,Germany,68,Right,3,3,Medium/Medium,RM,87.0,57.0,58.0,72.0,25.0,48.0,,59,56,35,64,55,73,53,35,49,69,87,87,78,64,76,60,53,69,43,54,34,25,60,58,56,49,21,24,30,60+2,60+2,60+2,67+2,65+2,65+2,65+2,67+2,65+2,65+2,65+2,66+2,58+2,58+2,58+2,66+2,52+2,44+2,44+2,44+2,52+2,48+2,35+2,35+2,35+2,48+2
6986,C. Alzáte,31,163,63,Colombia,68,Right,4,3,Medium/Medium,LM,80.0,60.0,69.0,70.0,38.0,50.0,"Early Crosser, Finesse Shot",70,57,31,70,52,66,68,68,65,68,81,80,88,62,92,64,90,72,37,64,46,22,61,68,64,64,49,38,45,59+2,59+2,59+2,67+2,65+2,65+2,65+2,67+2,67+2,67+2,67+2,68+2,62+2,62+2,62+2,68+2,57+2,52+2,52+2,52+2,57+2,54+2,44+2,44+2,44+2,54+2
7042,J. Grant,24,178,72,England,68,Right,4,4,High/Medium,LM,73.0,63.0,67.0,70.0,50.0,69.0,Finesse Shot,64,64,47,69,54,69,68,76,64,67,71,75,90,53,72,63,69,83,66,64,58,43,58,68,56,69,48,57,53,62+2,62+2,62+2,66+2,64+2,64+2,64+2,66+2,66+2,66+2,66+2,66+2,64+2,64+2,64+2,66+2,61+2,59+2,59+2,59+2,61+2,59+2,55+2,55+2,55+2,59+2
7054,N. Kreuzer,26,178,76,Germany,68,Right,3,3,High/Medium,RM,84.0,58.0,63.0,67.0,60.0,72.0,Giant Throw-in,67,56,41,64,60,66,72,72,52,64,82,85,79,62,79,66,79,90,61,56,77,58,64,60,50,57,62,64,63,61+2,61+2,61+2,66+2,64+2,64+2,64+2,66+2,63+2,63+2,63+2,66+2,62+2,62+2,62+2,66+2,67+2,63+2,63+2,63+2,67+2,66+2,61+2,61+2,61+2,66+2
7059,O. Cissokho,32,175,68,Senegal,68,Left,4,3,Medium/Medium,LM,72.0,54.0,64.0,66.0,41.0,67.0,"Power Free-Kick, Dives Into Tackles (CPU AI Only), Beat Offside Trap, Crowd Favourite",67,65,52,65,33,66,79,36,59,63,69,74,69,69,66,36,59,71,69,50,61,44,68,67,58,62,52,27,34,61+2,61+2,61+2,66+2,64+2,64+2,64+2,66+2,65+2,65+2,65+2,66+2,61+2,61+2,61+2,66+2,56+2,54+2,54+2,54+2,56+2,54+2,49+2,49+2,49+2,54+2
7060,P. Huspek,28,172,69,Austria,68,Right,4,2,High/Medium,RM,91.0,62.0,60.0,70.0,29.0,61.0,Early Crosser,64,64,41,65,49,67,64,50,58,69,93,90,91,52,88,65,87,89,46,59,55,23,57,51,58,62,38,23,21,61+2,61+2,61+2,67+2,64+2,64+2,64+2,67+2,64+2,64+2,64+2,67+2,58+2,58+2,58+2,67+2,54+2,47+2,47+2,47+2,54+2,50+2,39+2,39+2,39+2,50+2
7061,J. Taylor,26,168,77,England,68,Right,3,3,High/High,RM,88.0,62.0,60.0,68.0,26.0,62.0,"Injury Free, Early Crosser",62,62,39,62,40,66,52,62,58,64,88,88,90,63,81,61,75,78,54,66,60,28,62,58,63,62,24,25,20,61+2,61+2,61+2,67+2,64+2,64+2,64+2,67+2,65+2,65+2,65+2,66+2,59+2,59+2,59+2,66+2,52+2,47+2,47+2,47+2,52+2,48+2,39+2,39+2,39+2,48+2
7075,D. Quiñónes,23,172,72,Colombia,68,Left,3,3,Medium/Medium,LM,89.0,55.0,60.0,69.0,47.0,60.0,Crowd Favourite,59,56,44,63,33,71,59,52,58,63,91,87,83,55,77,64,83,82,50,51,54,54,64,61,37,64,51,41,37,60+2,60+2,60+2,66+2,64+2,64+2,64+2,66+2,64+2,64+2,64+2,66+2,61+2,61+2,61+2,66+2,60+2,55+2,55+2,55+2,60+2,57+2,50+2,50+2,50+2,57+2
7078,U. Antuna,21,174,59,Mexico,68,Right,3,3,Medium/Medium,LM,87.0,55.0,60.0,72.0,31.0,48.0,Early Crosser,63,58,46,64,48,71,54,48,55,68,89,86,90,59,74,60,55,74,35,45,45,35,59,59,45,60,24,31,32,60+2,60+2,60+2,66+2,64+2,64+2,64+2,66+2,64+2,64+2,64+2,67+2,59+2,59+2,59+2,67+2,54+2,48+2,48+2,48+2,54+2,51+2,39+2,39+2,39+2,51+2
7079,K. Harris,26,175,68,England,68,Right,3,3,High/Medium,LW,83.0,56.0,59.0,74.0,27.0,58.0,Early Crosser,63,59,29,67,50,73,40,35,54,71,85,81,86,59,87,57,75,67,61,54,33,29,59,55,40,53,25,26,28,60+2,60+2,60+2,67+2,64+2,64+2,64+2,67+2,65+2,65+2,65+2,66+2,58+2,58+2,58+2,66+2,52+2,47+2,47+2,47+2,52+2,48+2,38+2,38+2,38+2,48+2
7085,C. Mahoney,22,175,67,England,68,Left,4,3,Medium/Low,RM,75.0,61.0,63.0,72.0,38.0,47.0,Crowd Favourite,73,63,35,59,48,75,62,55,53,69,73,76,74,60,75,63,42,63,44,64,37,40,55,68,49,55,34,40,38,59+2,59+2,59+2,67+2,64+2,64+2,64+2,67+2,65+2,65+2,65+2,66+2,60+2,60+2,60+2,66+2,56+2,50+2,50+2,50+2,56+2,52+2,42+2,42+2,42+2,52+2
7122,J. Newell,26,185,79,England,68,Left,3,3,Medium/Medium,LM,76.0,60.0,66.0,66.0,59.0,62.0,Inflexible,72,59,62,63,64,67,67,68,65,64,75,77,67,64,60,60,50,77,64,63,43,54,56,67,63,62,58,62,63,62+2,62+2,62+2,65+2,63+2,63+2,63+2,65+2,64+2,64+2,64+2,66+2,64+2,64+2,64+2,66+2,65+2,61+2,61+2,61+2,65+2,65+2,59+2,59+2,59+2,65+2
7138,D. Suga,20,171,69,Japan,68,Left,4,3,High/Medium,LM,69.0,56.0,66.0,68.0,58.0,66.0,,70,58,54,69,58,68,65,56,63,67,67,71,67,65,74,61,61,81,68,54,44,55,58,63,30,64,63,58,48,61+2,61+2,61+2,65+2,63+2,63+2,63+2,65+2,64+2,64+2,64+2,66+2,64+2,64+2,64+2,66+2,64+2,62+2,62+2,62+2,64+2,62+2,58+2,58+2,58+2,62+2
7144,K. Londoño,25,180,72,Colombia,68,Right,3,3,High/Medium,RM,76.0,57.0,63.0,66.0,56.0,64.0,"Injury Prone, Injury Free, Dives Into Tackles (CPU AI Only)",71,64,37,63,42,67,50,31,65,65,79,74,64,62,65,56,45,73,72,50,36,62,60,64,45,60,60,54,59,60+2,60+2,60+2,65+2,63+2,63+2,63+2,65+2,64+2,64+2,64+2,66+2,63+2,63+2,63+2,66+2,65+2,61+2,61+2,61+2,65+2,63+2,56+2,56+2,56+2,63+2
7318,W. López,33,182,83,Uruguay,68,Left,2,2,High/Medium,LM,67.0,47.0,66.0,59.0,61.0,73.0,,74,35,45,66,53,61,62,57,67,63,65,68,45,70,34,60,59,85,68,59,74,67,51,58,39,63,62,59,69,55+2,55+2,55+2,59+2,58+2,58+2,58+2,59+2,59+2,59+2,59+2,63+2,63+2,63+2,63+2,63+2,68+2,66+2,66+2,66+2,68+2,67+2,63+2,63+2,63+2,67+2
7363,F. Migliore,31,173,75,Italy,68,Left,2,3,High/Medium,LM,72.0,36.0,61.0,66.0,63.0,77.0,Inflexible,65,26,61,64,44,64,60,57,56,65,73,71,75,65,84,55,86,85,76,33,66,63,45,58,48,66,62,64,65,53+2,53+2,53+2,58+2,56+2,56+2,56+2,58+2,58+2,58+2,58+2,61+2,60+2,60+2,60+2,61+2,67+2,64+2,64+2,64+2,67+2,66+2,65+2,65+2,65+2,66+2
7450,Wang Shenchao,30,180,72,China PR,68,Right,3,2,High/High,RM,70.0,29.0,50.0,60.0,67.0,70.0,Giant Throw-in,59,24,54,60,27,59,35,28,39,57,74,67,64,68,69,35,68,83,67,27,64,72,45,43,34,64,66,68,71,48+2,48+2,48+2,54+2,51+2,51+2,51+2,54+2,52+2,52+2,52+2,56+2,54+2,54+2,54+2,56+2,67+2,63+2,63+2,63+2,67+2,67+2,65+2,65+2,65+2,67+2
7699,S. Rincón,25,185,81,Colombia,67,Right,2,4,High/Low,RW,78.0,66.0,59.0,67.0,28.0,65.0,Early Crosser,65,68,62,59,61,67,46,36,58,68,74,82,69,67,65,72,72,48,76,59,56,25,67,64,65,65,22,24,28,68+2,68+2,68+2,67+2,67+2,67+2,67+2,67+2,65+2,65+2,65+2,65+2,58+2,58+2,58+2,65+2,49+2,46+2,46+2,46+2,49+2,47+2,43+2,43+2,43+2,47+2
7703,Zequinha,32,183,77,Portugal,67,Right,3,3,Medium/Low,RW,71.0,68.0,63.0,72.0,34.0,57.0,"Selfish, Argues with Officials, Crowd Favourite",62,62,64,63,63,73,71,62,59,72,69,72,70,65,70,79,59,54,59,70,54,26,64,63,72,66,29,33,34,67+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,66+2,66+2,66+2,66+2,61+2,61+2,61+2,66+2,51+2,49+2,49+2,49+2,51+2,49+2,45+2,45+2,45+2,49+2
7705,Hugo Fraile,32,176,74,Spain,67,Right,4,2,Medium/High,RM,79.0,67.0,61.0,69.0,47.0,68.0,Early Crosser,59,65,49,60,58,68,66,71,58,69,77,80,71,66,70,73,71,65,66,65,76,49,67,62,70,48,32,59,53,66+2,66+2,66+2,67+2,67+2,67+2,67+2,67+2,65+2,65+2,65+2,66+2,62+2,62+2,62+2,66+2,59+2,58+2,58+2,58+2,59+2,58+2,55+2,55+2,55+2,58+2
7709,D. Nazarov,29,184,73,Azerbaijan,67,Right,4,3,Medium/Medium,RW,77.0,67.0,64.0,70.0,32.0,64.0,"Injury Free, Selfish, Argues with Officials, Crowd Favourite",62,64,53,69,67,70,70,61,49,69,77,77,75,64,67,70,68,76,67,68,38,25,65,67,84,64,33,30,25,66+2,66+2,66+2,68+2,67+2,67+2,67+2,68+2,67+2,67+2,67+2,67+2,61+2,61+2,61+2,67+2,53+2,49+2,49+2,49+2,53+2,50+2,43+2,43+2,43+2,50+2
7725,N. Orellana,23,180,73,Chile,67,Left,2,3,Medium/Medium,LW,72.0,66.0,65.0,69.0,29.0,72.0,,68,68,70,67,44,69,62,42,66,70,73,71,74,52,68,70,75,73,80,64,50,26,68,62,66,65,36,13,21,67+2,67+2,67+2,67+2,66+2,66+2,66+2,67+2,66+2,66+2,66+2,67+2,61+2,61+2,61+2,67+2,50+2,48+2,48+2,48+2,50+2,47+2,43+2,43+2,43+2,47+2
7731,Iriome,32,185,79,Spain,67,Right,4,3,Medium/Medium,RM,78.0,65.0,57.0,70.0,47.0,70.0,"Diver, Avoids Using Weaker Foot, Early Crosser, Giant Throw-in",62,69,62,63,54,71,41,49,51,73,75,80,76,54,53,66,81,79,72,65,52,39,63,53,38,59,64,35,36,66+2,66+2,66+2,67+2,66+2,66+2,66+2,67+2,64+2,64+2,64+2,66+2,59+2,59+2,59+2,66+2,58+2,54+2,54+2,54+2,58+2,56+2,53+2,53+2,53+2,56+2
7744,M. Engels,25,183,84,Germany,67,Right,3,3,Medium/Medium,LM,73.0,68.0,62.0,68.0,27.0,66.0,,60,71,54,64,58,70,64,59,57,64,71,75,70,63,72,67,52,62,66,62,72,23,67,66,71,69,32,19,20,66+2,66+2,66+2,66+2,66+2,66+2,66+2,66+2,66+2,66+2,66+2,65+2,59+2,59+2,59+2,65+2,48+2,47+2,47+2,47+2,48+2,45+2,41+2,41+2,41+2,45+2
7754,M. Rayhi,25,178,76,Netherlands,67,Right,4,3,High/Medium,LM,77.0,66.0,63.0,72.0,46.0,68.0,"Selfish, Argues with Officials, Speed Dribbler (CPU AI Only), Crowd Favourite",66,64,53,63,68,74,71,66,52,69,78,77,75,54,78,79,58,66,67,66,74,52,60,64,43,54,31,55,47,65+2,65+2,65+2,67+2,66+2,66+2,66+2,67+2,65+2,65+2,65+2,66+2,61+2,61+2,61+2,66+2,59+2,56+2,56+2,56+2,59+2,57+2,54+2,54+2,54+2,57+2
7764,S. van der Water,22,181,70,Netherlands,67,Left,3,3,High/Medium,RM,81.0,67.0,56.0,72.0,31.0,59.0,,58,68,50,58,56,73,67,43,52,70,78,84,78,62,63,72,46,67,58,63,55,24,63,54,67,54,28,32,35,65+2,65+2,65+2,67+2,66+2,66+2,66+2,67+2,64+2,64+2,64+2,65+2,57+2,57+2,57+2,65+2,52+2,47+2,47+2,47+2,52+2,49+2,42+2,42+2,42+2,49+2
7771,G. Donyoh,24,179,71,Ghana,67,Left,3,3,Medium/Low,LW,86.0,65.0,56.0,69.0,28.0,56.0,,50,65,53,64,63,66,55,54,51,67,86,86,86,55,85,68,82,66,55,64,41,22,71,50,62,62,39,18,16,65+2,65+2,65+2,66+2,66+2,66+2,66+2,66+2,64+2,64+2,64+2,64+2,56+2,56+2,56+2,64+2,48+2,44+2,44+2,44+2,48+2,45+2,39+2,39+2,39+2,45+2
7774,C. Deac,33,177,74,Romania,67,Left,3,3,High/Medium,RW,63.0,66.0,68.0,67.0,60.0,73.0,,70,63,49,72,61,63,62,67,62,69,63,63,74,72,71,74,56,83,73,65,66,61,63,66,66,64,54,67,65,64+2,64+2,64+2,66+2,66+2,66+2,66+2,66+2,66+2,66+2,66+2,67+2,67+2,67+2,67+2,67+2,67+2,66+2,66+2,66+2,67+2,66+2,63+2,63+2,63+2,66+2
7778,J. Pereira,26,182,82,Colombia,67,Right,3,3,High/Medium,LM,77.0,62.0,60.0,69.0,50.0,66.0,,58,60,55,68,49,71,47,39,57,68,79,75,68,60,67,72,58,68,69,58,57,48,64,61,57,60,50,49,47,64+2,64+2,64+2,66+2,66+2,66+2,66+2,66+2,65+2,65+2,65+2,66+2,62+2,62+2,62+2,66+2,59+2,57+2,57+2,57+2,59+2,58+2,55+2,55+2,55+2,58+2
7786,M. Wilks,20,183,71,England,67,Left,3,3,High/Medium,LM,83.0,63.0,54.0,70.0,21.0,67.0,"Injury Free, Selfish",57,64,45,58,52,72,48,32,41,66,85,81,73,63,76,65,57,72,65,64,67,14,65,60,56,60,22,18,17,64+2,64+2,64+2,66+2,66+2,66+2,66+2,66+2,64+2,64+2,64+2,65+2,55+2,55+2,55+2,65+2,47+2,42+2,42+2,42+2,47+2,44+2,37+2,37+2,37+2,44+2
7787,B. Borrello,23,177,82,Australia,67,Right,4,4,High/Low,RM,78.0,66.0,58.0,71.0,21.0,64.0,"Argues with Officials, Early Crosser",66,66,39,61,61,72,65,34,39,66,78,78,83,60,76,70,57,58,69,67,59,21,66,63,57,60,20,17,19,64+2,64+2,64+2,68+2,66+2,66+2,66+2,68+2,65+2,65+2,65+2,65+2,56+2,56+2,56+2,65+2,47+2,42+2,42+2,42+2,47+2,43+2,37+2,37+2,37+2,43+2
7793,T. Kunimoto,21,174,70,Japan,67,Left,3,3,Medium/Medium,LM,79.0,60.0,67.0,70.0,42.0,69.0,,59,58,46,72,58,71,55,50,70,70,83,76,69,58,71,67,70,65,75,58,57,47,59,70,63,66,28,49,46,63+2,63+2,63+2,67+2,66+2,66+2,66+2,67+2,67+2,67+2,67+2,67+2,65+2,65+2,65+2,67+2,58+2,57+2,57+2,57+2,58+2,56+2,51+2,51+2,51+2,56+2
7794,L. Memela,31,167,64,South Africa,67,Right,3,3,High/Medium,LW,72.0,66.0,63.0,70.0,44.0,57.0,,68,66,32,70,55,72,54,46,68,70,73,71,56,60,78,65,59,52,63,67,46,31,68,50,66,65,49,51,45,63+2,63+2,63+2,67+2,66+2,66+2,66+2,67+2,65+2,65+2,65+2,66+2,62+2,62+2,62+2,66+2,57+2,54+2,54+2,54+2,57+2,54+2,49+2,49+2,49+2,54+2
7797,M. Al Kuwaykibi,24,168,61,Saudi Arabia,67,Left,2,4,High/Medium,RM,89.0,64.0,57.0,75.0,27.0,51.0,"Selfish, Crowd Favourite",61,63,42,57,68,74,65,59,51,70,92,87,93,56,93,67,79,65,48,62,34,24,63,53,56,54,29,22,24,63+2,63+2,63+2,68+2,66+2,66+2,66+2,68+2,64+2,64+2,64+2,66+2,56+2,56+2,56+2,66+2,50+2,43+2,43+2,43+2,50+2,47+2,37+2,37+2,37+2,47+2
7801,T. Fosu,23,170,67,England,67,Right,3,4,Medium/Low,LM,85.0,61.0,58.0,71.0,36.0,49.0,"Injury Free, Selfish, Crowd Favourite",60,64,39,59,44,70,49,47,53,68,87,84,82,66,74,60,52,64,42,62,45,33,64,61,57,65,51,26,22,62+2,62+2,62+2,67+2,66+2,66+2,66+2,67+2,65+2,65+2,65+2,66+2,58+2,58+2,58+2,66+2,53+2,48+2,48+2,48+2,53+2,50+2,41+2,41+2,41+2,50+2
7802,N. Solís,25,170,70,Argentina,67,Left,3,3,Medium/Medium,LW,80.0,63.0,61.0,73.0,31.0,40.0,,66,66,40,63,62,73,60,61,46,67,78,81,90,66,86,64,62,47,37,59,31,18,60,63,55,56,30,36,38,62+2,62+2,62+2,68+2,66+2,66+2,66+2,68+2,66+2,66+2,66+2,65+2,57+2,57+2,57+2,65+2,51+2,44+2,44+2,44+2,51+2,49+2,38+2,38+2,38+2,49+2
7811,L. Suárez,21,185,74,Colombia,67,Right,4,3,High/Medium,LM,83.0,66.0,60.0,67.0,33.0,70.0,,70,65,62,58,63,68,70,60,51,64,82,83,71,60,67,69,59,68,71,66,72,31,66,57,73,58,26,33,28,66+2,66+2,66+2,66+2,65+2,65+2,65+2,66+2,63+2,63+2,63+2,65+2,57+2,57+2,57+2,65+2,53+2,48+2,48+2,48+2,53+2,50+2,46+2,46+2,46+2,50+2
7812,J. Tinhan,30,178,69,France,67,Right,3,3,Medium/Medium,RW,76.0,65.0,58.0,69.0,36.0,63.0,Early Crosser,66,68,60,54,53,69,49,54,59,64,72,80,81,59,84,67,73,62,68,54,49,50,74,58,67,60,22,37,21,66+2,66+2,66+2,66+2,65+2,65+2,65+2,66+2,63+2,63+2,63+2,65+2,58+2,58+2,58+2,65+2,52+2,49+2,49+2,49+2,52+2,50+2,46+2,46+2,46+2,50+2
7822,F. Mercado,29,174,74,Colombia,67,Left,2,4,Medium/Low,LW,67.0,67.0,50.0,68.0,22.0,59.0,,34,72,64,57,53,69,35,58,34,68,63,70,70,60,68,65,70,55,68,61,40,20,68,65,68,63,19,16,11,66+2,66+2,66+2,63+2,65+2,65+2,65+2,63+2,63+2,63+2,63+2,60+2,54+2,54+2,54+2,60+2,41+2,39+2,39+2,39+2,41+2,38+2,37+2,37+2,37+2,38+2
7830,N. Dumitru,27,184,78,Italy,67,Right,3,2,Medium/Low,LM,86.0,62.0,58.0,64.0,39.0,67.0,Early Crosser,58,63,58,63,63,62,50,39,50,65,80,90,76,66,57,63,78,75,70,58,49,30,68,60,53,62,48,34,26,65+2,65+2,65+2,66+2,65+2,65+2,65+2,66+2,64+2,64+2,64+2,65+2,59+2,59+2,59+2,65+2,54+2,50+2,50+2,50+2,54+2,52+2,48+2,48+2,48+2,52+2
7845,J. Morris,27,182,72,England,67,Left,3,3,Medium/Medium,LW,67.0,66.0,66.0,67.0,57.0,67.0,,68,66,54,65,41,64,74,71,61,65,70,65,83,65,80,70,62,78,65,68,57,54,68,66,68,63,62,55,52,64+2,64+2,64+2,66+2,65+2,65+2,65+2,66+2,66+2,66+2,66+2,66+2,64+2,64+2,64+2,66+2,63+2,61+2,61+2,61+2,63+2,61+2,58+2,58+2,58+2,61+2
7848,F. Onyedinma,22,185,80,Nigeria,67,Right,3,3,High/Medium,LW,86.0,60.0,60.0,67.0,43.0,70.0,,61,63,58,62,41,67,52,40,60,66,85,87,79,57,65,62,63,69,76,56,57,45,64,61,60,65,40,42,38,64+2,64+2,64+2,66+2,65+2,65+2,65+2,66+2,64+2,64+2,64+2,66+2,60+2,60+2,60+2,66+2,57+2,54+2,54+2,54+2,57+2,55+2,52+2,52+2,52+2,55+2
7849,S. Nicholson,24,175,71,Scotland,67,Left,4,3,High/Medium,RM,86.0,60.0,57.0,71.0,48.0,62.0,"Selfish, Argues with Officials, Early Crosser",59,62,55,61,57,70,51,37,53,68,90,83,83,62,83,63,59,65,60,57,65,34,63,59,46,57,53,53,34,64+2,64+2,64+2,67+2,65+2,65+2,65+2,67+2,65+2,65+2,65+2,66+2,59+2,59+2,59+2,66+2,57+2,54+2,54+2,54+2,57+2,55+2,52+2,52+2,52+2,55+2
7870,E. Babayan,23,180,73,Armenia,67,Right,4,3,High/Low,LM,80.0,60.0,61.0,69.0,52.0,64.0,Speed Dribbler (CPU AI Only),60,59,57,63,52,69,61,50,60,67,85,76,76,57,78,66,58,70,61,58,65,52,67,62,59,64,52,55,42,63+2,63+2,63+2,66+2,65+2,65+2,65+2,66+2,65+2,65+2,65+2,66+2,62+2,62+2,62+2,66+2,60+2,58+2,58+2,58+2,60+2,58+2,55+2,55+2,55+2,58+2
7875,T. Gjertsen,27,175,74,Norway,67,Right,3,3,High/High,LW,81.0,63.0,60.0,70.0,49.0,53.0,Crowd Favourite,60,62,49,61,66,68,65,56,51,67,86,77,90,62,85,68,43,72,48,63,46,51,64,63,55,64,43,53,48,63+2,63+2,63+2,67+2,65+2,65+2,65+2,67+2,65+2,65+2,65+2,66+2,61+2,61+2,61+2,66+2,60+2,55+2,55+2,55+2,60+2,58+2,51+2,51+2,51+2,58+2
7878,M. Janota,28,171,73,Poland,67,Left,3,3,Medium/Low,LM,70.0,64.0,65.0,68.0,38.0,57.0,"Injury Free, Selfish, Argues with Officials, Crowd Favourite",62,62,57,65,62,67,68,64,64,66,70,70,77,63,81,66,55,70,56,68,46,32,64,66,69,69,42,32,34,63+2,63+2,63+2,65+2,65+2,65+2,65+2,65+2,65+2,65+2,65+2,65+2,62+2,62+2,62+2,65+2,54+2,51+2,51+2,51+2,54+2,51+2,45+2,45+2,45+2,51+2
7879,B. Halloran,27,184,77,Australia,67,Right,3,3,High/Low,RW,85.0,60.0,58.0,68.0,34.0,65.0,"Beat Offside Trap, Early Crosser",57,61,44,62,55,67,66,33,50,66,85,85,79,64,71,60,61,66,74,59,44,31,64,62,59,58,38,29,33,63+2,63+2,63+2,66+2,65+2,65+2,65+2,66+2,64+2,64+2,64+2,65+2,58+2,58+2,58+2,65+2,53+2,49+2,49+2,49+2,53+2,51+2,44+2,44+2,44+2,51+2
7885,J. Levi,23,185,75,Sweden,67,Left,3,3,Medium/Low,RW,78.0,67.0,61.0,69.0,33.0,55.0,,66,69,48,59,61,69,68,69,54,72,77,78,69,54,58,66,53,65,60,69,32,15,56,61,62,53,52,23,25,63+2,63+2,63+2,66+2,65+2,65+2,65+2,66+2,64+2,64+2,64+2,65+2,57+2,57+2,57+2,65+2,50+2,45+2,45+2,45+2,50+2,47+2,40+2,40+2,40+2,47+2
7890,A. Hrusti?,22,178,70,Australia,67,Left,2,3,Medium/Medium,RM,69.0,60.0,67.0,69.0,57.0,62.0,"Argues with Officials, Finesse Shot",65,59,54,68,46,69,72,66,65,70,68,69,75,66,59,62,65,54,65,65,65,60,60,66,52,66,58,59,48,62+2,62+2,62+2,66+2,65+2,65+2,65+2,66+2,66+2,66+2,66+2,65+2,65+2,65+2,65+2,65+2,61+2,62+2,62+2,62+2,61+2,60+2,60+2,60+2,60+2,60+2
7894,J. Ring,27,182,74,Sweden,67,Left,3,3,Medium/Medium,RW,80.0,59.0,65.0,70.0,51.0,65.0,"Beat Offside Trap, Early Crosser",68,55,50,63,54,71,73,56,62,69,79,80,76,62,66,66,67,74,64,64,57,45,61,67,55,65,53,55,45,62+2,62+2,62+2,67+2,65+2,65+2,65+2,67+2,66+2,66+2,66+2,67+2,63+2,63+2,63+2,67+2,61+2,58+2,58+2,58+2,61+2,59+2,55+2,55+2,55+2,59+2
7901,P. van Ooijen,27,180,73,Netherlands,67,Right,4,3,Medium/Medium,LW,63.0,67.0,68.0,70.0,43.0,56.0,Argues with Officials,74,59,44,66,67,73,74,68,66,67,55,69,68,64,72,78,33,63,60,75,45,50,59,67,61,66,42,42,32,62+2,62+2,62+2,66+2,65+2,65+2,65+2,66+2,66+2,66+2,66+2,66+2,64+2,64+2,64+2,66+2,57+2,55+2,55+2,55+2,57+2,53+2,47+2,47+2,47+2,53+2
