,index,short_name,age,height_cm,weight_kg,nationality,ethnicity,overall,preferred_foot,weak_foot,skill_moves,work_rate,team_position,attacking_crossing,attacking_finishing,attacking_short_passing,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure
640,640,C. Baird,23,178.4,73.1,United States,Black,68,Right,Excellent,Average,High/Medium,LM,49.22,68.83,59.72,62.97,59.9,55.34,35.98,66.08,75.44,81.02,68.56,63.75,66.79,13,13,11,13,4,13,11,12,12
641,641,L. Kambole,25,169.6,75.4,Zambia,Black,68,Right,Excellent,Average,High/Medium,LW,48.27,75.48,56.3,65.72,52.43,41.22,33.35,65.39,75.44,74.05,66.34,63.17,74.63,12,11,12,5,5,13,10,14,11
642,642,R. Ranftl,27,179.7,74.6,Austria,Caucasian,68,Right,Good,Good,Medium/High,RM,69.92,54.98,67.21,65.96,58.39,42.98,53.55,69.23,73.31,77.24,63.54,67.8,68.39,15,13,13,10,12,12,11,8,12
643,643,C. Gebauer,25,187.0,74.9,Austria,Caucasian,68,Right,Good,Good,Medium/Medium,LM,61.72,57.4,64.72,69.67,53.52,42.43,52.36,66.17,88.87,91.15,68.78,61.89,60.28,14,13,11,6,11,13,10,10,9
644,644,J. Jantscher,30,180.5,68.6,Austria,Caucasian,68,,Excellent,Good,Medium/Medium,LM,73.96,62.74,70.73,65.54,72.05,66.33,69.17,62.89,68.62,67.49,69.65,62.63,73.91,13,12,13,12,7,12,12,13,12
645,645,R. Curtis,23,181.8,76.9,Republic of Ireland,Caucasian,68,Right,Excellent,Excellent,High/High,LM,63.09,63.88,59.36,70.09,59.67,55.02,52.64,69.23,83.78,89.19,81.71,60.48,61.97,16,13,12,16,7,11,12,10,12
646,646,Jairo,25,165.0,64.3,Spain,Caucasian,68,Left,Good,Good,High/Medium,RM,66.89,64.5,65.09,70.83,53.74,47.76,58.28,70.38,90.03,87.27,86.37,48.81,91.59,11,8,11,7,5,13,11,12,12
647,647,K. Edwards,21,172.4,64.4,England,Caucasian,68,Right,Good,Excellent,Medium/Medium,LM,64.26,54.16,61.53,74.98,69.24,60.4,58.56,75.3,77.26,81.17,80.44,62.36,79.31,13,10,10,10,7,11,13,11,13
648,648,V. Jacob,25,170.5,66.6,France,Caucasian,68,Right,Average,Good,Medium/Medium,RM,52.03,58.4,67.96,65.78,62.37,65.28,58.53,68.82,77.16,69.86,75.78,63.74,82.98,13,8,11,7,8,13,14,12,13
649,649,N. Shipnoski,21,184.1,73.3,Germany,Caucasian,68,Right,Good,Good,Medium/Medium,RM,59.44,55.65,63.54,73.17,53.05,34.67,49.11,68.81,89.48,87.08,77.7,63.93,76.48,13,8,10,6,5,12,11,11,9
650,650,C. Alzáte,31,163.0,63.4,Colombia,Black,68,Right,Excellent,Good,Medium/Medium,LM,69.96,56.71,69.61,66.48,67.68,68.29,65.29,68.42,80.86,79.89,85.37,61.9,92.04,14,7,12,9,4,12,13,12,12
651,651,J. Grant,24,178.2,72.2,England,Caucasian,68,Right,Excellent,Excellent,High/Medium,LM,63.56,62.12,68.93,68.85,62.38,75.8,63.62,66.99,71.44,74.68,90.13,53.02,71.66,16,13,12,11,8,11,13,11,13
652,652,O. Cissokho,32,174.6,67.5,Senegal,Black,68,,Excellent,Good,Medium/Medium,LM,56.31,65.21,65.12,66.44,78.86,36.13,59.02,62.89,68.98,73.65,68.88,69.37,62.72,14,13,10,12,8,13,13,11,12
653,653,P. Huspek,28,171.8,68.8,Austria,Caucasian,68,Right,Excellent,Average,High/Medium,RM,63.55,64.34,64.91,70.83,63.59,49.8,57.63,69.38,93.07,89.72,90.61,51.97,87.85,17,9,11,11,4,11,10,11,12
654,654,J. Taylor,26,168.3,76.6,England,Caucasian,68,Right,Good,Good,High/High,RM,62.19,61.94,61.65,65.68,51.61,62.26,57.68,63.83,87.84,87.54,90.38,54.95,81.12,15,10,13,12,5,12,11,12,12
655,655,D. Quiñónes,23,172.0,72.0,Colombia,Black,68,Left,Good,Good,Medium/Medium,LM,58.56,55.87,62.68,71.16,59.04,51.68,58.35,63.26,91.37,87.4,82.74,54.95,77.14,16,10,10,10,10,12,12,7,12
656,656,U. Antuna,21,174.3,58.6,Mexico,Caucasian,68,Right,Good,Good,Medium/Medium,LM,62.58,57.75,63.69,71.12,53.77,47.72,54.91,68.01,89.48,85.89,89.67,58.79,73.54,14,7,9,9,7,11,11,9,12
657,657,K. Harris,26,174.6,68.4,England,Black,68,,Good,Good,High/Medium,LW,56.31,58.92,66.87,72.93,40.12,35.31,54.46,65.35,84.72,81.34,86.23,58.53,65.21,13,12,10,6,5,11,11,8,10
658,658,,22,174.7,67.2,England,Caucasian,68,Left,Excellent,Good,Medium/Low,RM,72.94,62.6,59.28,74.98,61.84,55.39,53.12,69.5,73.3,76.35,73.89,60.2,74.78,12,8,12,7,8,11,13,9,11
659,659,J. Newell,26,184.8,78.6,England,Caucasian,68,Left,Good,Good,Medium/Medium,LM,72.33,62.12,62.92,67.44,70.69,67.88,64.72,63.79,74.67,77.13,67.37,64.28,59.94,15,12,12,8,10,11,13,12,12
660,660,D. Suga,20,171.4,69.0,Japan,Asian,68,Left,Excellent,Good,High/Medium,LM,69.68,58.17,69.24,68.0,64.58,55.72,62.75,66.79,66.56,70.74,66.76,64.56,74.44,16,13,10,8,11,11,12,6,12
661,661,K. Londoño,25,180.1,72.4,Colombia,Black,68,Right,Good,Good,High/Medium,RM,71.33,64.22,62.76,66.53,49.82,30.57,65.14,64.96,78.55,74.17,64.18,61.89,64.84,14,14,10,7,12,12,12,9,12
662,662,W. López,33,182.0,82.5,Uruguay,Black,68,Left,Average,Average,High/Medium,LM,73.96,34.95,66.46,61.37,62.05,57.01,67.0,62.89,65.31,68.2,44.67,69.84,33.72,17,13,11,14,13,10,11,7,12
663,663,F. Migliore,31,173.0,74.6,Italy,Caucasian,68,Left,Average,Good,High/Medium,LM,64.95,26.32,63.78,64.32,60.23,56.61,56.23,64.6,87.0,71.45,74.66,65.23,83.73,17,15,6,13,12,9,11,9,13
664,664,Wang Shenchao,30,180.3,72.2,China PR,Asian,68,Right,Good,Average,High/High,RM,58.76,23.95,60.37,59.06,34.84,64.01,39.45,56.68,74.22,67.25,64.31,67.89,68.76,16,13,5,12,14,9,8,6,12
665,665,S. Rincón,25,184.9,80.9,Colombia,Black,67,,Average,Excellent,High/Low,RW,56.31,67.79,58.75,67.15,45.92,35.5,58.46,65.35,74.23,82.45,69.04,67.33,66.84,9,15,11,11,5,13,12,13,13
666,666,Zequinha,32,182.6,77.2,Portugal,Caucasian,67,Right,Good,Good,Medium/Low,RW,62.48,62.15,63.0,72.51,71.4,62.22,58.5,72.42,70.53,71.54,69.96,64.8,69.65,10,11,14,10,5,12,12,14,13
667,667,,32,175.9,74.3,Spain,Caucasian,67,Right,Excellent,Average,Medium/High,RM,59.17,64.78,60.13,67.51,65.52,70.81,57.95,68.79,77.4,80.47,70.58,66.49,69.57,13,13,13,15,9,13,12,14,9
668,668,D. Nazarov,29,183.6,72.6,Azerbaijan,Middle-eastern,67,Right,Excellent,Good,Medium/Medium,RW,62.29,64.16,69.28,69.56,69.86,61.11,58.5,69.26,76.86,77.47,74.64,64.39,66.64,15,13,13,7,5,13,13,16,12
669,669,,23,180.5,73.3,Chile,Caucasian,67,Left,Average,Good,Medium/Medium,LW,67.6,67.87,67.13,68.92,62.08,42.08,66.13,70.21,72.84,70.54,74.03,52.24,68.02,14,16,12,10,5,13,12,13,13
670,670,Iriome,32,185.3,79.0,Spain,Caucasian,67,Right,Excellent,Good,Medium/Medium,RM,62.13,68.82,62.57,70.82,41.09,49.4,50.73,72.5,74.93,87.27,76.19,53.67,53.22,15,14,13,10,7,12,10,7,11
671,671,M. Engels,25,182.7,84.2,Germany,Caucasian,67,Right,Good,Good,Medium/Medium,LM,60.24,70.59,64.04,70.37,64.38,58.54,56.69,64.49,70.53,74.84,70.26,62.71,71.62,12,13,12,14,4,13,13,14,13
672,672,S. van der Water,22,180.8,70.2,Netherlands,Caucasian,67,Left,Good,Good,High/Medium,RM,57.75,68.35,58.09,73.27,66.77,42.78,51.61,70.32,77.77,84.11,77.83,62.21,62.72,13,11,12,11,4,12,10,13,10
673,673,G. Donyoh,24,179.4,71.0,Ghana,Black,67,Left,Good,Good,Medium/Low,LW,49.68,64.98,64.16,66.1,55.11,54.05,50.73,67.23,86.35,77.08,86.17,55.22,85.08,13,11,12,8,4,14,10,12,12
674,674,J. Pereira,26,182.2,81.9,Colombia,Black,67,Right,Good,Good,High/Medium,LM,58.09,59.52,68.05,70.79,46.86,39.05,57.31,68.17,78.68,75.49,68.25,59.6,66.84,13,13,11,11,9,12,12,11,12
675,675,M. Wilks,20,183.1,71.3,England,Black,67,Left,Good,Good,High/Medium,LM,57.24,63.77,57.52,71.86,48.12,32.47,40.81,65.94,85.38,81.07,83.44,63.41,75.52,14,13,12,13,2,13,12,11,12
676,676,B. Borrello,23,177.4,81.6,Australia,Caucasian,67,Right,Excellent,Excellent,High/Low,RM,66.49,66.04,60.84,71.74,65.42,33.62,38.84,66.18,78.25,78.18,83.44,59.66,76.39,11,13,13,11,4,13,12,11,12
677,677,T. Kunimoto,21,173.7,70.4,Japan,Asian,67,Left,Good,Good,Medium/Medium,LM,58.51,58.35,68.05,70.84,54.85,49.57,70.03,69.56,82.95,76.45,68.5,57.81,70.53,13,15,11,11,9,11,14,12,13
678,678,M. Al Kuwaykibi,24,168.4,60.9,Saudi Arabia,Middle-eastern,67,Left,Average,Excellent,High/Medium,RM,61.07,63.35,57.23,74.13,65.34,58.59,51.23,69.98,91.69,87.01,92.76,56.16,92.94,13,9,12,6,4,12,10,11,10
679,679,T. Fosu,23,170.1,67.5,England,Black,67,Right,Good,Excellent,Medium/Low,LM,59.83,63.7,59.0,69.82,49.36,47.3,53.26,68.39,87.47,83.57,81.72,57.3,74.43,12,8,12,9,6,12,12,11,13
680,680,N. Solís,25,170.4,69.8,Argentina,Caucasian,67,Left,Good,Good,Medium/Medium,LW,65.79,23.95,62.58,72.81,60.23,60.85,45.92,66.52,78.41,80.59,89.64,66.36,86.05,9,7,11,6,3,12,12,11,11
681,681,L. Suárez,21,184.9,74.3,Colombia,Black,67,Right,Excellent,Good,High/Medium,LM,70.49,65.14,57.92,67.74,70.23,59.68,51.02,63.68,81.74,74.84,70.97,60.24,66.62,13,14,13,14,6,13,11,14,11
682,682,J. Tinhan,30,173.6,68.6,France,Caucasian,67,Right,Good,Good,Medium/Medium,RW,65.51,67.98,54.24,69.49,48.75,54.1,59.31,63.99,72.45,80.19,81.26,59.23,84.09,12,13,10,9,10,14,11,13,12
683,683,F. Mercado,29,173.5,73.8,Colombia,Black,67,Left,Average,Excellent,Medium/Low,LW,34.18,54.83,56.52,68.97,48.61,57.62,33.84,67.69,62.92,70.13,70.42,60.09,67.83,11,13,12,8,4,13,13,13,12
684,684,N. Dumitru,27,184.3,78.3,Italy,Caucasian,67,Right,Good,Average,Medium/Low,LM,57.7,63.14,63.22,62.24,50.46,40.31,49.52,65.17,79.5,90.48,75.8,66.17,56.77,15,14,11,9,6,13,12,10,12
685,685,,27,182.3,72.5,England,Caucasian,67,Left,Good,Good,Medium/Medium,LW,68.33,66.46,64.77,64.24,74.43,70.62,61.32,64.89,70.16,65.41,83.4,65.49,80.24,15,13,13,11,10,13,13,13,12
686,686,F. Onyedinma,22,185.4,79.6,Nigeria,Black,67,Right,Good,Good,,LW,61.41,63.24,61.72,67.18,51.63,40.31,60.22,66.47,84.72,87.27,79.11,57.3,65.21,13,15,11,11,9,12,12,12,13
687,687,S. Nicholson,24,175.0,71.3,Scotland,Caucasian,67,Left,Excellent,Good,High/Medium,RM,58.55,62.4,61.39,69.91,50.57,37.12,40.81,68.13,90.31,83.38,83.22,61.79,83.41,13,12,11,13,6,12,11,9,11
688,688,E. Babayan,23,179.6,72.8,Armenia,Middle-eastern,67,Right,Excellent,Good,High/Low,LM,59.9,59.08,63.24,69.2,60.95,57.1,59.76,66.87,84.63,76.17,76.21,56.84,78.23,14,12,11,13,10,13,12,11,12
689,689,T. Gjertsen,27,174.9,74.0,Norway,Caucasian,67,Right,Good,Good,High/High,LW,59.81,61.59,60.82,67.62,64.65,56.25,50.67,66.68,86.01,77.08,89.88,61.85,85.41,14,9,12,9,10,12,12,11,12
690,690,M. Janota,28,170.9,72.7,Poland,Caucasian,67,Left,Good,Good,Medium/Low,LM,62.32,62.07,65.44,67.06,67.9,63.56,64.02,66.47,70.36,70.38,77.04,62.57,81.04,14,11,13,9,6,12,13,13,13
691,691,B. Halloran,27,183.7,77.4,Australia,Caucasian,67,,Good,Good,High/Low,RW,56.31,61.0,61.9,66.63,65.72,32.75,49.65,65.35,85.33,85.4,79.2,64.4,56.77,13,14,11,8,6,12,12,11,11
692,692,,23,185.1,74.9,Sweden,Caucasian,67,Left,Good,Good,Medium/Low,RW,66.25,69.21,58.59,69.12,68.49,68.86,54.29,72.03,76.51,78.21,68.76,54.41,58.14,13,12,13,6,3,11,12,12,10
693,693,A. Hrusti?,22,177.9,69.9,Australia,Caucasian,67,Left,Average,Good,Medium/Medium,RM,64.64,58.98,67.72,68.94,71.56,59.15,65.06,69.54,67.8,69.01,74.78,66.37,59.39,10,13,13,13,12,12,13,10,13
694,694,P. van Ooijen,27,179.5,72.7,Netherlands,Caucasian,67,Right,Excellent,Good,Medium/Medium,LW,74.47,58.66,65.75,73.07,74.19,68.18,66.2,67.27,54.97,69.26,68.15,64.56,71.66,12,12,15,9,10,11,13,12,13
695,695,R. Grange,30,176.6,71.1,France,Caucasian,67,Right,Excellent,Good,,RW,68.3,61.67,65.45,62.87,70.69,73.75,68.48,65.59,72.01,72.07,77.11,62.62,73.91,14,12,14,8,10,13,13,13,12
696,696,K. Vollmann,25,174.0,70.2,Germany,Caucasian,67,Right,Good,Good,High/Medium,RM,57.74,56.35,67.36,67.34,62.36,59.9,59.32,65.38,84.63,82.73,83.63,62.43,88.15,15,11,12,14,10,12,12,10,12
697,697,,20,180.0,67.3,Belgium,Caucasian,67,Right,Good,Good,Medium/Medium,RW,68.1,62.12,67.63,68.45,44.28,46.38,65.58,72.2,78.85,77.59,74.67,57.5,71.99,12,8,7,7,4,13,12,9,13
698,698,L. Morgan,22,178.4,74.6,Scotland,Caucasian,67,Right,Masterful,Good,Medium/Medium,LM,60.82,63.14,60.33,71.59,60.16,67.2,56.08,65.77,86.01,80.92,84.8,49.28,67.35,13,10,14,9,5,12,13,10,11
699,699,Rúben Macedo,23,170.7,62.9,Portugal,Caucasian,67,Right,Good,Good,High/Medium,RM,64.14,61.23,63.38,72.22,72.6,63.24,64.02,69.56,75.14,72.08,82.89,62.41,84.83,13,10,13,9,4,12,12,13,14
700,700,M. Heider,33,186.9,81.9,,,67,Right,Masterful,Good,High/High,RM,64.04,62.79,61.31,61.86,48.7,54.89,54.51,62.77,68.48,74.37,71.95,66.67,67.65,17,15,12,15,11,12,13,13,15
701,701,Nam Joon Jae,31,183.2,75.4,Korea Republic,Asian,67,Right,Good,Good,High/Low,RM,63.27,60.77,60.53,70.79,43.03,48.08,61.31,67.48,81.52,81.55,75.71,66.0,64.24,15,14,12,12,7,12,10,10,10
702,702,Lu Wenjun,30,184.9,70.6,China PR,Asian,67,Right,Excellent,Good,Medium/Low,LW,65.1,66.36,55.59,68.86,61.28,36.04,40.58,61.28,75.68,77.85,89.09,59.95,61.7,13,15,11,8,4,12,12,12,9
703,703,H. Bjørdal,22,188.4,86.6,,,67,Right,Good,Good,Medium/Medium,RM,74.48,60.91,68.27,68.0,57.72,44.66,64.66,68.12,64.78,73.84,67.92,61.33,50.78,13,17,12,11,10,12,13,9,13
704,704,,28,178.0,76.1,Korea Republic,Asian,67,Right,Good,Average,Medium/Medium,RM,68.02,52.65,66.0,58.18,55.89,50.27,68.64,61.04,80.87,89.58,84.06,64.43,78.82,14,14,12,14,12,14,13,8,12
705,705,N. DeLeon,28,178.4,77.3,United States,Black,67,Right,Excellent,Good,Medium/High,RM,63.72,56.51,65.57,65.57,69.08,59.15,62.91,66.22,73.9,68.38,69.14,65.41,66.28,15,12,13,14,11,12,12,10,12
706,706,S. Aškovski,27,179.2,67.6,FYR Macedonia,,67,Left,Good,Good,,RM,62.83,63.99,66.16,65.61,52.33,28.48,64.19,64.73,77.26,70.78,76.6,66.48,67.97,14,13,11,13,11,12,12,8,12
707,707,M. Dittgen,24,182.0,76.7,Germany,Caucasian,67,Left,Good,Good,Medium/Medium,LM,61.61,59.47,61.2,69.73,55.46,42.59,47.4,67.31,81.19,87.38,67.67,64.67,68.58,14,13,8,10,11,13,11,10,9
708,708,T. Ugajin,31,176.0,70.7,Japan,Asian,67,Right,Excellent,Average,Medium/Medium,RM,67.1,54.78,68.32,64.56,64.26,59.48,66.27,67.74,81.15,60.53,70.13,61.78,71.93,15,13,13,11,10,13,12,13,9
709,709,A. Polo,24,173.1,69.6,Peru,Caucasian,67,Right,Good,Good,Medium/Medium,RM,59.76,58.97,59.0,64.97,54.17,45.14,61.11,64.38,87.91,89.28,80.58,67.87,78.95,14,9,11,9,11,12,12,8,11
710,710,G. Merebashvili,32,178.8,74.6,Georgia,Black,67,Right,Good,Good,High/Medium,RM,60.79,60.04,64.3,69.01,55.75,56.03,64.73,68.16,69.9,76.24,80.03,64.9,68.81,14,12,10,11,6,11,13,10,12
711,711,C. McLennan,19,181.8,68.8,Scotland,Caucasian,67,Right,Good,Good,Medium/Medium,RM,64.51,61.84,62.64,70.79,38.84,31.97,56.58,66.96,71.9,77.76,60.94,60.02,76.31,13,13,11,6,3,12,12,12,12
712,712,C. Noone,31,174.9,69.0,England,Caucasian,67,Left,Average,Good,High/Low,RM,69.89,56.83,56.91,70.19,65.84,62.14,63.39,69.7,81.93,73.32,80.01,61.8,81.33,10,12,13,10,10,12,12,11,10
713,713,G. Edwards,26,175.2,76.4,Wales,Caucasian,67,Right,Good,Good,High/High,LM,64.74,59.97,63.24,75.48,63.32,59.38,63.25,63.21,84.36,78.99,83.73,58.14,71.71,13,7,12,11,9,11,11,11,11
714,714,C. Tabó,25,173.6,75.4,Uruguay,Caucasian,67,Right,Good,Good,Medium/Low,RM,60.24,60.94,60.69,73.79,72.13,60.51,58.9,68.06,83.09,80.05,77.16,50.79,70.55,12,12,10,13,4,13,11,10,12
715,715,S. Lundholm,25,179.9,75.2,Sweden,Caucasian,67,Left,Good,Good,Medium/Medium,RM,64.62,58.08,56.91,68.75,65.8,60.93,50.14,69.61,80.44,73.55,85.92,58.34,80.23,14,11,11,8,8,12,12,12,12
716,716,A. Koita,20,173.2,73.3,Belgium,Black,67,Right,Excellent,Good,Medium/Low,RM,62.2,57.17,61.25,73.22,59.1,57.1,59.91,68.42,86.58,80.76,87.86,57.67,81.67,10,10,11,9,5,11,12,9,12
717,717,H. Akbunar,25,166.7,60.8,Turkey,Middle-eastern,67,Left,Good,Good,High/Medium,LM,69.46,61.52,60.14,71.5,58.91,57.77,59.77,62.93,81.43,80.68,83.73,63.32,71.51,11,6,10,10,6,12,12,10,11
718,718,A. Muyl,23,179.9,78.6,United States,Black,67,,Average,Good,High/High,RM,56.31,57.1,62.86,66.47,58.33,29.86,55.25,62.49,77.13,77.35,76.71,62.29,62.35,17,15,9,16,13,13,10,10,10
719,719,S. Živec,28,169.8,69.8,Slovenia,Caucasian,67,Left,Excellent,Excellent,High/Medium,LM,63.09,59.68,64.44,67.07,53.45,62.42,62.51,67.32,68.62,78.14,83.09,49.46,80.87,17,10,12,8,6,12,12,11,13
720,720,S. Jovanovi?,27,175.8,75.4,Serbia,Caucasian,67,Left,Masterful,Good,Medium/Medium,RM,69.63,64.08,68.53,68.5,54.88,46.81,63.27,67.15,81.22,84.09,66.71,50.67,73.17,12,12,9,6,5,11,11,13,10
721,721,H. Mili?,30,179.0,74.2,Croatia,Caucasian,67,Left,Poor,Good,Medium/Medium,LM,69.75,50.45,70.09,73.09,62.88,46.07,66.48,70.53,66.11,68.89,66.71,61.8,71.4,11,12,11,14,13,11,12,11,12
722,722,C. Holse,20,175.4,67.8,Denmark,Caucasian,67,Left,Good,Good,High/Medium,RM,59.7,59.0,61.84,69.38,63.58,61.8,57.58,66.84,83.79,79.53,82.64,57.67,78.39,14,10,11,9,5,12,12,10,10
723,723,R. Colclough,24,183.9,72.8,England,Caucasian,67,Right,Good,Good,High/Medium,RM,61.97,61.84,65.82,69.61,54.88,50.78,62.9,67.34,78.33,76.51,73.2,51.06,74.11,14,12,10,7,4,11,11,10,10
724,724,L. Thomas,20,167.8,66.2,England,Caucasian,67,Left,Average,Good,Medium/High,RM,63.98,52.24,55.96,71.43,57.54,61.8,49.5,66.51,81.17,82.58,79.01,62.37,83.16,13,9,10,14,6,13,12,11,11
725,725,F. Pick,23,175.9,67.0,Germany,Caucasian,67,Right,Good,Excellent,Medium/Medium,LM,59.57,54.62,60.67,71.06,47.49,42.39,53.96,67.81,89.18,89.94,84.85,58.27,79.27,14,9,10,6,6,12,9,10,9
726,726,S. Dembele,22,173.3,67.2,Scotland,Caucasian,67,Right,Good,Excellent,High/Medium,LM,64.69,57.67,61.27,68.9,47.99,55.29,53.65,67.71,85.09,81.95,70.62,52.73,87.95,11,8,9,6,6,11,13,10,11
727,727,K. Behrens,28,183.9,80.2,Germany,Caucasian,67,Right,Good,Average,High/Medium,RM,41.55,66.58,49.29,59.8,49.58,32.66,44.42,59.96,69.81,81.83,70.86,61.78,67.02,14,15,12,13,4,13,10,13,11
728,728,F. Kaufmann,26,181.0,71.7,Germany,Caucasian,67,Right,Good,Good,High/High,RM,68.29,47.39,65.23,67.03,67.99,46.52,51.85,61.61,87.0,85.66,76.74,64.17,77.14,17,12,10,14,11,10,11,9,11
729,729,D. Torres,26,175.2,70.3,Chile,Caucasian,67,Left,Average,Good,Medium/Medium,LM,75.52,52.31,69.29,59.36,52.28,43.8,71.07,70.78,81.41,84.09,72.52,49.95,76.28,13,13,12,9,12,7,9,8,12
730,730,E. Bonifacio,25,169.4,65.1,Argentina,Caucasian,67,,Good,Average,Medium/Medium,RM,53.11,33.03,54.42,60.51,40.9,45.79,35.93,62.49,70.11,70.72,72.12,62.63,64.51,14,11,7,12,12,10,9,11,10
731,731,C. Rivas,27,170.3,60.2,Colombia,Black,66,Right,Good,Good,High/Medium,LM,72.57,64.16,64.82,74.48,51.16,54.41,63.27,65.34,85.59,79.06,73.42,57.58,83.76,13,9,12,7,3,14,14,11,12
732,732,G. Masucci,34,172.5,72.0,Italy,Caucasian,66,Right,Excellent,Good,Medium/Medium,RW,64.07,60.6,64.02,67.19,61.88,61.21,55.9,69.75,76.19,72.29,76.66,59.55,70.97,13,9,12,9,9,15,13,12,13
733,733,A. Rodríguez,23,170.4,70.2,Argentina,Caucasian,66,Right,Good,Good,Medium/Medium,RW,52.88,69.86,64.22,68.25,39.84,45.77,57.95,68.22,74.72,75.56,77.28,61.79,83.09,11,11,12,12,9,13,12,9,12
734,734,P. Schürpf,29,189.6,85.5,Switzerland,Caucasian,66,Left,Average,Average,Medium/Medium,RM,65.09,66.69,64.77,63.71,62.45,59.76,63.35,61.19,72.67,69.67,56.46,62.92,58.78,14,15,12,12,10,13,13,11,12
735,735,M. Bundu,22,188.6,76.5,Sierra Leone,Black,66,Right,Good,Good,High/Medium,RW,58.86,61.27,59.17,67.9,59.08,55.93,51.7,66.47,81.77,87.38,75.74,59.86,74.33,14,14,12,9,5,13,11,10,11
736,736,J. Leko,20,182.2,63.8,England,Caucasian,66,,Excellent,Good,Medium/Medium,RM,53.11,63.92,56.91,71.3,53.04,33.76,41.61,62.26,87.0,89.75,77.76,59.19,66.72,12,13,11,6,3,12,10,10,11
737,737,Z. Tripi?,26,182.1,73.5,Norway,Caucasian,66,Right,Good,Good,High/Medium,LW,67.25,60.92,65.05,67.97,65.84,63.43,56.81,66.87,76.05,83.31,71.69,58.61,69.03,14,14,13,16,6,12,12,13,12
738,738,K. Sadlier,24,182.0,66.4,Republic of Ireland,Caucasian,66,Right,Excellent,Good,Medium/Medium,LM,62.3,64.11,63.31,68.58,65.79,68.37,59.22,66.02,72.99,75.38,72.64,53.48,65.14,14,12,14,11,8,12,13,13,12
739,739,J. Gaete,23,174.3,65.9,Chile,Caucasian,66,Right,Good,Average,High/Low,LM,63.35,63.71,64.86,69.62,61.44,53.33,62.25,66.89,70.8,75.81,72.02,51.06,70.9,14,13,11,10,3,12,12,12,11
740,740,J. Obrian,24,182.8,72.8,Colombia,Black,66,Right,Good,Good,Medium/Low,RM,54.48,63.02,61.22,66.71,60.56,60.09,51.58,60.16,83.84,90.07,78.3,59.1,59.63,13,14,12,7,2,13,12,11,11
741,741,R. Riski,29,173.5,69.9,Finland,Black,66,Right,Good,Good,Medium/Medium,RW,60.03,63.42,61.84,67.42,61.65,55.61,58.86,65.86,81.69,76.81,83.43,55.18,79.84,14,11,11,10,8,12,12,13,13
742,742,A. Hammill,31,177.8,74.2,England,Caucasian,66,Right,Excellent,Excellent,,LM,66.29,64.08,63.64,66.71,70.3,68.83,62.2,70.5,71.27,70.48,69.92,59.3,70.07,12,11,14,11,8,12,12,10,13
743,743,M. Barreto,28,174.0,62.6,France,Black,66,Right,Excellent,Good,Medium/Medium,RM,65.04,63.05,68.35,68.37,60.29,65.7,61.92,65.47,80.29,76.29,82.15,59.55,75.55,13,11,12,10,9,12,11,13,11
744,744,N. Maturana,25,162.9,63.4,,,66,Left,Average,Good,High/Low,RW,64.47,59.32,65.93,65.78,64.13,60.95,64.78,66.22,78.43,74.77,73.41,57.64,76.5,12,10,13,10,7,13,13,8,9
745,745,D. Kutesa,21,176.3,66.9,Switzerland,Caucasian,66,Right,Good,Excellent,High/Medium,LW,50.53,58.65,65.34,68.25,43.85,38.39,54.7,68.03,88.32,89.94,86.67,56.75,81.38,14,13,11,7,6,12,12,10,11
746,746,M. Jankowski,29,181.5,67.8,Poland,Caucasian,66,Right,Good,Good,Medium/Medium,LM,56.16,62.51,63.52,61.82,48.61,57.29,59.67,64.35,72.29,76.09,77.28,66.97,75.57,15,14,11,10,9,13,12,11,12
747,747,K. Naismith,27,185.0,77.9,Scotland,Caucasian,66,Left,Good,Good,High/Medium,LM,67.77,62.87,63.34,64.91,67.64,73.68,61.48,64.03,71.27,74.85,75.57,64.14,75.61,15,15,14,13,11,10,12,11,12
748,748,Guarrotxena,26,174.6,73.8,Spain,Black,66,Right,Good,Good,,LM,65.88,64.62,62.15,64.91,60.24,60.24,60.25,63.72,76.72,73.17,79.02,59.93,71.53,14,14,12,14,10,12,12,12,12
749,749,M. O'Halloran,28,181.3,78.6,Scotland,Caucasian,66,Right,Good,Good,Medium/Low,RM,62.27,67.42,58.53,67.88,57.9,38.87,48.31,64.14,85.03,91.77,89.09,56.52,66.72,14,14,12,6,9,10,11,9,13
750,750,J. Vásquez,24,175.6,78.1,Colombia,Black,66,Right,Good,Good,Medium/Medium,RM,68.28,62.45,59.37,64.91,62.66,59.35,52.08,64.14,81.77,75.94,74.25,58.91,71.48,13,17,12,7,3,13,12,11,10
751,751,Ernesto,24,173.1,69.9,Spain,Caucasian,66,Left,Excellent,Good,Medium/Medium,RM,65.01,54.83,63.69,66.22,67.35,57.92,57.74,64.04,77.88,74.58,65.34,50.82,71.57,13,9,12,7,4,13,11,10,11
752,752,P. Strand,24,174.8,70.7,Norway,Caucasian,66,Right,Good,Good,High/High,LW,64.25,59.62,64.05,65.85,67.5,68.23,64.45,62.97,86.83,76.29,87.22,57.56,71.21,18,13,13,12,12,11,13,11,12
