,index,short_name,age,height_cm,weight_kg,nationality,ethnicity,overall,preferred_foot,weak_foot,skill_moves,work_rate,team_position,attacking_crossing,attacking_finishing,attacking_short_passing,skill_dribbling,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_stamina,power_strength,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,defending_marking,defending_standing_tackle,defending_sliding_tackle
700,700,P. Stolarski,23,180.7,73.6,Poland,Caucasian,66,Right,Good,Average,High/Medium,LB,63.38,51.48,63.47,62.21,62.26,63.7,90.35,86.78,77.27,55.44,67.86,16,13,11,11,12,9,49.8,62.23,56.03
701,701,A. Acosta,31,169.0,70.6,Mexico,Caucasian,66,Left,Excellent,Good,High/High,LB,72.01,51.38,65.62,62.57,67.03,70.65,63.96,42.13,71.36,69.31,80.42,13,12,13,11,13,13,64.86,64.53,65.57
702,702,A. Jung,27,185.2,86.5,,,66,Left,Good,Good,Medium/Medium,LB,64.61,51.84,66.58,64.05,63.91,64.12,69.43,72.51,62.67,59.32,65.93,15,14,11,9,12,10,64.94,66.19,63.35
703,703,M. Benning,25,178.4,76.8,England,Caucasian,66,Left,Average,Excellent,High/Medium,LWB,67.28,53.91,61.3,62.03,60.16,62.46,73.32,75.13,76.89,59.37,71.06,16,13,12,11,11,11,60.34,60.37,57.69
704,704,J. Wójcicki,30,190.3,80.3,Poland,Caucasian,66,,Good,Good,High/Medium,RB,64.43,57.85,62.94,64.37,62.2,65.62,70.47,74.37,76.77,61.92,70.32,15,15,11,11,11,8,56.73,62.6,67.55
705,705,S. Al Muwallad,28,184.0,78.9,Saudi Arabia,Middle-eastern,66,Right,Good,Average,Medium/Medium,RB,63.69,52.92,66.04,59.85,52.73,62.89,77.0,77.42,69.71,64.32,67.3,15,15,11,12,10,11,58.91,63.28,63.84
706,706,A. Al Obaid,26,170.9,63.7,Saudi Arabia,Middle-eastern,66,Left,Good,Average,High/Medium,LB,70.51,50.58,64.59,59.59,59.58,64.62,73.32,74.85,76.12,60.39,73.98,15,13,12,10,11,11,58.35,62.44,58.79
707,707,Diogo Calila,20,180.3,73.0,Portugal,Caucasian,66,,Good,Good,High/Medium,RB,64.43,45.91,62.8,70.5,46.06,55.96,74.95,76.33,72.43,65.13,71.62,12,13,12,12,9,9,59.56,65.03,67.56
708,708,R. Pietrzak,27,176.4,68.9,Poland,Caucasian,66,Left,Average,Average,High/Medium,LWB,65.11,52.92,57.21,60.47,48.87,63.04,75.91,73.77,72.26,62.65,71.62,14,13,13,12,11,10,59.56,65.65,62.23
709,709,M. Poaty,21,176.8,72.8,France,Caucasian,66,Left,Average,Good,High/High,LB,54.24,48.51,48.5,63.92,50.67,63.07,75.91,81.59,76.93,60.6,69.36,15,13,13,10,12,9,61.75,66.76,61.76
710,710,,25,179.9,73.9,Norway,Caucasian,66,Right,Good,Average,High/High,RB,66.0,46.63,62.46,60.93,57.72,63.81,74.77,71.55,75.42,60.49,66.28,17,13,12,12,12,9,60.34,63.63,61.22
711,711,Ricardinho,25,179.9,77.0,Portugal,Caucasian,66,Right,Good,Average,Medium/Medium,RB,59.03,55.65,65.08,57.29,59.11,62.23,71.71,76.56,70.61,63.1,81.55,14,9,13,11,9,10,64.02,62.44,64.36
712,712,N. Butzen,26,179.1,76.0,Germany,Caucasian,66,Right,Excellent,Average,High/High,RB,67.49,56.13,57.5,65.5,56.79,64.09,81.0,77.73,80.59,61.42,75.17,18,12,12,11,10,7,61.42,55.66,57.69
713,713,C. Del Grosso,36,170.7,66.4,Italy,Caucasian,66,Left,Average,Average,Medium/Medium,LB,71.88,37.68,66.97,60.52,67.91,66.37,76.13,70.44,74.29,68.25,77.33,8,11,12,12,9,8,65.45,65.33,69.09
714,714,D. Todorovi?,22,174.3,69.5,Bosnia Herzegovina,Caucasian,66,,Good,Good,Medium/Medium,RB,64.43,42.27,60.49,64.88,51.13,55.96,73.15,69.1,74.08,67.36,71.62,13,12,13,12,11,10,60.96,67.35,66.08
715,715,T. Teniste,31,173.1,65.2,Estonia,Black,66,Right,Good,Average,High/High,RB,63.84,37.85,62.27,63.54,59.05,63.94,75.88,76.72,75.21,61.58,84.28,16,11,12,12,11,8,62.28,63.56,61.5
716,716,A. Eriksson,28,186.4,82.5,Sweden,Caucasian,66,Left,Average,Average,High/Medium,LB,72.94,37.81,66.2,62.54,65.04,64.84,73.69,80.28,60.46,59.92,59.8,16,14,11,10,12,9,61.63,60.34,60.84
717,717,,25,177.8,73.2,Spain,Caucasian,66,Right,Good,Average,High/Medium,RB,57.54,44.63,63.46,66.89,55.79,64.05,70.11,67.79,66.63,68.37,68.23,13,11,13,12,10,10,65.58,64.61,65.6
718,718,R. Cereceda,34,173.0,73.5,Chile,Caucasian,66,Left,Excellent,Average,High/Low,LB,71.47,42.56,62.65,63.38,65.06,68.89,66.95,67.31,68.5,59.6,71.4,13,11,12,12,12,15,62.12,68.84,70.15
719,719,P. Kurzweg,25,179.5,79.6,Germany,Caucasian,66,Left,Good,Average,High/Medium,RB,74.08,49.0,67.16,66.06,59.58,62.11,82.26,81.82,79.34,62.14,70.59,15,13,10,10,11,9,53.26,63.57,65.79
720,720,J. Bornstein,34,174.7,73.2,,,66,Left,Good,Good,Low/High,LB,67.46,46.11,64.9,64.7,56.3,62.83,72.13,60.76,66.88,66.48,65.85,12,13,12,10,10,12,71.67,66.38,66.91
721,721,,28,184.5,89.7,Venezuela,Black,66,Right,Average,Average,High/Medium,RB,65.54,32.11,63.74,63.75,59.45,63.3,56.79,63.31,60.17,66.19,58.59,15,15,13,11,12,7,67.42,64.5,63.82
722,722,D. Andrew,28,180.1,72.3,England,Caucasian,66,Left,Average,Average,High/Medium,LB,67.93,29.82,63.22,62.35,65.84,60.86,69.64,80.28,65.36,62.82,58.65,16,13,12,13,11,7,63.65,63.28,65.4
723,723,L. Czyborra,20,177.6,71.7,Germany,Caucasian,66,Left,Average,Average,High/Medium,LB,66.18,31.84,61.8,62.91,51.32,64.79,85.63,87.25,80.63,52.09,62.64,15,13,12,11,9,6,55.0,64.6,63.3
724,724,D. Widgren,25,179.6,75.5,Sweden,Caucasian,66,Left,Poor,Average,Medium/Medium,LB,67.77,34.84,67.88,61.32,65.33,64.45,68.78,68.27,70.58,65.9,63.38,15,12,12,9,14,7,61.06,62.84,59.19
725,725,F. Viáfara,27,167.2,64.6,Colombia,Black,66,Right,Good,Good,Medium/Low,RB,60.32,48.8,52.39,63.92,46.87,63.27,82.65,87.63,92.79,58.72,86.78,17,6,13,9,11,7,54.53,61.66,64.16
726,726,B. Kessel,31,191.4,83.3,Germany,Caucasian,66,Right,Good,Average,Medium/Medium,RB,62.04,32.11,63.49,57.63,59.39,62.32,59.4,61.32,54.21,63.88,56.18,12,16,12,11,10,13,68.33,69.93,68.83
727,727,S. Filip,25,179.3,73.5,Romania,Middle-eastern,66,Left,Average,Good,Medium/Medium,LB,60.14,41.94,65.29,50.76,63.96,58.58,78.97,70.92,80.32,62.67,66.48,15,16,12,12,9,8,56.49,64.12,65.9
728,728,N. Hammann,31,185.2,78.7,Germany,Caucasian,66,Right,Masterful,Average,High/Medium,LB,67.82,50.09,62.68,56.49,70.64,61.8,69.63,68.89,59.07,60.08,60.87,14,14,13,10,8,12,62.14,64.12,60.99
729,729,J. Harvey,35,179.6,80.3,United States,Caucasian,66,Left,Good,Average,Medium/Medium,LB,62.43,54.79,64.98,56.85,55.06,61.54,57.34,63.37,70.61,66.88,64.68,15,14,13,11,10,9,64.89,62.82,66.63
730,730,A. DeLaGarza,31,174.9,67.8,Guam,Black,66,Right,Good,Average,Medium/High,RB,58.84,48.78,67.1,56.73,58.29,63.1,68.95,76.56,72.27,67.7,78.06,14,13,13,11,11,10,63.89,62.23,63.01
731,731,J. Skjelvik,27,183.0,76.7,Norway,Caucasian,66,Left,Average,Average,High/Medium,LB,51.75,41.05,63.74,59.19,58.76,61.04,80.56,80.18,71.57,57.96,63.65,15,14,12,10,10,9,61.35,65.32,63.23
732,732,A. Chalá,23,177.7,71.2,,,66,Left,Good,Average,High/Medium,LWB,58.67,37.85,54.28,53.98,51.27,54.84,93.33,95.82,70.26,58.36,66.41,15,11,11,13,11,10,67.04,65.4,61.72
733,733,O. Richards,20,170.9,68.6,England,Caucasian,66,Left,Good,Average,Medium/Medium,LB,54.16,55.58,61.74,63.51,52.06,63.25,83.87,81.16,80.86,60.6,65.7,15,10,12,10,9,7,59.01,68.42,62.67
734,734,C. Schwegler,35,173.9,73.6,Switzerland,Caucasian,66,Right,Good,Average,High/Medium,RB,62.19,41.64,57.62,61.21,56.71,63.68,72.74,71.7,71.09,59.16,71.08,15,14,12,13,12,5,60.35,69.86,66.89
735,735,,20,175.0,75.3,Argentina,Caucasian,66,Right,Good,Average,High/Medium,RB,64.23,39.56,60.06,64.9,48.41,62.05,75.19,75.97,67.11,61.28,72.1,14,12,12,11,10,8,61.87,63.22,64.17
736,736,A. Lundqvist,25,174.5,64.6,Sweden,Caucasian,66,Left,Average,Average,Medium/Medium,LB,65.31,42.49,63.71,54.63,59.61,64.64,71.15,67.09,70.61,67.78,73.39,14,8,13,9,13,10,63.97,61.52,61.74
737,737,M. Thiede,27,178.4,75.1,Germany,Caucasian,66,Right,Good,Average,,RB,64.32,42.93,65.43,63.54,61.89,63.41,74.75,68.76,76.63,66.07,77.32,15,11,11,10,11,9,64.34,61.52,64.54
738,738,F. Dabo,23,181.5,75.7,England,Caucasian,66,Right,Good,Average,Medium/Medium,RB,59.19,32.17,65.69,59.51,48.09,61.88,67.64,72.04,58.93,62.2,62.0,14,14,13,10,8,6,61.91,67.17,63.69
739,739,A. Munksgaard,21,178.2,75.4,Denmark,Caucasian,66,Right,Good,Average,High/Medium,RB,63.35,41.64,62.2,62.62,60.0,64.17,73.69,78.18,71.9,63.63,66.11,14,14,12,8,10,8,61.06,64.64,64.06
740,740,Li Lei,27,183.3,66.3,,,66,Left,Good,Average,Medium/Medium,LB,61.79,26.33,63.2,53.69,60.56,57.39,71.54,74.21,65.17,64.95,64.09,14,13,12,12,12,8,60.07,66.07,65.31
741,741,Jung Seung Yong,28,181.8,83.2,Korea Republic,Asian,66,Left,Good,Average,Medium/Medium,LB,62.02,35.78,57.21,60.07,50.24,61.56,72.59,72.78,77.69,66.26,65.35,14,14,12,10,9,7,61.06,65.84,62.72
742,742,Y. Hurtado,22,170.1,66.7,Colombia,Black,66,,Average,Average,High/Medium,RB,64.43,45.11,64.26,56.85,54.44,55.96,66.12,65.0,70.24,57.67,69.9,17,12,12,11,12,8,64.51,63.07,60.8
743,743,J. Thomsen,37,179.6,75.6,Denmark,Caucasian,66,Right,Excellent,Average,High/Medium,RB,66.41,28.12,64.81,63.75,61.79,63.19,50.74,62.51,61.11,70.64,69.72,12,14,13,11,11,8,64.23,66.61,69.17
744,744,T. Handwerker,21,182.2,80.9,Germany,Caucasian,66,Left,Good,Average,High/Low,LB,74.32,33.75,56.74,62.11,59.25,64.29,76.16,80.49,72.31,63.41,68.03,14,13,11,9,11,7,54.36,66.04,64.19
745,745,,23,176.1,73.8,Germany,Caucasian,66,Left,Good,Good,Medium/Medium,LB,62.57,30.45,60.65,66.11,67.22,65.8,77.23,73.6,73.01,58.2,75.64,14,11,13,9,10,6,60.11,64.43,64.76
746,746,M. Martac,27,171.1,70.9,Romania,Middle-eastern,66,Right,Good,Average,Medium/Medium,RB,63.64,36.99,64.69,61.54,60.06,63.81,71.98,77.39,69.75,54.47,81.18,16,12,12,9,12,6,61.45,63.02,62.39
747,747,Michael Pinto,26,176.2,70.4,Portugal,Caucasian,66,Left,Good,Good,Medium/Medium,LB,59.3,21.84,64.67,68.38,67.22,65.78,65.78,68.86,75.63,63.86,73.12,15,11,12,9,11,6,65.34,66.14,62.73
748,748,Woo Ju Sung,26,183.6,74.8,,,66,Right,Good,Average,Medium/High,RB,60.18,41.98,62.45,56.65,52.18,59.44,62.14,63.24,58.06,65.19,61.29,15,15,14,8,9,6,57.37,65.42,63.64
749,749,E. Mosquera,28,181.7,77.4,Colombia,Black,66,Left,Good,Average,Medium/Medium,LB,71.45,35.66,56.3,56.4,57.31,59.03,68.87,69.77,60.59,59.72,57.11,15,15,12,10,11,9,60.06,64.86,68.46
750,750,,24,179.7,73.5,Nigeria,Black,66,Right,Good,Good,Medium/Medium,RB,62.35,32.17,61.25,65.82,54.12,63.75,74.07,78.1,59.28,60.13,63.56,15,16,11,10,9,8,61.43,64.2,63.33
751,751,E. Janža,26,175.1,76.0,Slovenia,Caucasian,66,Left,Good,Average,,LB,70.34,39.62,58.12,57.45,58.76,53.42,70.89,74.01,60.28,64.36,71.08,11,12,13,10,11,10,61.67,65.65,67.91
752,752,V. Agardius,29,180.9,77.6,Sweden,Caucasian,66,Left,Average,Average,Medium/Medium,LWB,65.33,26.47,60.97,56.7,59.12,64.72,72.82,74.98,71.42,70.44,73.37,14,14,12,9,9,7,63.67,69.3,65.31
753,753,N. Molina,21,174.7,70.0,Argentina,Caucasian,66,Right,Good,Average,Medium/Medium,RB,65.41,24.49,64.3,66.11,58.49,64.25,78.6,69.25,71.91,61.99,74.46,15,13,14,11,10,7,59.76,64.85,57.87
754,754,J. Bartkowski,27,181.5,75.5,Poland,Caucasian,66,Right,Good,Average,High/High,RB,67.62,44.72,63.2,54.62,59.38,62.8,79.26,75.84,70.48,58.24,70.26,15,12,12,9,11,7,54.12,66.33,69.3
755,755,R. Ogawa,22,182.1,78.3,Japan,Asian,66,Left,Average,Average,Medium/High,LB,65.48,44.72,60.45,53.34,58.43,59.34,78.97,72.75,72.67,60.28,63.41,16,15,13,8,8,9,57.24,63.78,62.85
756,756,H. Obando,26,185.8,74.9,Colombia,Black,66,Right,Good,Average,Medium/Medium,RB,59.46,32.43,63.47,59.32,40.8,60.2,90.75,85.97,58.24,53.23,42.65,15,16,11,11,9,6,62.66,66.62,63.33
757,757,J. Bøge,29,180.1,69.7,,,66,Right,Average,Average,Medium/Medium,RB,66.0,35.35,60.07,56.4,56.44,60.89,65.11,71.24,64.5,61.16,69.03,15,13,12,10,10,7,59.64,67.36,65.59
758,758,L. Woudenberg,25,185.7,69.7,Netherlands,Black,66,Left,Average,Average,High/High,LB,63.31,29.4,60.71,58.89,61.76,58.25,69.33,68.04,65.3,59.72,52.05,18,13,12,11,10,8,58.8,61.83,64.44
759,759,F. Medina,20,180.4,77.4,Argentina,Caucasian,66,Left,Average,Average,Medium/Medium,LB,53.61,26.83,63.31,62.37,45.04,63.12,76.85,78.9,64.47,61.15,69.47,14,13,12,10,9,8,66.05,68.12,64.16
760,760,C. Arcus,23,180.1,76.2,Haiti,,66,Right,Average,Average,Medium/Medium,RB,63.88,36.79,64.37,58.34,55.92,67.33,71.04,71.51,60.37,53.39,75.85,13,14,12,7,8,8,59.64,71.08,68.29
761,761,F. Nadalín,21,176.1,73.5,Argentina,Caucasian,66,Right,Good,Average,Medium/Medium,RB,61.5,26.52,61.96,65.37,46.79,61.47,72.74,71.26,66.38,61.15,71.4,13,12,12,11,8,9,63.84,70.52,68.71
762,762,R. Gaddis,29,175.4,67.8,United States,Caucasian,66,Right,Excellent,Average,Medium/High,RB,52.01,26.83,58.64,62.54,50.13,60.87,76.51,76.79,76.56,62.42,74.54,16,11,12,10,8,7,66.75,69.41,64.78
763,763,,26,167.7,70.3,South Africa,Black,66,Right,Good,Average,Medium/Medium,RB,61.16,21.55,62.24,65.38,64.51,64.58,75.28,72.07,51.15,54.85,77.9,13,10,13,9,7,7,68.09,69.37,66.54
764,764,C. Dorda,30,181.6,80.0,Germany,Caucasian,66,Left,Good,Average,Medium/Medium,LB,63.44,21.65,60.97,59.45,60.7,61.94,66.67,65.17,63.99,63.97,61.42,14,14,13,9,8,9,65.43,66.42,64.44
765,765,M. Ballmert,25,173.1,68.3,Germany,Caucasian,66,Right,Good,Average,Medium/High,RB,49.28,40.49,62.8,53.79,59.1,63.75,74.62,67.1,82.49,66.87,83.34,17,11,13,6,7,7,61.28,62.38,64.12
766,766,I. Maela,26,169.8,67.6,South Africa,Black,66,,Good,Good,Medium/Medium,LB,64.43,31.46,36.28,65.68,26.31,55.96,71.39,66.92,55.34,58.54,66.97,12,9,12,8,8,8,69.85,72.74,68.69
767,767,A. Absalem,22,175.1,70.2,Netherlands,Caucasian,66,Left,Good,Average,Medium/High,LB,58.54,33.61,58.42,65.37,38.13,61.99,76.1,75.05,72.09,61.83,70.52,13,10,13,8,7,8,65.66,67.8,65.87
768,768,E. Iñíguez,22,176.5,70.2,Argentina,Caucasian,66,Right,Good,Average,Medium/Medium,RB,64.31,24.01,52.59,54.77,49.7,63.64,66.67,71.65,68.81,53.93,58.36,14,12,13,8,10,9,66.96,70.06,66.73
769,769,B. Kopacz,27,188.0,84.7,,,66,Right,Good,Average,Medium/Medium,RB,60.33,25.36,63.54,41.69,44.38,58.92,66.2,68.36,54.18,58.89,65.8,13,17,13,8,8,10,63.6,66.89,64.91
770,770,M. Holgersson,34,190.4,78.9,Sweden,Caucasian,66,Right,Average,Average,Low/Medium,RB,57.17,22.33,61.59,50.36,58.96,53.0,35.44,31.04,37.02,61.61,31.67,10,17,12,9,11,5,61.6,61.54,58.92
771,771,V. Muratori,31,178.6,70.6,France,Black,66,Left,Good,Average,Low/Medium,LB,64.79,21.99,55.8,45.78,61.13,62.7,62.88,61.56,69.98,69.65,64.25,14,13,12,8,9,9,67.36,63.8,67.37
772,772,F. Heerkens,29,183.5,73.9,Netherlands,Caucasian,66,Right,Good,Average,Medium/Medium,LB,58.79,21.52,64.84,54.35,60.16,57.22,50.99,65.59,48.29,61.19,57.85,14,14,13,7,10,8,66.16,63.05,62.31
773,773,S. Ohlsson,26,180.8,76.9,Sweden,Caucasian,65,Right,Good,Good,High/Medium,RB,62.75,63.34,67.48,71.5,65.92,70.13,72.16,69.8,70.61,60.67,69.08,15,13,11,13,10,10,66.37,62.48,54.35
774,774,T. Thompson,23,170.1,71.4,United States,Caucasian,65,Right,Average,Excellent,High/High,RB,55.56,56.63,66.54,73.3,57.74,74.94,70.62,67.78,77.8,62.93,70.99,15,10,13,12,11,11,54.24,62.48,58.32
775,775,C. Lykogiannis,25,185.6,78.0,,,65,Left,Good,Average,High/Medium,LB,65.8,61.59,65.99,65.19,65.28,64.97,71.33,64.71,43.27,60.08,53.19,13,14,13,12,11,11,50.93,67.9,66.78
776,776,R. Hollingshead,28,184.6,81.7,United States,Caucasian,65,Right,Excellent,Good,High/High,LB,59.72,54.97,63.47,66.51,58.61,67.48,51.28,63.44,55.81,64.95,57.8,13,14,13,12,11,9,64.05,65.05,59.52
777,777,M. Millar,22,186.3,80.0,Australia,Caucasian,65,Right,Good,Good,High/High,RB,59.93,61.48,60.66,66.84,50.59,68.26,83.16,84.45,85.97,56.72,79.05,17,14,11,12,12,8,60.38,59.37,53.07
778,778,G. Hamer,22,168.2,61.4,Netherlands,Caucasian,65,Right,Good,Good,High/Medium,RB,66.86,55.01,71.12,64.74,65.16,68.1,69.32,64.52,69.44,65.23,86.11,14,13,12,10,13,9,62.77,62.62,54.85
779,779,M. Desler,24,184.3,72.9,Denmark,Caucasian,65,Right,Good,Good,High/Medium,RB,52.22,59.5,66.11,66.02,59.62,66.26,78.86,77.58,70.83,62.1,64.78,15,9,12,11,11,11,58.62,61.07,61.8
780,780,T. Bu Haymid,31,168.6,67.8,Saudi Arabia,Middle-eastern,65,,Good,Average,High/High,LB,64.43,54.48,63.2,62.23,61.69,55.96,72.43,71.75,77.69,62.91,75.5,18,13,11,13,13,12,56.79,60.04,55.59
781,781,Kim Jin Ya,21,177.1,63.2,Korea Republic,Asian,65,Right,Excellent,Average,High/High,LB,62.15,55.27,61.31,66.84,52.64,63.96,83.96,86.83,82.11,61.79,74.28,18,10,11,13,12,9,62.11,57.9,54.12
782,782,P. Nymann,36,178.7,74.9,Denmark,Caucasian,65,Right,Good,Average,Medium/Medium,RB,64.89,53.41,63.79,61.8,58.1,66.06,70.31,75.11,66.37,72.57,67.88,14,13,12,11,12,11,61.68,62.82,59.56
783,783,L. Feeney,32,183.2,75.9,England,Middle-eastern,65,Right,Good,Good,Medium/Low,RWB,62.7,52.72,61.43,66.86,57.22,63.47,72.49,78.49,74.99,61.29,70.0,15,13,8,12,12,10,32.07,49.08,44.75
784,784,Wang Gang,30,187.5,81.4,China PR,Asian,65,Right,Good,Good,High/Medium,RB,64.63,52.27,58.92,66.75,59.73,59.48,78.68,74.52,64.54,59.3,44.97,16,16,12,11,12,7,55.57,61.03,54.72
785,785,F. ?tefan,23,182.3,69.8,Romania,Middle-eastern,65,Left,Good,Average,Medium/High,LB,68.08,57.95,58.7,59.94,56.92,58.57,65.43,81.26,70.61,71.48,65.19,17,14,12,12,12,8,53.3,62.82,60.99
786,786,L. Mosquera,30,175.3,68.3,Colombia,Black,65,Left,Good,Average,High/Medium,LB,66.01,55.09,61.97,56.06,56.5,62.18,63.29,68.77,67.34,62.43,69.9,14,13,12,12,12,13,65.25,62.83,58.55
787,787,G. Felicioli,21,180.4,76.8,Italy,Caucasian,65,Left,Good,Good,Medium/Medium,LB,70.49,50.91,64.82,67.07,60.21,68.32,70.54,61.67,70.61,65.95,63.7,12,11,11,11,9,10,64.58,62.82,63.85
788,788,S. Bösel,24,180.0,66.4,Germany,Caucasian,65,Right,Good,Average,High/High,RB,47.27,50.57,63.7,62.05,55.04,63.2,67.82,66.52,76.66,68.15,75.39,17,13,11,12,12,7,41.99,57.61,52.78
789,789,C. McFadzean,25,180.8,75.4,Scotland,Caucasian,65,Left,Good,Good,Medium/Medium,LWB,66.84,54.32,59.73,64.98,57.21,63.88,75.64,80.78,67.45,58.32,78.27,14,11,12,12,12,10,59.96,56.92,58.34
790,790,Sim Sang Min,26,171.7,69.6,Korea Republic,Asian,65,Left,Good,Good,Medium/Medium,LB,62.76,50.03,62.51,67.38,56.99,64.08,74.75,70.35,70.6,66.3,71.17,14,13,13,13,11,7,61.68,61.6,61.92
791,791,Ding Haifeng,27,181.7,71.3,China PR,Asian,65,Left,Good,Good,High/Medium,LB,64.55,55.27,65.14,65.28,55.11,66.63,82.3,77.2,81.32,64.19,77.39,14,12,12,12,12,9,58.76,57.29,54.21
792,792,J. Riley,27,183.0,71.3,England,Caucasian,65,Right,Excellent,Average,Medium/High,RWB,56.54,48.64,58.95,61.82,58.09,61.5,76.24,78.89,76.44,64.13,72.97,14,13,13,10,11,8,61.95,64.15,60.6
793,793,J. Jacobson,32,179.8,78.9,Wales,Caucasian,65,Left,Good,Average,Medium/Medium,LB,66.7,52.87,63.47,61.92,59.1,61.17,66.69,68.9,70.27,60.73,64.7,16,14,12,11,12,13,61.95,61.51,58.55
794,794,,29,165.8,69.3,Mexico,Caucasian,65,Left,Average,Good,High/Medium,LB,62.91,43.16,62.86,66.45,61.76,67.11,76.85,75.18,75.13,60.88,80.3,15,11,11,9,11,11,61.28,61.47,62.78
795,795,Kim Yong Hwan,26,175.1,66.7,Korea Republic,Asian,65,Right,Excellent,Average,High/High,RB,60.87,37.59,65.26,67.38,48.33,58.34,76.86,92.02,76.47,66.31,76.9,15,13,11,14,11,7,61.87,62.99,62.19
796,796,N. Devlin,25,183.2,72.9,Scotland,Caucasian,65,Right,Good,Average,High/High,RB,58.16,54.18,56.47,61.23,52.81,55.85,88.86,88.92,70.64,56.05,66.54,17,14,11,11,10,10,55.09,59.15,60.96
797,797,R. Jackson,28,174.6,65.2,,,65,Right,Good,Average,Medium/Medium,RB,60.3,54.19,60.29,59.76,53.25,60.59,84.14,85.19,86.09,59.86,83.97,17,15,10,10,10,8,59.62,61.0,57.45
798,798,H. Toffolo,23,182.6,71.2,England,Caucasian,65,Left,Average,Average,High/Medium,LB,64.46,42.78,61.64,61.0,57.08,61.82,74.6,76.39,71.28,60.56,69.89,15,12,12,10,10,10,62.05,62.42,60.76
799,799,A. Lienhart,33,182.7,78.1,Austria,Caucasian,65,Right,Good,Good,High/Medium,RB,68.83,45.16,65.54,64.78,57.38,62.72,60.65,56.68,51.75,62.32,57.49,14,13,13,11,11,8,63.89,65.33,59.52
800,800,P. Tomasik,31,176.9,72.3,Poland,Caucasian,65,Left,Good,Average,High/Medium,LB,66.48,40.04,63.19,55.53,58.7,59.22,69.94,74.5,70.61,62.73,71.44,15,14,12,11,13,9,57.6,62.42,62.66
801,801,L. Brown,28,182.5,79.2,England,Caucasian,65,Left,Average,Average,High/High,LB,61.2,47.46,62.44,57.64,58.75,59.91,69.36,71.55,63.94,59.56,77.11,17,15,11,9,11,13,65.04,64.37,61.84
802,802,K. Conboy,31,184.9,77.3,Denmark,Caucasian,65,Left,Good,Average,High/Medium,LB,67.25,40.4,62.26,59.17,55.94,61.13,66.74,67.08,69.2,65.49,61.93,14,13,12,11,11,7,61.94,63.45,63.93
803,803,L. Gerson,29,187.1,75.8,Luxembourg,Black,65,Right,Good,Average,High/Medium,RWB,70.15,45.16,66.24,61.05,64.27,61.55,54.57,54.51,65.58,63.73,54.94,16,14,13,10,13,12,51.69,62.97,53.71
804,804,J. Husband,25,178.8,65.5,England,Middle-eastern,65,Left,Good,Good,High/Medium,LWB,63.79,45.63,53.52,63.77,48.85,64.79,68.81,68.42,60.88,56.51,66.44,14,12,12,12,11,8,64.11,65.96,64.86
805,805,J. Mills,29,175.2,70.4,England,Caucasian,65,Left,Good,Average,High/Medium,LWB,66.49,42.78,58.36,62.9,59.21,60.38,75.63,73.78,74.28,60.19,75.5,16,13,12,11,11,11,60.55,62.23,60.44
806,806,L. Burnet,28,169.9,64.6,Netherlands,Caucasian,65,Left,Average,Good,High/Medium,LB,67.94,43.97,63.47,65.24,58.39,62.24,74.41,74.03,75.3,61.95,84.89,13,11,12,11,12,11,62.89,63.36,62.78
807,807,A. Abdi,25,183.4,73.2,,,65,Left,Good,Average,High/Medium,LB,67.19,37.09,57.19,63.87,47.79,62.96,74.99,76.54,63.97,62.86,64.87,15,13,12,12,11,8,62.57,60.71,62.12
808,808,L. Tipton,26,182.8,78.0,Colombia,Black,65,Left,Good,Average,,LB,64.05,45.3,62.5,57.73,66.12,61.07,74.24,74.79,66.92,59.3,61.29,15,15,12,10,11,9,61.88,62.56,56.91
809,809,K. Hachisuka,28,179.6,75.4,Japan,Asian,65,Right,Excellent,Average,Medium/Medium,RB,64.67,45.51,61.17,57.94,54.76,60.93,66.57,74.13,63.48,67.3,61.55,15,16,12,12,11,7,59.77,62.4,55.62
810,810,M. Novak,28,184.0,80.3,Austria,Caucasian,65,Right,Good,Average,Medium/Medium,RB,61.95,38.09,59.41,64.83,55.36,61.42,74.18,70.89,70.74,62.73,75.79,14,14,12,11,10,8,66.46,64.79,61.41
811,811,M. Jorquera,26,173.2,70.6,Chile,Caucasian,65,Left,Good,Average,Medium/Medium,LB,67.84,29.4,63.79,59.67,59.29,66.67,75.83,71.72,75.21,60.68,58.82,14,15,11,11,10,8,52.58,68.73,66.88
812,812,R. Bugueño,31,175.0,73.8,Chile,Caucasian,65,Right,Good,Average,Medium/Medium,RB,60.36,42.75,55.42,60.86,46.6,61.78,63.35,67.83,70.48,61.77,69.63,18,13,11,13,9,7,57.81,59.95,72.22
813,813,D. Semenzato,32,180.3,72.4,Italy,Caucasian,65,Right,Average,Average,Medium/Medium,RB,62.17,39.99,59.57,64.2,48.39,64.25,68.81,69.43,67.96,62.37,68.65,14,13,12,9,7,12,63.89,63.91,62.36
814,814,E. Fryers,26,183.0,79.6,England,Caucasian,65,Left,Average,Average,Medium/Medium,LB,63.68,37.09,57.95,63.98,53.47,60.68,74.74,74.15,71.98,62.74,63.51,12,14,12,11,10,8,63.04,65.49,64.15
