,index,short_name,age,height_cm,weight_kg,nationality,ethnicity,overall,preferred_foot,weak_foot,skill_moves,work_rate,team_position,attacking_heading_accuracy,attacking_short_passing,skill_long_passing,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_jumping,power_stamina,power_strength,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle
779,779,Kim Won Il,32,185.3,77.1,Korea Republic,Asian,68,Right,Good,Average,Medium/High,RCB,68.65,48.1,30.65,60.33,64.98,71.83,66.33,63.84,16,13,14,13,13,6,10,11,68.4,70.17,67.46
780,780,Maracás,25,184.2,70.6,Brazil,Caucasian,68,Right,Good,Average,Medium/Medium,LCB,70.24,56.36,48.39,68.86,67.85,59.89,62.85,60.58,16,13,12,13,13,4,5,12,70.25,65.39,71.33
781,781,D. Steres,28,183.3,77.3,United States,Caucasian,68,Right,Good,Average,Medium/Medium,RCB,74.4,67.45,66.44,41.29,53.35,60.09,63.03,59.26,15,13,14,13,13,7,5,11,66.49,64.69,61.9
782,782,A. Swinkels,34,183.8,79.8,Netherlands,Caucasian,68,Left,Average,Average,Medium/Medium,LCB,69.85,56.54,52.82,52.64,40.82,34.46,59.7,51.01,11,14,14,14,14,8,9,14,72.48,64.64,63.58
783,783,A. Miron,25,184.5,81.6,Romania,Middle-eastern,68,Right,Average,Average,Medium/High,RCB,67.98,63.56,25.94,54.85,57.62,67.7,62.31,53.24,16,12,14,14,13,5,6,9,66.58,70.17,64.32
784,784,K. Triantafyllopoulos,26,186.1,81.4,Greece,Middle-eastern,68,Right,Good,Average,Medium/Medium,RCB,64.69,54.86,59.78,62.16,64.97,49.18,62.08,59.68,15,14,15,15,13,4,7,11,58.55,71.47,68.5
785,785,L. Chambers,33,185.1,87.4,England,Caucasian,68,Right,Good,Average,,LCB,66.48,57.13,58.44,51.75,54.77,54.98,64.2,60.99,15,14,15,15,12,4,10,11,69.65,66.7,67.18
786,786,Jorge Fernandes,22,189.8,82.7,Portugal,Black,68,Right,Average,Average,Medium/Medium,RCB,68.75,52.31,54.1,40.82,41.1,32.2,60.62,37.39,12,12,16,14,12,5,5,10,66.11,70.8,70.25
787,787,E. Hovland,30,190.9,90.4,Norway,Caucasian,68,Right,Good,Average,Medium/Medium,RCB,65.18,53.05,57.38,52.48,65.46,40.86,67.11,37.63,14,12,17,12,13,6,8,11,64.95,67.49,66.35
788,788,B. Romo,30,185.9,85.5,,,68,Right,Good,Average,Low/High,LCB,67.5,54.83,44.68,51.7,50.4,45.63,63.7,40.13,16,13,17,13,11,5,8,9,71.26,67.59,64.0
789,789,A. Considine,32,182.7,75.2,Scotland,Caucasian,68,Left,Average,Average,Medium/High,RCB,68.16,61.56,57.48,35.58,54.53,45.37,55.76,65.92,14,15,15,13,12,5,7,12,65.13,66.88,65.37
790,790,D. Nikolaou,20,189.7,91.7,Greece,Middle-eastern,68,Left,Average,Average,Low/Medium,LCB,67.88,57.63,59.54,56.17,59.15,43.41,54.82,50.37,15,13,15,14,12,5,5,11,69.39,68.53,67.18
791,791,G. Bunoza,31,196.7,94.9,Bosnia Herzegovina,Caucasian,68,Left,Good,Average,Medium/Medium,LCB,70.42,59.1,51.37,54.29,34.11,59.51,66.11,54.4,12,13,18,15,14,5,6,14,61.82,65.45,61.1
792,792,T. Mr?ela,28,194.8,87.6,Australia,Caucasian,68,Right,Good,Average,Medium/Medium,RCB,77.16,55.42,46.9,43.59,51.9,32.54,52.87,37.01,6,16,18,15,13,4,9,11,62.12,67.47,65.49
793,793,N. Mitrovi?,26,193.0,90.5,Slovenia,Caucasian,68,Right,Good,Average,Medium/Medium,RCB,66.68,52.0,48.69,70.77,62.26,46.4,61.96,42.27,15,14,18,14,12,5,7,10,60.61,67.28,64.56
794,794,J. Malagón,26,188.8,77.2,Colombia,Black,68,Right,Good,Average,Medium/Medium,RCB,72.63,57.28,32.17,66.97,51.05,43.13,64.87,44.71,16,16,16,12,11,5,6,11,69.26,69.8,65.45
795,795,,27,186.9,73.2,Korea Republic,Asian,68,Right,Average,Average,Medium/High,RCB,63.57,40.6,30.47,79.47,79.12,44.07,54.96,52.25,12,12,16,16,12,5,6,9,70.25,70.04,70.4
796,796,K. Broadfoot,34,190.7,89.0,Scotland,Caucasian,68,Right,Good,Average,,RCB,72.7,55.53,60.63,27.33,30.95,27.24,61.27,32.32,5,12,16,16,13,5,8,10,66.42,68.7,66.43
797,797,J. Leist,31,191.9,85.0,Germany,Caucasian,68,Right,Good,Average,Medium/High,RCB,67.11,51.55,29.3,51.33,36.52,45.37,64.85,44.07,10,14,17,16,13,6,9,14,67.34,67.91,58.26
798,798,R. Brosco,28,189.5,91.5,Italy,Caucasian,68,Right,Average,Average,Medium/Medium,RCB,70.74,51.57,51.21,37.33,47.38,60.57,64.09,30.16,17,14,15,12,13,3,7,12,69.87,68.37,65.98
799,799,A. Rolin,30,180.7,75.8,Uruguay,Caucasian,68,Left,Excellent,Average,Medium/Medium,RCB,65.58,47.65,52.93,47.94,62.57,40.24,68.43,42.91,14,10,14,14,13,2,4,13,59.21,73.72,72.32
800,800,M. Rossmann,24,192.4,89.9,,,68,Right,Good,Average,Medium/Medium,RCB,68.82,54.18,42.24,41.54,47.38,45.37,58.79,34.96,11,12,17,13,12,5,7,11,69.28,67.53,65.48
801,801,E. Pogatetz,36,190.9,89.7,Austria,Caucasian,68,Left,Average,Average,Medium/Medium,RCB,65.24,65.55,48.85,31.35,30.21,32.11,59.87,48.74,12,11,18,16,12,8,4,12,67.39,68.7,62.37
802,802,J. López,30,194.3,80.0,Colombia,Black,68,Right,Average,Average,Low/Medium,RCB,66.97,44.75,46.79,30.57,34.16,30.04,61.27,32.06,6,13,18,17,13,4,6,11,69.04,68.06,61.31
803,803,H. Lybohy,35,186.3,84.9,Ivory Coast,Black,68,Left,Average,Average,Medium/Medium,LCB,68.12,56.12,44.59,54.29,51.27,31.73,59.18,33.67,14,11,17,14,13,4,8,12,68.43,67.29,64.14
804,804,,31,187.3,86.7,Cameroon,Black,68,Right,Average,Average,Low/Medium,RCB,67.92,62.36,57.0,52.64,43.63,47.37,57.52,52.8,14,14,18,11,12,6,6,11,69.92,66.77,67.86
805,805,E. Palomeque,26,193.3,83.0,Colombia,Black,68,Right,Average,Average,Medium/Medium,RCB,74.36,50.08,33.45,45.04,40.34,29.86,55.12,29.77,14,13,18,13,13,4,6,10,69.36,67.68,59.76
806,806,M. Migliorini,27,194.0,86.1,Italy,Caucasian,68,Right,Average,Average,Low/High,LCB,70.41,44.77,45.32,49.37,51.27,33.69,56.06,34.75,14,11,17,13,12,5,7,13,70.04,68.28,66.23
807,807,L. Ospina,28,184.8,80.4,Colombia,Black,68,Right,Good,Average,Medium/Medium,RCB,68.87,47.99,23.3,36.55,41.08,33.77,60.78,36.51,13,11,18,13,12,6,6,11,66.03,70.73,67.4
808,808,S. Nachreiner,30,187.1,77.3,Germany,Caucasian,68,Right,Good,Average,Low/Medium,RCB,62.5,48.44,24.67,38.99,40.38,39.25,66.27,45.96,15,12,15,14,13,4,5,11,69.5,71.44,67.4
809,809,J. Gjasula,33,189.4,87.4,Albania,,67,Right,Good,Good,Medium/Medium,RCB,56.23,68.88,68.43,57.24,51.75,67.45,64.54,65.41,10,12,15,12,10,12,14,13,60.36,49.46,36.01
810,810,M. Pietrowski,31,183.9,79.0,Poland,Caucasian,67,Right,Excellent,Average,Medium/Medium,RCB,53.86,66.68,61.16,64.08,68.51,68.56,66.34,59.12,13,15,14,15,13,12,11,14,64.63,66.12,64.48
811,811,A. Fukumori,26,182.6,75.4,Japan,Asian,67,Left,Good,Average,Medium/High,LCB,68.16,71.81,66.28,65.64,63.43,64.44,65.77,62.45,13,15,15,10,12,8,12,13,72.22,70.44,65.34
812,812,J. Mousinho,33,186.0,78.9,England,Caucasian,67,Right,Good,Average,Medium/Medium,LCB,63.73,63.36,61.76,51.46,53.52,68.24,62.6,67.22,13,15,16,14,13,12,12,12,66.18,69.21,66.94
813,813,T. Pettersson,29,190.3,83.3,Sweden,Caucasian,67,Left,Average,Average,Medium/Medium,CB,72.91,61.99,62.94,52.97,52.02,55.61,62.79,54.31,10,14,16,17,11,11,11,12,64.57,58.38,71.58
814,814,M. Boxall,30,188.4,91.1,,,67,Right,Average,Average,Medium/Medium,LCB,65.04,61.32,57.14,51.74,68.04,48.26,64.29,51.99,14,12,17,13,12,11,10,12,61.64,63.96,61.81
815,815,L. Ridgewell,34,188.1,79.3,England,Black,67,Left,Average,Average,Medium/Medium,LCB,68.68,65.77,67.12,46.69,51.08,54.77,64.48,50.57,14,12,15,14,12,10,11,11,64.54,65.49,65.03
816,816,B. Tuiloma,24,177.8,79.2,New Zealand,Caucasian,67,Right,Good,Average,Medium/Medium,LCB,58.9,64.16,62.96,58.07,56.43,53.21,62.6,62.11,12,14,15,12,13,10,12,12,66.14,68.09,66.59
817,817,F. Bechtholdt,25,178.1,73.8,Argentina,Caucasian,67,Right,Average,Average,Medium/Medium,RCB,69.56,66.6,53.84,55.61,56.84,48.71,63.54,68.45,13,14,13,13,12,7,7,13,65.11,69.5,68.34
818,818,C. Ramírez,31,183.4,80.9,Colombia,Black,67,Left,Excellent,Average,Medium/Medium,LCB,70.26,68.88,58.2,59.84,53.69,54.06,66.8,50.27,18,14,15,13,12,9,11,13,67.4,62.23,71.58
819,819,F. Dagerstål,22,189.1,73.7,Sweden,Caucasian,67,Right,Good,Average,High/Medium,RCB,59.19,63.59,61.24,59.55,66.82,60.6,65.11,49.7,16,14,15,14,13,7,11,14,63.92,65.49,63.95
820,820,S. Schuppan,32,186.6,83.3,Germany,Caucasian,67,Left,Average,Average,Medium/High,LCB,64.77,61.46,52.15,54.27,53.57,64.28,63.57,59.8,11,15,15,14,13,9,8,12,68.83,65.53,62.68
821,821,,28,192.7,85.9,Switzerland,Caucasian,67,Right,Good,Average,Low/Medium,LCB,65.27,61.67,56.58,39.28,36.82,49.59,69.45,34.04,11,13,17,14,13,10,10,11,63.62,61.74,60.54
822,822,A. Ludwig,26,183.9,84.8,Denmark,Caucasian,67,Left,Good,Average,Medium/Medium,LCB,67.57,63.88,58.56,61.73,62.93,74.79,63.61,63.59,14,14,15,13,12,12,6,11,66.07,69.21,63.51
823,823,M. Jakobsen,33,184.7,81.4,Denmark,Caucasian,67,Left,Poor,Average,Medium/Medium,LCB,64.93,63.07,58.24,51.63,54.22,60.86,59.89,49.01,16,14,16,13,13,9,9,12,63.37,65.7,61.7
824,824,R. Aya,28,184.4,78.8,Italy,Caucasian,67,Right,Good,Average,Medium/High,RCB,66.3,59.49,43.06,69.84,68.93,62.88,64.46,63.37,14,14,14,14,12,8,10,12,65.05,64.61,63.73
825,825,P. Netzer,33,187.6,80.1,Austria,Caucasian,67,Left,Good,Average,Medium/High,LCB,71.79,67.07,62.47,40.27,40.98,43.55,58.07,55.45,9,12,14,14,13,8,11,11,63.1,67.71,65.71
826,826,K. Veendorp,22,183.4,76.7,Netherlands,Caucasian,67,Right,Excellent,Average,Medium/Medium,RCB,64.01,68.88,66.0,66.03,68.27,64.6,58.56,53.26,13,12,15,13,12,4,11,11,63.24,67.06,63.95
827,827,K. Itakura,22,186.5,75.0,Japan,Asian,67,Right,Average,Average,Medium/Medium,LCB,66.67,66.04,63.98,73.73,76.37,68.35,58.56,49.26,16,16,14,12,13,8,10,12,61.62,64.89,58.35
828,828,R. Pröpper,25,192.2,84.1,Netherlands,Black,67,Right,Good,Average,Medium/High,LCB,69.99,64.1,66.01,44.47,46.29,56.18,59.9,45.29,14,13,16,13,12,7,11,12,70.62,63.11,61.16
829,829,M. Halsti,35,185.4,84.4,Finland,Black,67,Right,Good,Average,Low/High,LCB,67.49,66.74,48.85,32.42,32.15,31.68,64.26,54.95,15,11,15,14,13,9,11,13,64.61,64.97,64.09
830,830,D. Doekhi,21,190.2,82.8,Netherlands,Caucasian,67,Right,Good,Average,Medium/Medium,RCB,64.42,67.0,64.76,50.2,54.22,60.89,60.44,55.02,13,13,16,13,12,8,10,13,67.08,65.57,58.73
831,831,Alex Muñoz,24,185.0,76.7,Spain,Caucasian,67,Left,Good,Average,Medium/Medium,RCB,66.52,61.17,66.66,66.65,72.18,59.94,65.09,61.24,14,14,14,12,14,11,8,11,63.25,65.61,62.51
832,832,M. Zenteno,35,173.2,76.4,Chile,Caucasian,67,,Good,Average,Medium/Medium,LCB,69.52,63.62,58.35,51.39,54.9,59.79,60.34,49.01,16,10,14,10,12,8,11,10,68.72,68.73,67.15
833,833,R. Gelmi,24,188.4,77.8,Switzerland,Caucasian,67,Right,Good,Average,High/Medium,RCB,65.17,69.09,65.41,73.25,74.97,58.33,67.48,69.61,15,15,15,13,12,7,9,12,56.59,65.59,67.61
834,834,R. Martin,33,184.9,85.3,Scotland,Caucasian,67,Right,Good,Average,Medium/Medium,CB,64.6,68.88,59.45,50.92,49.82,45.19,61.64,47.56,14,14,14,14,13,9,8,11,64.84,66.21,66.18
835,835,C. González,22,185.3,79.9,Uruguay,Black,67,Right,Good,Average,Medium/High,RCB,68.16,59.41,58.0,66.12,67.14,62.74,56.91,55.28,14,11,14,13,12,8,8,13,69.49,69.91,68.62
836,836,L. Boeder,22,183.8,80.8,Germany,Caucasian,67,,Good,Average,Low/Medium,RCB,62.54,63.51,54.72,65.66,67.84,61.63,67.82,45.52,18,14,14,11,13,7,9,12,67.16,68.63,67.8
837,837,T. Jaques,31,181.7,79.4,France,Caucasian,67,Right,Good,Average,Medium/High,CB,65.21,63.19,52.27,61.61,56.84,47.97,64.0,64.7,14,15,14,13,13,6,5,14,69.1,63.91,65.93
838,838,K. Pearce,29,187.8,95.4,England,Caucasian,67,Right,Good,Average,Medium/Medium,CB,62.39,52.8,43.06,68.58,65.81,72.45,63.45,71.23,14,16,17,15,12,7,7,12,65.66,64.45,62.37
839,839,T. Asta-Buruaga,22,185.1,70.0,Chile,Caucasian,67,Right,Average,Average,Medium/Medium,RCB,63.3,55.7,40.93,59.76,67.04,56.35,58.23,38.09,14,14,14,12,12,8,7,10,70.59,68.81,68.35
840,840,Z. Arseni?,25,187.5,75.1,Croatia,Caucasian,67,Right,Good,Average,High/Medium,LCB,56.21,61.98,51.1,66.0,69.58,49.98,47.62,59.59,15,14,15,12,13,7,7,12,66.2,68.63,68.8
841,841,A. Calisir,29,180.1,74.0,Armenia,Middle-eastern,67,Right,Good,Average,Medium/Medium,RCB,58.45,63.01,60.0,61.38,60.46,63.84,54.88,61.41,15,13,14,14,12,7,10,12,67.44,68.3,68.14
842,842,M. Mari?,35,187.6,83.3,Switzerland,Caucasian,67,Right,Excellent,Average,Low/Medium,CB,68.63,52.98,51.72,32.27,32.0,36.97,62.89,55.61,6,13,15,14,14,8,9,12,66.73,66.55,65.74
843,843,L. Pagliarulo,35,187.1,79.9,Italy,Caucasian,67,Right,Good,Average,Medium/High,RCB,69.48,68.88,46.11,34.34,49.33,47.93,58.77,55.58,12,10,15,13,13,11,8,14,64.65,68.19,66.18
844,844,A. Mehremi?,27,188.7,84.9,Bosnia Herzegovina,Caucasian,67,Left,Good,Average,Medium/Medium,LCB,70.13,65.66,29.3,57.34,44.57,47.31,63.14,45.05,11,12,16,14,11,9,8,12,67.6,68.24,64.58
845,845,T. Deng,22,181.6,74.0,Australia,Caucasian,67,Right,Good,Average,Medium/High,RCB,64.85,64.36,45.17,75.7,74.03,72.59,64.46,63.0,16,13,15,12,13,7,7,12,66.02,66.82,60.48
846,846,S. Camara,26,190.3,84.8,France,Caucasian,67,Right,Good,Average,Medium/Medium,LCB,72.43,62.55,50.69,63.13,66.67,54.44,63.59,49.46,16,15,17,11,11,6,5,11,65.39,61.75,64.2
847,847,A. Peña,23,184.7,78.6,Mexico,Caucasian,67,Right,Good,Average,Medium/Medium,RCB,60.83,62.72,54.1,65.66,66.24,57.58,62.3,45.52,13,13,15,11,12,5,7,12,68.54,68.81,68.06
848,848,M. Spano-Rahou,24,183.9,79.2,France,Caucasian,67,Right,Good,Average,,CB,64.88,59.27,39.64,58.89,64.06,42.33,56.66,58.42,15,13,15,14,12,9,5,11,57.83,71.04,67.31
849,849,Juan Ibiza,23,186.7,77.6,Spain,Caucasian,67,Left,Good,Average,Medium/Medium,LCB,66.21,59.11,50.48,56.84,61.52,46.45,65.12,60.89,13,11,13,12,13,6,7,11,65.06,69.54,68.93
850,850,Pablo Trigueros,26,187.7,75.1,Spain,Black,67,Right,Good,Average,Medium/Medium,RCB,63.0,59.87,50.48,58.06,56.93,46.5,62.96,54.02,13,13,14,14,12,7,9,12,66.68,68.48,66.51
851,851,A. Lithgow,31,185.4,85.1,Scotland,Caucasian,67,Right,Good,Average,Medium/High,RCB,68.95,55.26,50.02,57.95,62.82,56.46,65.47,57.64,14,11,15,14,13,8,10,13,65.24,64.88,61.75
852,852,M. Compper,34,188.1,84.0,Germany,Caucasian,67,Left,Good,Average,Medium/Medium,LCB,66.8,62.94,58.67,47.02,45.77,49.58,68.16,57.16,14,10,14,13,13,7,10,13,65.8,67.48,66.18
853,853,T. Flanagan,27,188.4,76.3,Northern Ireland,Caucasian,67,Right,Good,Average,Medium/Medium,LCB,67.84,55.53,52.71,61.49,64.26,71.6,61.33,61.41,13,14,15,15,12,2,10,10,63.61,66.68,65.75
854,854,A. Poúngouras,23,187.0,77.3,Greece,Middle-eastern,67,Right,Excellent,Average,Low/Medium,LCB,67.41,55.66,54.31,59.66,62.82,56.25,61.07,57.3,14,13,13,13,13,6,8,10,69.49,69.19,68.38
855,855,G. Hall,27,191.5,70.7,England,Caucasian,67,Right,Good,Average,Low/Medium,RCB,68.16,60.0,52.17,59.77,62.48,55.38,66.14,43.53,14,11,15,12,13,7,9,11,65.39,64.04,65.28
856,856,O. Kittner,31,188.9,83.4,Germany,Caucasian,67,Right,Good,Average,Medium/Medium,RCB,68.66,62.53,62.62,54.45,37.92,47.79,61.93,57.0,12,10,15,12,11,6,8,10,68.58,72.83,62.0
857,857,S. Cuthbert,32,188.1,88.9,Scotland,Caucasian,67,Right,Good,Average,Medium/High,CB,62.66,57.87,56.39,45.19,52.75,42.81,57.05,32.57,14,13,18,14,12,8,8,13,62.54,64.75,63.5
858,858,A. Straith,28,187.9,88.6,Canada,Caucasian,67,Right,Average,Average,Low/Medium,RCB,64.15,54.95,50.34,55.56,58.11,53.14,63.25,48.95,13,13,16,14,12,5,10,10,65.2,70.21,60.03
859,859,J. Shaughnessy,26,183.2,69.2,Republic of Ireland,Caucasian,67,Right,Excellent,Average,Medium/High,RCB,65.64,62.96,60.04,71.17,67.72,75.84,59.27,50.25,15,15,15,13,12,4,6,11,65.38,67.06,64.86
860,860,A. Lukimya,33,190.0,88.5,DR Congo,Black,67,Right,Good,Average,Medium/Medium,RCB,71.85,48.58,40.25,55.92,61.44,46.13,63.47,52.57,11,10,18,16,11,5,5,11,66.27,66.31,64.35
861,861,J. Aja,26,192.7,83.7,Uruguay,Caucasian,67,Right,Good,Average,,RCB,69.27,51.27,41.15,52.66,64.67,51.26,61.13,32.15,14,14,16,15,12,6,7,10,62.72,65.89,62.56
862,862,R. Perticone,32,184.0,75.6,Italy,Caucasian,67,Right,Good,Average,Medium/High,CB,68.37,65.55,52.15,50.14,48.12,70.76,66.38,67.37,15,15,15,13,12,4,5,12,62.59,64.13,66.78
863,863,Y. Musavu-King,27,185.8,83.2,Gabon,Black,67,Left,Average,Average,Low/Medium,LCB,64.79,56.6,54.58,52.76,56.21,31.93,60.85,60.43,15,13,16,12,12,3,7,12,67.16,67.4,63.63
864,864,P. Downing,27,187.7,79.2,England,Black,67,Right,Good,Average,Low/Medium,RCB,66.06,56.71,54.51,62.68,56.93,45.83,60.03,47.29,16,13,15,12,13,6,8,11,66.17,66.6,62.26
865,865,C. Psyché,30,186.4,81.6,France,Caucasian,67,Right,Good,Average,Medium/Medium,LCB,65.75,52.16,39.31,50.65,56.2,52.69,63.58,46.84,15,11,17,13,12,7,7,11,64.74,64.22,63.19
866,866,Míchel Zabaco,30,186.0,76.4,Spain,Caucasian,67,Right,Good,Average,Medium/Medium,LCB,63.28,68.88,55.04,50.64,56.0,42.4,64.5,44.7,12,11,14,14,12,5,6,11,67.23,68.65,66.18
867,867,M. Ihiekwe,26,185.5,81.2,,,67,Right,Good,Average,Medium/High,RCB,67.53,52.34,43.68,65.26,73.66,67.57,57.5,51.64,14,14,15,13,13,5,7,9,63.69,64.85,64.33
868,868,B. Godeau,27,190.2,77.7,Belgium,Black,67,Left,Good,Average,Low/Medium,LCB,69.61,62.1,63.42,39.32,35.13,55.56,66.24,56.69,8,14,13,14,13,5,9,12,66.66,68.27,65.35
869,869,M. Chiosa,25,180.9,76.9,Italy,Caucasian,67,Left,Good,Average,Medium/High,RCB,63.78,54.03,38.64,74.02,72.11,71.42,55.26,70.65,16,13,13,13,12,8,4,11,67.42,68.8,68.42
870,870,,29,185.0,81.3,Paraguay,Caucasian,67,Left,Good,Average,Medium/Medium,LCB,69.87,52.48,40.0,56.14,59.52,52.24,55.08,55.07,15,11,13,11,11,9,7,11,65.53,75.74,74.41
871,871,C. Hountondji,25,194.7,81.1,Benin,,67,Right,Average,Average,Medium/Medium,RCB,69.67,63.6,58.46,49.77,53.34,51.59,57.05,34.69,9,11,16,13,13,5,6,12,64.03,69.11,63.15
872,872,D. Cardoso,30,183.6,78.3,South Africa,Black,67,Left,Good,Average,Medium/High,LCB,65.15,46.69,57.68,65.87,55.41,45.44,54.32,63.82,15,13,14,13,13,5,8,13,68.14,70.77,69.96
873,873,L. Abubakar,24,179.6,82.2,Ghana,Black,67,Right,Average,Average,Medium/High,RCB,62.63,65.16,62.66,51.27,67.41,55.44,57.74,51.19,16,13,16,14,13,4,7,9,59.69,65.64,62.97
874,874,E. Castro,30,184.6,78.7,Mexico,Caucasian,67,Right,Good,Average,Medium/Medium,LCB,69.19,68.88,47.93,51.52,64.56,61.35,63.0,49.62,13,11,15,14,12,6,6,10,65.87,68.94,65.28
875,875,W. Ditta,22,180.1,80.3,Colombia,Black,67,Right,Good,Average,Medium/Medium,RCB,66.07,62.42,56.52,54.88,58.64,49.04,61.96,59.83,15,13,16,14,13,5,8,13,57.27,65.18,61.0
876,876,A. Sušac,30,184.6,79.8,Croatia,Caucasian,67,Right,Good,Average,Medium/Medium,LCB,66.1,35.42,49.89,54.66,58.56,55.19,64.48,66.4,14,13,15,11,13,6,7,14,70.72,68.95,67.98
877,877,M. Diagne,25,188.2,74.1,Senegal,Black,67,Right,Average,Average,Medium/Medium,RCB,66.12,59.81,51.9,67.51,72.83,61.97,61.04,51.97,17,14,14,13,13,4,5,13,64.99,67.68,62.65
878,878,F. Brillant,34,186.7,81.9,France,Caucasian,67,Right,Good,Average,Medium/Medium,CB,65.38,63.85,51.51,31.11,30.59,42.75,62.16,36.09,13,14,14,14,13,7,9,12,69.31,67.48,66.34
879,879,K. McFadzean,32,185.1,85.0,England,Caucasian,67,Right,Average,Average,Medium/High,RCB,65.12,48.44,44.62,39.46,48.21,32.68,56.4,49.58,13,12,16,16,14,4,9,9,65.41,66.18,62.56
880,880,F. Bejan,28,186.6,84.4,Romania,Middle-eastern,67,Right,Average,Average,Medium/Medium,LCB,64.45,59.39,32.85,54.32,36.36,49.46,58.79,44.71,17,12,16,13,12,5,5,9,63.72,68.98,67.54
881,881,D. Gallagher,28,196.3,85.8,Scotland,Caucasian,67,Right,Good,Average,Medium/High,RCB,68.16,53.09,42.09,49.64,51.42,37.69,58.81,33.91,14,14,16,14,11,6,7,10,64.63,67.41,62.37
882,882,T. Müller,24,188.1,80.1,Germany,Caucasian,67,Right,Excellent,Average,Medium/Medium,LCB,65.35,58.95,57.64,64.75,67.77,60.9,61.04,57.47,15,12,15,13,13,4,7,12,66.9,67.29,63.89
883,883,V. Mantovani,23,179.8,69.7,Italy,Caucasian,67,Right,Average,Average,High/Medium,RCB,62.9,56.92,40.57,60.26,55.46,57.37,55.44,68.47,15,14,14,13,13,6,5,10,67.02,72.47,68.03
884,884,B. Ni?aj,25,191.2,85.3,Slovakia,Caucasian,67,Right,Good,Average,Medium/Medium,RCB,62.23,63.55,62.13,50.64,50.81,43.77,64.31,47.74,6,13,16,13,12,5,9,10,66.41,70.39,66.43
885,885,P. Bochniewicz,23,193.7,85.0,Poland,Caucasian,67,Left,Average,Average,Low/High,LCB,63.01,63.95,61.57,34.31,33.61,33.21,58.8,50.82,12,12,16,13,13,4,11,14,66.95,68.86,64.71
886,886,,34,179.6,83.1,England,Black,67,Right,Average,Average,Low/High,LCB,68.49,56.84,51.67,37.94,44.93,44.27,63.21,45.09,15,10,15,14,12,5,9,12,64.73,64.57,62.56
887,887,A. Disasi,21,190.0,86.2,France,Caucasian,67,Right,Average,Average,Medium/Medium,RCB,67.01,58.44,46.36,54.26,54.74,42.06,58.94,34.74,13,10,18,13,12,4,5,10,65.52,64.64,64.48
888,888,G. Miura,24,182.9,77.0,Japan,Asian,67,Right,Good,Average,,CB,68.2,58.52,51.84,60.61,55.41,47.58,59.98,64.42,14,14,14,12,13,8,4,10,66.33,70.94,68.15
889,889,D. Díaz,33,178.8,72.6,Chile,Caucasian,67,Right,Average,Average,Medium/Medium,LCB,69.15,56.72,39.31,55.18,53.37,51.92,61.11,53.8,15,13,15,14,13,4,6,9,64.27,67.36,64.37
890,890,J. Segovia,30,184.7,88.6,Argentina,Caucasian,67,Left,Good,Average,Low/High,LCB,55.46,64.14,33.77,55.11,63.45,52.41,60.16,61.12,14,12,17,13,12,4,5,10,63.25,69.57,65.77
891,891,D. Fällman,29,190.3,84.2,Sweden,Caucasian,67,Right,Good,Average,Medium/Medium,LCB,65.16,46.67,49.23,51.14,53.63,44.69,62.98,53.73,10,10,16,15,13,4,8,10,66.31,65.81,61.71
892,892,I. Larie,32,191.1,86.2,Romania,Middle-eastern,67,Right,Good,Average,Medium/Medium,RCB,65.08,65.51,52.61,38.44,33.17,30.73,64.73,34.2,15,13,16,14,13,5,6,11,62.68,64.72,63.62
893,893,G. Nauber,27,185.8,74.6,,,67,Right,Good,Average,Medium/Medium,RCB,68.73,57.46,45.7,58.63,54.97,60.47,56.36,61.82,16,13,15,13,13,4,4,10,69.09,67.74,64.55
894,894,Lucas,26,193.2,89.0,Brazil,Caucasian,67,Right,Good,Average,Medium/Medium,RCB,70.17,56.75,42.03,46.86,54.1,38.33,52.89,37.52,15,13,16,10,12,6,6,11,64.63,70.86,65.27
895,895,T. Aldred,28,187.7,82.7,Scotland,Caucasian,67,Right,Average,Average,Medium/High,RCB,68.16,52.92,33.08,45.06,51.35,29.76,58.0,51.17,13,12,18,16,11,4,6,10,65.41,64.34,63.41
896,896,A. Acevedo,36,176.3,74.4,Chile,Caucasian,67,,Good,Average,Medium/Medium,RCB,70.44,51.51,45.3,32.96,48.92,50.5,69.34,45.09,15,13,14,13,13,6,7,11,67.15,67.03,59.59
897,897,Raphael Silva,27,189.5,84.0,Brazil,Caucasian,67,Right,Average,Average,Medium/High,RCB,70.24,34.11,28.36,49.01,42.29,38.16,62.9,40.92,14,12,15,15,12,6,6,12,69.7,68.61,66.29
898,898,A. Jovanovi?,29,195.8,83.5,Australia,Caucasian,67,Right,Average,Average,Low/High,CB,66.98,48.79,23.17,60.26,54.59,57.14,57.86,64.0,9,14,16,13,13,5,6,11,70.3,72.27,65.62
899,899,M. Di Gennaro,25,191.6,84.5,Italy,Caucasian,67,Right,Good,Average,Medium/Medium,CB,66.34,56.37,49.03,58.63,54.98,42.99,53.61,55.6,14,12,15,12,13,4,5,10,68.32,69.53,67.23
