,index,short_name,age,height_cm,weight_kg,nationality,ethnicity,overall,preferred_foot,weak_foot,skill_moves,work_rate,team_position,attacking_short_passing,skill_dribbling,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle
937,937,H. Kawabe,23,177.9,70.3,Japan,Asian,67,,Good,Good,Medium/Medium,RCM,65.99,67.54,62.12,63.64,75.59,78.15,71.94,59.41,81.72,13,13,14,14,12,10,12,12,13,12,66.27,66.29,62.72
938,938,J. Kauko,28,188.3,84.8,Finland,Black,67,Right,Good,Average,High/High,LCM,60.1,61.24,62.17,66.79,54.6,64.99,61.2,69.55,64.61,13,15,17,16,10,15,12,13,12,13,63.12,64.81,60.85
939,939,J. Christjansen,31,181.8,74.5,Denmark,Caucasian,67,Right,Good,Average,High/Medium,RCM,60.1,61.94,64.95,67.38,68.35,70.12,70.45,67.85,68.35,12,15,17,14,10,14,11,13,12,13,51.98,65.92,60.85
940,940,D. Bizimana,22,179.8,76.7,Rwanda,Black,67,,Good,Good,Medium/Medium,LDM,67.71,63.37,70.14,63.64,67.84,58.62,73.84,63.06,52.91,15,15,13,13,13,13,13,12,12,13,63.75,64.69,63.48
941,941,M. Mirahmetjan,28,182.0,71.9,China PR,Asian,67,Right,Good,Average,Medium/Medium,LCM,67.93,62.17,68.51,66.47,68.91,65.68,73.24,58.7,52.91,14,12,14,11,13,13,13,13,12,10,65.76,64.41,57.49
942,942,L. Crecco,23,182.7,75.9,Italy,Caucasian,67,Left,Good,Good,Medium/Medium,LCM,69.13,65.73,64.21,70.3,67.1,69.91,58.3,72.34,62.68,13,9,15,14,10,13,14,13,12,12,52.89,51.69,53.85
943,943,David Rocha,34,179.3,73.4,Spain,Black,67,Right,Good,Good,Medium/Medium,LCM,66.15,65.37,67.11,67.86,56.14,57.62,62.75,61.03,70.18,15,13,14,14,14,14,11,12,13,13,59.5,61.75,59.31
944,944,R. Raveloson,22,182.1,73.0,Madagascar,Black,67,Right,Average,Average,Medium/Medium,LCM,71.71,66.75,64.7,70.37,75.48,71.77,76.36,65.36,68.1,13,11,14,13,12,12,13,10,12,13,63.69,64.22,66.93
945,945,M. Pinato,24,175.4,66.3,Italy,Caucasian,67,Left,Good,Good,Medium/Medium,LCM,72.75,65.98,66.7,70.39,73.14,72.15,77.1,60.41,70.03,11,13,14,13,11,12,12,12,13,12,59.67,65.56,62.66
946,946,R. Rodriguez,28,180.3,75.2,Switzerland,Caucasian,67,Right,Good,Good,High/Low,LCM,62.57,66.68,62.51,66.86,80.02,80.44,79.19,57.7,65.83,13,11,14,12,8,10,8,12,12,13,40.4,39.56,46.54
947,947,R. McKenzie,25,174.7,74.8,,,67,Right,Good,Good,High/Medium,RCM,65.92,63.57,61.37,66.11,80.66,84.53,92.96,62.91,81.55,10,16,15,12,10,13,8,12,12,11,40.46,19.69,17.93
948,948,A. Al Sulayhim,25,171.3,62.8,Saudi Arabia,Middle-eastern,67,Right,Excellent,Good,Medium/Low,LCM,66.74,68.14,64.66,70.44,66.86,67.77,91.61,67.96,88.7,11,15,15,11,10,11,12,13,12,12,60.79,60.93,62.41
949,949,,25,174.7,72.2,Japan,Asian,67,Right,Good,Good,Medium/Medium,LCM,69.64,67.27,61.72,67.76,83.67,77.12,86.12,71.71,72.67,13,11,14,13,11,8,12,10,13,12,59.33,60.05,52.4
950,950,Romário Pires,30,180.6,78.2,Brazil,Caucasian,67,Right,Good,Average,Medium/Medium,LDM,72.02,62.76,65.69,72.67,64.17,71.33,92.96,69.32,61.13,8,15,14,12,11,11,12,12,11,9,49.76,63.9,48.18
951,951,V. Savi?evi?,25,178.8,71.6,Montenegro,Black,67,Right,Good,Average,,CDM,66.28,65.31,63.87,68.2,66.6,66.37,65.65,65.46,71.16,13,12,14,12,14,11,12,11,13,12,47.87,62.3,43.51
952,952,L. Houri,23,166.0,60.8,France,Black,67,Right,Good,Good,,LCM,70.63,67.05,67.94,68.31,68.48,64.95,75.23,70.91,91.26,13,11,13,6,11,9,10,13,13,12,62.14,50.43,53.18
953,953,M. Andersen,20,176.2,71.5,Denmark,Caucasian,67,Right,Good,Good,Medium/Medium,LCM,71.62,69.13,66.51,71.06,74.75,67.17,76.55,60.97,78.23,11,13,13,12,10,9,10,12,14,14,57.76,51.68,45.33
954,954,,29,162.7,63.9,Argentina,Caucasian,67,Left,Good,Good,Medium/Medium,LCM,70.88,69.52,68.39,67.77,65.71,65.08,58.62,49.27,88.52,12,11,12,9,14,7,4,12,14,11,39.82,34.93,28.23
955,955,B. Smeets,26,184.4,85.4,Netherlands,Caucasian,67,Right,Good,Good,High/High,CM,70.16,66.47,64.82,69.04,65.41,68.13,48.93,62.94,65.47,15,14,16,16,14,17,12,11,12,11,56.8,66.62,67.32
956,956,A. Gilbey,24,182.8,72.7,England,Caucasian,67,Right,Good,Good,High/High,RCM,68.4,64.37,65.92,63.22,73.87,77.87,78.61,60.41,76.05,14,16,17,15,13,11,12,11,12,12,56.7,65.71,63.8
957,957,T. Aoki,29,179.4,77.2,Japan,Asian,67,Right,Good,Average,Medium/High,LCM,68.47,59.83,68.64,66.8,72.28,69.46,67.2,66.25,65.21,13,13,15,15,12,14,13,12,13,12,66.17,66.05,60.98
958,958,J. Sørensen,21,184.1,76.7,Denmark,Caucasian,67,Right,Good,Good,,RCM,67.63,65.36,63.1,68.18,66.09,66.43,73.1,67.63,66.95,11,13,17,13,10,11,12,12,12,12,61.76,66.0,60.85
959,959,C. Brannagan,23,179.6,71.2,England,Black,67,Right,Good,Average,High/Medium,LDM,69.59,63.41,69.13,62.99,62.11,63.95,69.05,63.44,66.97,14,12,13,12,13,15,12,12,13,13,57.97,64.95,63.94
960,960,A. Taugourdeau,30,182.3,74.6,France,Caucasian,67,Right,Good,Average,Medium/Medium,CDM,68.08,62.73,67.63,67.24,62.91,56.99,71.21,65.82,68.41,13,12,14,13,14,11,12,12,13,13,57.97,64.4,60.08
961,961,,23,180.5,74.0,Norway,Caucasian,67,Right,Excellent,Good,Medium/Medium,LCM,67.52,66.68,64.49,67.81,68.35,52.14,72.38,66.01,74.79,13,11,15,13,12,14,12,12,13,13,55.44,61.96,47.12
962,962,Jefferson,25,180.5,79.8,Brazil,Caucasian,67,Right,Average,Good,Medium/Medium,LDM,72.26,67.11,63.69,69.59,73.39,70.2,58.97,64.85,67.19,14,10,14,14,12,13,12,12,12,11,41.99,64.43,58.17
963,963,G. Va?vari,32,179.2,71.4,Romania,Middle-eastern,67,Right,Good,Good,Medium/Medium,RDM,72.31,65.83,69.89,72.35,68.06,53.76,78.08,60.96,68.17,13,11,16,12,13,10,10,12,11,11,31.98,62.3,44.74
964,964,Renato,26,185.0,77.3,Brazil,Caucasian,67,Right,Good,Average,Medium/Medium,RDM,64.95,62.16,58.68,65.89,67.8,68.39,66.93,62.66,57.41,13,14,13,15,9,14,14,12,11,11,61.53,67.04,69.49
965,965,J. Jønsson,26,182.0,78.2,Denmark,Caucasian,67,Right,Good,Average,Medium/High,RDM,65.62,60.5,61.17,67.87,71.31,75.95,71.09,67.85,66.95,12,15,14,14,12,14,13,10,13,12,60.34,67.13,63.55
966,966,Abraham González,33,178.0,80.3,Spain,Caucasian,67,Right,Good,Good,Low/Low,LDM,60.1,59.74,72.84,67.45,59.64,57.21,64.16,52.37,49.39,16,6,12,13,14,14,12,11,14,12,58.96,66.29,64.37
967,967,Choi Sung Geun,27,180.6,72.6,Korea Republic,Asian,67,Right,Excellent,Good,Medium/High,RCM,68.41,62.66,65.85,65.04,74.09,68.19,68.95,64.67,65.66,11,12,15,14,12,13,13,11,13,10,70.25,62.64,61.48
968,968,D. McGeouch,26,178.0,69.2,Scotland,Caucasian,67,Right,Good,Good,Medium/Medium,LCM,72.06,67.17,71.92,69.44,62.48,65.37,69.39,65.25,81.82,13,12,15,13,11,12,9,12,13,13,59.5,60.36,60.65
969,969,J. Cullen,23,174.8,70.3,Republic of Ireland,Caucasian,67,Right,Good,Good,High/High,RDM,70.57,67.78,63.6,70.16,62.48,66.22,71.19,66.45,76.76,11,11,15,10,11,15,11,11,13,13,55.08,61.77,60.11
970,970,,24,175.0,69.6,Chile,Caucasian,67,Right,Good,Average,Medium/Low,RCM,71.96,65.62,61.52,60.85,68.44,69.23,79.54,61.01,72.52,11,8,11,12,10,8,5,13,15,14,51.01,47.63,38.15
971,971,F. Tardieu,27,184.2,69.6,France,Black,67,Right,Good,Good,Medium/Medium,CDM,65.7,62.8,69.13,64.58,60.35,57.62,65.81,59.94,73.39,12,14,15,12,13,15,13,10,13,12,60.18,64.64,65.62
972,972,J. Lundstram,25,181.0,74.1,England,Black,67,Right,Masterful,Average,Medium/High,RCM,69.61,56.62,58.68,68.06,65.59,63.97,67.98,62.49,58.24,13,11,15,13,12,15,13,10,13,13,70.2,68.35,72.33
973,973,N. Fujita,32,175.7,71.6,,,67,Right,Good,Average,Medium/Medium,LCM,72.39,59.74,63.55,72.61,50.65,48.87,64.85,66.38,69.5,13,12,13,14,11,12,12,9,13,13,62.4,63.56,54.89
974,974,R. Teibert,26,173.5,66.4,Canada,Caucasian,67,Left,Good,Good,Medium/High,CDM,73.25,66.39,67.69,68.72,60.99,59.0,68.0,67.09,89.96,12,9,15,11,10,13,12,10,12,13,66.14,65.02,52.64
975,975,S. Spierings,23,188.1,82.6,Netherlands,Caucasian,67,Right,Good,Good,Medium/Medium,RCM,72.57,69.4,71.86,73.25,63.33,54.16,67.91,66.13,65.58,10,12,13,14,11,7,10,10,13,13,61.02,40.46,37.87
976,976,Paulinho,30,177.1,77.2,Brazil,Caucasian,67,,Good,Good,Medium/High,RCM,65.07,56.06,68.46,63.64,68.34,60.78,62.39,63.19,39.95,14,9,15,14,13,13,12,10,11,11,65.57,66.18,61.56
977,977,A. Landgren,30,176.4,74.2,Sweden,Caucasian,67,Right,Good,Average,High/High,RDM,64.51,57.32,63.03,62.34,67.59,54.37,65.51,68.16,73.14,13,16,16,14,12,15,12,12,12,13,63.63,64.99,63.99
978,978,R. Preißinger,22,185.2,77.6,Germany,Caucasian,67,Left,Excellent,Average,High/High,LDM,66.41,61.67,64.14,65.16,66.14,65.65,92.96,63.05,62.78,12,13,17,14,12,14,13,9,12,12,60.03,63.9,60.14
979,979,E. Friberg,33,178.8,69.7,Sweden,Caucasian,67,Right,Excellent,Average,Medium/High,LCM,69.73,59.74,68.66,67.41,33.18,53.45,63.15,63.88,62.89,11,15,15,12,11,14,10,12,14,12,64.21,55.41,45.29
980,980,S. Gómez,23,171.7,71.9,Colombia,Black,67,Left,Good,Good,Medium/Medium,LDM,72.29,62.66,65.81,65.78,61.31,55.59,66.18,61.93,69.52,13,13,15,13,13,12,12,10,11,12,70.73,64.87,58.55
981,981,S. Guzmán,22,177.1,56.7,Colombia,Black,67,Right,Good,Average,Medium/Medium,RDM,68.66,57.87,64.7,68.93,67.68,70.44,92.96,66.2,68.32,12,12,14,14,13,12,12,11,14,13,64.46,63.9,57.64
982,982,S. Oum Gouet,21,185.1,75.6,Cameroon,Black,67,Right,Good,Average,Medium/High,RDM,68.15,58.94,58.25,64.88,69.03,63.84,60.28,69.26,67.12,14,13,14,15,11,14,13,9,11,13,60.71,70.39,58.36
983,983,N. Poulsen,25,176.1,70.0,,,67,Right,Good,Good,High/High,CDM,68.86,64.43,66.81,66.25,61.31,52.18,71.73,65.64,70.9,10,12,17,13,8,14,13,11,13,14,65.46,65.17,65.26
984,984,N. Gerzi?,35,175.4,78.7,Sweden,Caucasian,67,Right,Average,Good,Medium/Medium,RCM,70.35,66.65,72.26,71.06,68.35,41.34,67.65,67.43,84.21,11,12,13,13,12,15,12,9,14,14,61.02,58.34,46.57
985,985,Eduardo Neto,30,184.6,76.0,Brazil,Caucasian,67,Left,Average,Good,Low/Medium,RCM,66.92,59.88,56.54,64.1,64.52,66.39,60.11,65.31,53.38,14,16,13,16,14,14,13,11,9,13,65.28,70.33,63.73
986,986,João Afonso,24,181.0,81.5,Brazil,Caucasian,67,Right,Good,Average,Medium/Medium,LCM,66.82,61.68,56.54,64.78,62.73,63.0,56.49,72.62,60.12,11,14,15,13,9,13,13,10,10,11,66.6,67.71,64.34
987,987,F. Di Tacchio,29,186.4,80.6,Italy,Caucasian,67,Left,Good,Average,Medium/High,RCM,66.85,55.14,66.52,65.39,53.15,59.12,48.65,65.5,61.42,14,15,18,18,13,14,13,11,13,12,60.07,69.15,64.29
988,988,M. Christiansen,22,184.8,82.1,Germany,Caucasian,67,Right,Good,Average,Medium/Medium,LDM,60.1,59.74,63.6,66.29,54.92,63.04,62.77,64.59,64.48,12,13,15,15,10,14,13,10,12,12,63.19,65.17,68.18
989,989,A. Deja,26,184.6,81.8,Poland,Caucasian,67,Right,Good,Good,High/High,RDM,67.2,64.13,64.67,63.64,67.33,66.34,58.98,63.46,39.95,11,12,16,16,8,13,13,10,11,13,63.96,65.69,60.03
990,990,C. Chapman,24,188.0,82.6,Australia,Caucasian,67,Right,Good,Average,Medium/Medium,LCM,64.9,53.5,60.71,63.33,56.24,57.61,54.34,63.47,60.8,11,10,14,15,10,13,13,12,12,12,67.26,68.43,66.19
991,991,C. Shields,28,185.9,77.6,Republic of Ireland,Caucasian,67,Right,Good,Average,Medium/High,RCM,66.0,54.65,60.71,63.39,40.9,50.01,52.24,63.01,68.76,11,14,17,15,11,14,13,11,12,13,63.88,64.22,63.19
992,992,F. Bambock,24,180.9,78.5,France,Caucasian,67,Right,Good,Average,Medium/High,LDM,64.47,58.63,55.95,60.01,59.12,64.55,78.08,64.1,62.86,14,14,15,16,10,16,12,11,11,12,65.14,65.79,64.68
993,993,O. Sangante,28,188.2,87.5,Senegal,Black,67,Right,Good,Average,Medium/High,RCM,68.06,59.03,66.86,65.22,69.35,53.23,62.32,62.34,55.64,12,11,16,15,10,14,13,10,11,11,62.16,66.65,58.02
994,994,M. Welzmüller,29,177.2,71.8,,,67,Right,Good,Average,Medium/Medium,RDM,67.85,55.29,68.69,63.32,69.76,65.51,72.49,64.84,73.26,11,15,16,12,9,12,13,8,13,12,61.89,64.19,60.58
995,995,Qin Sheng,32,183.0,76.0,,,67,Right,Excellent,Average,Low/High,RDM,62.39,51.54,69.3,61.62,63.51,58.1,61.82,60.29,71.13,13,13,16,14,11,18,12,9,11,11,56.81,69.74,64.9
996,996,,32,188.0,75.2,France,Black,67,Right,Good,Average,Medium/High,LCM,69.79,64.31,63.57,65.89,33.84,33.71,53.62,66.0,55.34,11,13,14,13,11,13,13,11,13,12,69.15,65.25,65.48
997,997,Juande,32,182.5,74.6,Spain,Caucasian,67,Right,Good,Average,,RCM,66.58,58.29,63.66,62.16,64.98,64.0,65.16,58.39,49.62,9,13,15,14,9,15,13,12,12,11,64.32,66.07,64.37
998,998,L. Broxham,31,170.2,65.4,Australia,Caucasian,67,Right,Average,Average,Medium/High,CDM,61.81,54.8,59.27,58.31,47.27,45.04,52.41,59.75,72.56,12,18,18,16,11,15,12,10,10,13,63.79,66.83,68.2
999,999,Rômulo,23,185.1,75.4,Brazil,Caucasian,67,Right,Good,Average,Medium/Medium,RCM,67.64,55.73,70.94,59.78,59.66,61.06,57.8,65.77,58.36,11,12,14,15,8,13,12,8,12,9,65.99,65.04,59.64
1000,1000,A. Al Khaibari,33,176.7,73.0,Saudi Arabia,Middle-eastern,67,Right,Average,Average,Low/High,CDM,64.89,52.75,63.8,62.4,65.25,67.24,66.54,63.0,61.05,13,14,13,14,9,14,14,7,9,12,66.57,67.7,67.36
1001,1001,M. Saadane,27,186.7,75.2,Morocco,Black,67,Right,Good,Average,Low/Medium,RDM,70.25,54.35,66.8,69.32,57.8,60.44,63.16,57.57,58.87,12,11,13,12,10,14,13,7,9,12,57.33,70.42,68.77
1002,1002,C. Robles,27,171.8,69.6,Colombia,Black,67,Right,Good,Average,Medium/High,LDM,70.29,50.71,65.04,63.05,51.43,58.73,56.24,59.95,62.08,11,10,16,15,11,11,12,7,12,12,57.33,71.63,67.27
1003,1003,Y. Boé-Kane,28,182.4,76.2,France,Caucasian,67,Right,Average,Average,Medium/High,LDM,65.27,56.65,61.65,60.76,57.14,60.11,51.07,63.47,54.93,13,15,15,14,9,14,13,7,11,12,64.23,67.53,64.49
1004,1004,U. Taffertshofer,27,182.5,81.9,Germany,Caucasian,67,Right,Good,Average,Medium/High,RDM,65.23,63.24,58.74,60.54,61.15,61.01,61.72,65.29,68.85,10,14,16,15,11,15,14,5,11,14,62.32,62.95,65.5
1005,1005,Y. Konno,36,177.7,73.2,Japan,Asian,67,Right,Good,Average,Medium/Medium,CDM,74.57,46.08,68.78,56.51,30.38,32.96,57.21,56.04,59.83,9,13,12,14,11,14,13,8,13,15,65.18,66.73,66.99
1006,1006,E. Farias,30,179.5,71.6,Chile,Caucasian,67,Right,Good,Average,Low/Medium,RDM,63.77,57.27,63.11,61.32,48.82,52.57,58.29,54.43,54.93,11,15,15,14,9,12,13,7,11,12,71.95,69.64,65.09
1007,1007,F. Rodríguez,32,185.8,77.9,Colombia,Black,67,Right,Good,Average,Low/Medium,LDM,60.3,43.58,70.03,54.54,39.04,51.5,56.03,67.64,51.92,9,10,14,15,7,13,14,7,9,12,65.51,66.93,66.41
1008,1008,L. Romo,24,182.4,83.6,Mexico,Caucasian,67,Right,Good,Average,Medium/Medium,RDM,50.13,34.42,35.04,50.62,67.79,66.31,37.72,59.09,54.21,8,14,12,15,4,12,12,5,6,12,64.39,71.59,67.96
1009,1009,M. Gajos,28,173.6,65.4,Poland,Caucasian,66,Right,Good,Good,High/Medium,RCM,67.39,66.63,65.4,67.55,77.15,70.66,70.54,60.68,80.4,14,17,15,13,13,10,13,13,13,13,70.25,62.18,58.42
1010,1010,J. Leiva,25,179.8,76.7,Chile,Caucasian,66,Left,Good,Average,High/Medium,RCM,70.83,67.72,61.59,73.04,71.39,76.05,61.9,56.19,59.45,12,12,14,11,10,9,9,14,14,11,42.11,37.72,27.54
1011,1011,S. Y?lmaz,29,182.9,78.7,Turkey,Middle-eastern,66,Right,Excellent,Good,High/Low,RDM,60.1,68.7,58.91,67.72,77.12,77.32,68.0,62.96,65.86,14,14,12,13,12,14,7,13,12,12,20.53,37.5,18.71
1012,1012,Cristóbal,35,183.7,77.4,Spain,Caucasian,66,Right,Good,Good,High/Medium,LCM,67.09,62.61,65.2,65.65,62.93,63.6,61.93,59.96,63.96,16,12,12,14,13,12,11,14,14,13,58.37,60.34,49.06
1013,1013,,26,181.8,77.0,Faroe Islands,,66,Right,Good,Good,High/High,LCM,65.51,65.02,61.28,65.52,75.8,76.1,76.89,62.05,81.03,14,11,18,12,13,16,9,13,13,13,44.9,49.62,42.44
1014,1014,T. Kern,29,179.4,74.2,Germany,Caucasian,66,Right,Good,Good,High/Medium,LDM,65.63,64.72,62.61,65.36,75.42,69.05,79.31,65.95,78.34,13,16,16,13,12,10,10,13,13,13,44.42,42.51,37.84
1015,1015,H. Shala,27,178.5,70.5,Kosovo,Black,66,Left,Good,Good,High/Medium,LCM,64.31,69.09,56.99,72.37,72.56,76.1,80.94,64.87,80.98,13,12,14,10,12,14,11,12,13,13,48.23,54.85,52.07
1016,1016,F. Nordkvelle,33,180.2,79.3,Norway,Caucasian,66,Right,Good,Good,Medium/High,LCM,65.25,65.24,64.78,65.66,75.42,65.58,72.95,69.53,74.24,14,12,14,14,13,13,11,13,13,13,53.67,45.57,40.84
1017,1017,,23,180.3,80.2,Albania,,66,Right,Good,Good,Medium/Medium,RDM,67.44,64.65,61.5,67.32,73.96,72.22,77.83,63.59,67.08,13,14,15,12,13,14,9,11,12,12,57.6,60.62,57.79
1018,1018,R. Boguski,35,173.3,69.2,Poland,Caucasian,66,Right,Excellent,Average,Medium/High,LCM,62.95,62.46,64.63,60.24,72.15,54.53,78.08,75.27,78.68,10,11,14,11,11,10,10,14,14,12,30.23,24.53,25.81
1019,1019,T. Kløve,28,176.7,75.7,Denmark,Caucasian,66,Right,Good,Good,High/Medium,RCM,64.37,69.03,59.0,68.88,79.1,75.92,77.35,70.17,84.03,12,8,17,10,12,8,10,11,13,13,58.4,60.04,44.63
1020,1020,F. Proia,23,184.9,76.3,Italy,Caucasian,66,Right,Good,Good,High/High,RCM,68.67,63.73,66.92,68.42,68.96,72.81,65.47,65.69,60.85,13,13,14,14,11,13,12,11,12,12,60.95,63.12,61.64
1021,1021,,35,182.2,75.1,Colombia,Black,66,Right,Good,Good,Medium/Medium,RDM,67.47,64.07,58.6,66.53,77.11,75.27,73.1,64.03,65.98,13,13,15,14,13,13,13,13,13,12,61.53,63.76,68.02
1022,1022,F. Onyeka,21,183.4,69.7,Nigeria,Black,66,Right,Good,Good,,RCM,63.98,63.57,59.62,67.57,80.92,85.98,80.99,64.5,77.14,11,13,17,14,8,13,12,12,12,12,54.65,64.27,58.34
1023,1023,L. Craig,32,182.8,82.0,Scotland,Caucasian,66,Left,Good,Average,Medium/Medium,LCM,67.61,65.37,65.15,66.17,55.38,55.27,65.17,63.59,63.45,13,9,13,13,13,14,10,12,13,14,64.72,55.09,49.06
1024,1024,M. Piossek,29,176.2,73.3,Poland,Caucasian,66,Right,Excellent,Good,High/High,RCM,64.3,64.97,59.03,64.45,69.11,72.04,75.95,64.42,75.96,14,14,16,13,13,13,11,12,12,12,45.92,44.53,49.19
1025,1025,L. Kassi,24,178.8,73.7,Ivory Coast,Black,66,Right,Good,Good,Medium/Medium,LCM,66.27,66.26,60.25,65.86,76.66,75.99,76.95,59.02,66.34,13,11,14,12,12,11,11,12,13,11,46.87,60.2,58.28
1026,1026,E. Zejnullahu,24,179.9,74.3,Kosovo,Black,66,Right,Good,Good,Medium/Medium,LCM,67.67,67.71,65.0,67.46,73.83,68.98,75.63,61.86,78.79,13,12,13,11,12,13,12,11,13,12,58.79,64.5,60.82
1027,1027,L. Hufnagel,25,182.8,73.0,Georgia,Black,66,Right,Good,Good,Medium/Medium,RDM,60.1,71.31,62.76,68.38,75.29,72.48,79.06,65.3,74.48,11,10,14,11,11,7,10,12,13,11,47.36,54.17,52.07
1028,1028,A. Ciobanu,21,175.9,68.0,Romania,Middle-eastern,66,Right,Good,Good,Medium/Medium,RCM,65.27,67.51,52.03,65.0,80.96,78.3,76.92,65.85,75.31,13,9,7,8,13,5,8,12,10,9,33.25,35.89,34.04
1029,1029,D. Pratley,34,184.8,69.0,England,Caucasian,66,Right,Good,Good,High/High,LDM,63.77,63.83,61.41,64.84,52.72,52.8,66.8,72.04,62.66,13,17,16,14,12,16,12,13,12,12,70.56,62.3,63.89
1030,1030,João Pedro,26,177.4,69.2,Portugal,Caucasian,66,,Good,Good,Medium/Medium,RCM,68.4,65.36,66.84,63.64,66.35,66.79,74.21,60.82,78.79,15,14,14,12,13,14,12,11,11,12,63.38,65.2,62.11
1031,1031,A. Diop,27,195.7,74.5,Senegal,Black,66,Right,Good,Average,Medium/Medium,RCM,65.07,64.97,60.85,65.51,70.43,71.12,55.44,57.39,55.34,13,6,15,14,13,13,14,11,12,12,56.53,67.07,61.75
1032,1032,,26,174.0,69.9,Mexico,Caucasian,66,Right,Good,Average,High/High,RCM,68.31,62.13,64.58,65.66,68.27,67.97,68.78,61.77,67.3,13,12,14,14,9,13,13,12,13,13,60.87,67.3,61.3
1033,1033,S. Mantom,27,174.9,69.6,England,Caucasian,66,Right,Good,Average,Medium/Medium,LCM,65.51,61.52,65.53,64.62,65.96,63.99,73.04,64.32,75.05,13,14,15,13,12,13,11,12,13,13,59.6,62.63,60.96
1034,1034,L. Hyam,27,178.2,71.6,England,Caucasian,66,Right,Good,Good,Medium/High,RCM,68.11,62.7,65.18,67.06,73.31,71.18,72.59,64.84,75.11,12,14,15,14,11,15,13,12,12,13,66.2,67.19,66.39
1035,1035,J. Ballón,31,178.7,76.1,Peru,Caucasian,66,Left,Good,Good,High/Medium,RCM,62.28,62.36,64.45,70.25,64.86,70.79,68.64,57.92,65.76,14,12,14,14,13,15,14,10,14,12,62.34,58.14,61.47
1036,1036,R. Boissier,25,180.6,72.7,France,Caucasian,66,Right,Good,Average,Medium/High,RDM,68.45,62.89,66.86,64.64,65.84,64.18,62.15,66.07,65.44,13,13,13,13,12,13,12,12,12,11,58.18,67.29,59.22
1037,1037,M. Palmer,24,178.9,78.7,England,Caucasian,66,Right,Good,Good,High/Medium,LCM,67.34,64.03,66.92,65.94,68.96,69.22,68.24,63.07,66.64,12,14,14,13,12,11,12,12,13,12,61.8,61.8,57.8
1038,1038,M. Lekven,31,177.4,71.6,Norway,Caucasian,66,Right,Excellent,Good,Medium/High,RCM,67.68,63.14,67.35,66.1,66.65,60.92,81.34,60.03,80.78,14,14,15,13,12,15,12,12,13,14,53.79,55.43,43.12
1039,1039,M. Amini,26,180.4,75.0,Australia,Caucasian,66,Right,Excellent,Good,Medium/Medium,RCM,67.54,65.84,65.13,66.98,66.07,60.92,79.34,57.58,80.41,13,15,15,13,12,13,11,12,13,13,59.22,53.72,50.95
1040,1040,Jean Carlos,23,185.1,80.5,Brazil,Caucasian,66,Right,Good,Good,Medium/Low,RCM,66.1,68.81,68.94,68.08,70.36,81.32,68.71,55.18,49.01,11,6,14,12,11,9,9,11,13,11,30.88,37.72,27.07
1041,1041,J. Dasilva,20,184.5,74.6,England,Caucasian,66,Left,Good,Good,High/Medium,RCM,68.63,71.76,66.92,65.92,67.68,76.16,67.53,62.59,67.48,13,9,13,15,12,13,11,11,13,12,59.91,61.59,59.77
1042,1042,N. Breeveld,32,177.9,75.8,Suriname,Black,66,Right,Good,Good,Medium/Medium,RDM,64.52,65.27,64.23,66.76,67.68,66.54,78.08,66.11,74.37,14,16,16,15,14,14,12,10,12,11,61.63,65.2,65.3
1043,1043,C. Pickel,22,184.0,76.3,Switzerland,Caucasian,66,Right,Good,Average,Medium/High,CDM,67.06,60.72,64.58,67.99,67.32,67.54,62.98,64.8,64.33,11,15,13,15,11,14,12,11,13,13,56.31,65.41,61.87
1044,1044,T. Ndenge,22,188.2,79.5,Germany,Caucasian,66,Left,Good,Good,Medium/Medium,LDM,60.1,65.92,64.49,63.73,70.34,68.79,66.0,64.53,62.52,15,14,14,15,11,13,11,10,12,12,63.84,67.49,57.8
1045,1045,D. Guthrie,32,176.2,79.3,,,66,Right,Good,Good,Medium/Medium,CM,68.06,63.25,69.43,68.23,54.28,52.76,70.31,64.0,77.98,14,12,13,12,13,15,11,11,13,14,60.25,61.26,59.18
1046,1046,D. Gape,24,174.9,69.7,England,Black,66,Right,Good,Average,Medium/High,CDM,65.78,61.68,65.0,65.02,67.74,66.43,76.2,64.41,80.81,12,14,16,13,12,14,12,11,12,13,64.09,64.94,62.58
1047,1047,L. Crepulja,25,177.8,69.2,Croatia,Caucasian,66,Left,Excellent,Good,Medium/Medium,LCM,66.42,63.63,64.7,67.08,67.49,64.54,70.17,61.26,68.59,13,14,13,14,12,13,12,11,13,13,61.62,63.58,61.81
1048,1048,B. Boulahroud,26,175.9,73.0,Morocco,Black,66,Right,Good,Average,,CDM,72.54,63.31,69.89,68.44,72.0,69.54,66.61,57.32,64.85,11,13,11,12,11,10,13,11,12,9,66.9,63.69,62.84
1049,1049,E. Zenga,26,181.4,75.8,Germany,Caucasian,66,Right,Good,Good,Medium/Medium,RDM,69.49,68.19,64.7,68.59,65.39,57.72,72.39,68.05,68.88,11,15,12,13,9,13,12,11,13,12,62.42,58.32,59.48
1050,1050,D. Batty,21,177.9,73.0,England,Black,66,,Good,Good,Low/High,RDM,68.94,63.65,66.43,63.64,71.25,65.47,77.14,64.24,78.79,11,12,13,12,10,13,12,12,12,11,61.42,65.55,61.4
