,index,short_name,age,height_cm,weight_kg,nationality,ethnicity,overall,preferred_foot,weak_foot,skill_moves,work_rate,team_position,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_penalties,mentality_composure
697,697,J. Günther-Schmidt,24,182.7,81.4,Germany,Caucasian,65,Right,Good,Good,Medium/Medium,RS,63.24,57.33,56.55,57.4,64.49,58.11,45.5,65.39,68.18,71.78,72.46,62.09,68.29,14,11,10,14,11,12,11
698,698,F. Olinga,23,178.0,68.4,Cameroon,Black,65,Right,Good,Good,Medium/Low,RS,50.67,32.88,59.79,54.11,66.3,37.54,60.41,70.81,76.72,70.14,81.93,56.11,75.63,13,15,9,9,11,10,12
699,699,D. Baumann,24,178.2,81.8,Germany,Caucasian,65,Right,Good,Good,High/Low,RS,60.58,64.29,59.05,50.65,59.54,51.33,32.41,60.8,66.56,67.51,66.43,58.82,77.56,15,17,11,15,11,11,9
700,700,S. Bu?,26,184.9,84.7,,,65,Right,Good,Average,High/Low,ST,62.52,61.8,57.86,59.69,58.44,38.4,44.48,63.51,67.93,65.56,63.5,57.22,59.9,14,11,14,15,12,13,12
701,701,V. Prodell,31,189.7,86.5,Sweden,Caucasian,65,Right,Average,Average,Medium/Low,RS,67.79,64.95,51.52,54.96,56.26,44.58,45.24,60.05,70.91,71.17,56.75,66.41,52.35,11,14,12,16,10,12,13
702,702,J. Hernández,26,181.8,80.2,Venezuela,Black,65,Right,Good,Good,High/Medium,LS,65.49,64.95,55.05,56.02,59.41,46.69,38.49,58.5,69.17,76.54,60.24,64.75,55.67,14,13,11,15,13,13,13
703,703,,30,182.8,77.7,England,Caucasian,65,Right,Excellent,Average,High/High,ST,65.21,63.65,58.25,61.03,56.16,58.8,56.6,63.56,52.74,63.41,62.2,61.71,65.63,13,15,14,15,12,13,12
704,704,P. Sané,27,187.1,83.8,Senegal,Black,65,Left,Good,Good,High/Low,RS,60.06,63.22,59.26,57.3,62.75,58.5,38.49,62.29,70.16,72.96,69.08,54.9,48.76,13,14,13,15,12,13,10
705,705,J. Pigott,25,183.3,59.9,England,Caucasian,65,Right,Good,Average,Medium/Medium,RS,66.42,60.1,57.86,60.02,62.1,36.36,57.71,66.31,67.32,68.32,74.7,56.33,65.41,12,15,12,15,11,12,11
706,706,D. Diaw,27,190.5,76.4,Italy,Caucasian,65,Right,Good,Average,High/Low,RS,64.91,61.34,55.26,62.14,60.81,59.14,47.54,60.01,73.41,76.98,62.2,60.85,71.4,13,11,12,14,11,11,11
707,707,T. Puangchan,25,178.1,65.4,Thailand,Black,65,Right,Good,Good,Medium/Medium,RF,46.86,57.26,66.96,31.58,63.34,52.53,59.57,67.49,69.08,62.63,64.87,65.8,56.71,13,12,16,11,10,10,10
708,708,O. Occéan,37,184.6,85.9,,,65,Right,Good,Average,Medium/Medium,ST,63.15,70.96,61.71,60.27,56.89,52.68,40.94,61.65,50.95,58.25,59.85,63.33,64.96,13,16,9,17,12,13,13
709,709,A. Akinfenwa,37,178.3,109.8,England,Black,65,Right,Good,Average,Low/Low,ST,63.82,72.31,59.56,59.34,51.71,49.84,42.33,66.96,37.43,47.83,34.97,60.81,71.05,14,9,13,19,10,12,13
710,710,S. Gassama,24,189.9,88.0,Spain,Caucasian,65,Right,Good,Average,Medium/Medium,ST,71.8,63.3,56.5,58.55,60.69,39.79,35.29,60.4,60.4,59.59,58.83,54.11,46.24,13,14,11,16,12,13,9
711,711,K. Ademi,23,196.3,85.9,Switzerland,Caucasian,65,,Good,Average,Medium/Low,ST,67.3,72.89,51.4,57.29,58.77,41.14,33.9,60.85,51.72,56.88,45.24,62.22,51.43,13,13,15,17,10,11,10
712,712,J. Bothroyd,37,190.4,89.4,England,Caucasian,65,Left,Average,Good,High/Low,ST,65.97,74.16,65.31,61.67,54.94,61.22,68.54,67.04,31.18,31.7,34.31,60.31,30.05,14,10,7,17,12,13,14
713,713,T. Sakano,29,181.2,81.5,Japan,Asian,65,Right,Good,Average,High/Low,ST,68.66,75.41,58.92,67.5,59.05,46.66,58.45,67.42,61.22,59.47,54.32,61.71,63.54,12,15,12,13,11,13,10
714,714,S. Bak??,25,188.0,80.5,Turkey,Middle-eastern,65,Right,Good,Average,Medium/Low,RS,66.85,73.87,61.97,49.63,57.72,34.26,30.3,66.33,44.43,36.85,43.18,68.41,51.31,11,9,10,15,11,12,9
715,715,J. Valencia,27,186.6,81.0,Colombia,Black,65,Right,Excellent,Good,High/Medium,ST,59.53,65.3,51.07,58.49,63.84,38.22,44.48,65.09,64.12,73.48,68.46,64.98,56.32,13,14,13,16,12,12,11
716,716,L. Sekulski,28,186.7,78.1,Poland,Caucasian,65,Right,Good,Good,Medium/Medium,ST,64.98,69.69,51.2,64.45,62.53,33.88,26.93,63.61,72.58,73.92,69.46,59.66,55.84,12,13,14,14,11,13,12
717,717,J. Obika,28,183.0,76.4,England,Caucasian,65,Left,Average,Average,Medium/Medium,ST,63.22,64.88,52.9,55.77,57.86,51.95,57.21,65.48,74.07,72.22,65.06,57.51,60.07,13,14,11,17,10,13,13
718,718,,24,184.1,89.4,Congo,Black,65,Right,Average,Average,High/Low,RS,65.48,66.84,49.07,50.71,57.17,30.35,27.21,65.37,60.01,61.5,45.83,60.49,51.43,14,13,11,17,10,12,11
719,719,A. Arroyo,25,183.2,81.7,Panama,,65,Right,Good,Average,High/Low,ST,61.91,75.83,52.53,45.31,49.52,30.87,24.55,64.43,59.82,77.49,45.83,60.65,53.04,13,13,10,16,10,11,12
720,720,Yang Xu,32,188.2,79.9,China PR,Asian,65,Right,Good,Average,Medium/Low,ST,62.32,71.71,55.9,56.75,57.23,63.29,67.39,61.04,42.38,59.32,55.94,64.13,58.71,14,14,12,16,9,9,11
721,721,V. Vermeij,24,196.0,91.2,Netherlands,Caucasian,65,Right,Average,Average,Medium/Medium,ST,66.08,77.75,55.93,44.52,55.47,32.64,30.11,61.63,45.18,55.49,42.4,60.46,51.79,13,13,13,16,10,12,12
722,722,P. Schmidt,25,185.1,82.8,Germany,Caucasian,65,Right,Good,Average,Medium/Medium,CF,69.55,64.77,51.2,60.57,54.08,35.19,27.14,64.05,63.56,66.81,68.05,50.94,62.52,13,12,11,15,11,11,12
723,723,S. Mölders,34,185.2,79.2,Germany,Caucasian,65,Left,Good,Average,Medium/High,ST,68.9,70.57,49.4,60.7,43.6,56.17,41.68,55.1,50.89,45.01,39.54,56.21,57.15,15,11,10,17,11,13,11
724,724,R. König,36,189.6,93.2,Germany,Caucasian,65,Left,Excellent,Average,Medium/Medium,LS,66.85,78.57,46.35,57.12,38.37,53.34,43.21,61.51,29.73,29.89,36.36,65.78,38.44,14,8,10,18,13,12,13
725,725,Vagnão Junior,27,172.0,61.5,Brazil,Caucasian,64,Left,Excellent,Good,Medium/Medium,LS,50.67,51.22,61.87,70.73,75.32,37.54,64.7,70.86,83.85,71.44,91.22,61.04,90.94,11,10,12,7,12,12,13
726,726,T. Kanamori,25,170.8,73.8,Japan,Asian,64,Right,Good,Good,,LS,57.99,59.25,61.28,54.2,70.94,50.59,40.16,64.61,90.8,93.52,86.78,57.03,78.22,12,15,15,13,9,12,12
727,727,V. Créhin,30,168.6,74.8,France,Black,64,Left,Average,Average,High/Medium,LS,65.12,45.99,63.66,60.55,64.58,53.47,32.15,63.63,70.81,66.35,75.15,65.19,87.02,13,11,12,13,10,13,11
728,728,C. Walch,31,180.7,76.9,Austria,Caucasian,64,Right,Excellent,Good,Medium/Medium,RS,64.69,58.34,60.04,60.52,70.75,61.69,51.56,70.22,69.9,71.78,76.3,61.41,66.0,13,11,13,14,10,12,13
729,729,V. Dama?can,20,180.2,74.0,Moldova,,64,Right,Good,Average,High/Low,LS,68.1,61.58,58.69,58.27,59.91,41.84,66.62,63.4,68.18,62.54,58.81,55.45,67.07,12,12,11,10,13,12,12
730,730,J. Thiaré,26,183.2,68.5,Senegal,Black,64,Right,Poor,Good,Medium/Medium,RS,59.65,56.56,58.07,57.73,64.83,43.59,30.03,62.94,74.65,80.26,80.67,63.96,76.08,12,13,13,12,11,11,11
731,731,C. McAleny,26,178.1,66.3,England,Caucasian,64,Right,Good,Good,High/Medium,ST,65.22,47.51,67.19,64.47,63.81,68.16,45.5,64.21,70.78,75.43,76.53,65.88,77.54,13,6,8,9,13,13,10
732,732,F. Kastrati,27,180.5,77.2,Kosovo,Black,64,Right,Good,Good,High/Medium,ST,58.93,64.85,57.44,56.46,63.88,54.26,26.95,63.49,79.71,81.49,75.85,58.01,65.62,14,16,14,12,11,13,11
733,733,D. Rose,25,172.8,71.6,England,Caucasian,64,Right,Good,Average,High/Medium,RS,63.23,66.25,57.48,63.59,62.15,54.39,38.65,59.99,77.16,81.49,87.57,58.6,62.38,12,18,13,12,11,11,11
734,734,J. Odgaard,20,188.2,80.4,Denmark,Caucasian,64,,Good,Good,High/Medium,ST,67.87,61.02,56.01,44.09,63.31,51.96,34.23,62.39,66.7,61.78,64.49,56.17,77.56,13,11,8,13,11,11,12
735,735,,30,169.9,68.4,Northern Ireland,Caucasian,64,Right,Excellent,Average,High/Medium,RS,68.46,61.3,55.42,60.46,63.33,40.59,32.15,62.1,75.16,67.89,78.13,60.43,82.91,12,15,14,14,12,13,13
736,736,,23,185.5,70.0,Finland,Black,64,Right,Excellent,Good,Medium/Medium,RS,63.08,57.26,59.58,55.01,62.2,58.76,58.92,63.77,74.07,73.08,58.56,57.89,66.54,13,11,12,13,12,11,12
737,737,N. Ajose,27,173.2,77.5,England,Caucasian,64,Right,Excellent,Good,High/Medium,RS,62.47,58.89,45.79,55.0,60.95,60.74,56.03,60.07,73.75,86.76,76.91,61.48,72.86,13,11,13,12,12,12,12
738,738,P. Bueno,29,180.6,64.6,Argentina,Caucasian,64,Right,Average,Average,Medium/Medium,ST,68.2,62.69,39.11,40.62,61.54,36.86,30.86,65.86,66.82,69.56,64.29,58.69,68.51,13,13,12,9,11,12,11
739,739,G. Scamacca,20,194.6,80.3,Italy,Caucasian,64,Right,Good,Good,Medium/Medium,LS,65.98,69.09,60.0,56.51,63.95,51.35,69.72,68.83,53.36,49.41,60.13,55.79,36.82,13,14,10,15,12,11,11
740,740,W. Jordán,28,183.0,86.7,Colombia,Black,64,Right,Average,Good,High/Low,ST,66.42,64.33,56.03,58.32,63.18,59.92,47.44,64.65,54.98,45.16,63.8,61.01,56.96,14,6,14,15,10,11,12
741,741,M. Mancosu,34,181.7,74.5,Italy,Caucasian,64,Right,Good,Good,Medium/Medium,LS,65.35,60.25,55.37,64.87,58.96,56.51,48.34,61.29,70.48,68.24,63.69,59.33,65.72,13,16,10,13,12,13,11
742,742,M. Bakenga,26,180.7,77.0,Norway,Caucasian,64,Right,Good,Average,,LS,59.77,62.25,59.17,59.42,60.44,45.65,26.95,63.24,78.13,77.52,77.7,57.5,73.19,12,16,12,13,11,9,11
743,743,M. Vodu?,24,180.7,82.7,Romania,Middle-eastern,64,Right,Good,Average,High/Medium,ST,64.51,58.34,48.16,52.46,62.39,39.33,32.42,66.22,78.9,83.23,73.82,55.3,70.12,12,11,13,13,9,11,11
744,744,M. Szczepa?ski,21,168.1,59.8,Poland,Caucasian,64,Right,Good,Good,High/Medium,LF,60.94,42.53,63.79,47.16,61.7,53.61,41.88,60.74,76.13,76.44,80.92,58.06,77.4,11,11,14,11,10,10,11
745,745,D. Fitz,20,175.1,67.0,Austria,Caucasian,64,,Good,Good,High/Low,RS,60.31,47.11,66.45,43.76,63.49,65.23,62.22,68.83,72.67,67.92,81.32,45.52,69.07,12,15,11,8,12,11,11
746,746,B. Hanlan,22,181.7,83.3,England,Caucasian,64,Right,Good,Average,High/High,ST,59.35,53.31,48.25,58.09,62.51,60.23,40.07,63.11,83.67,85.76,67.89,55.23,69.45,13,14,15,17,11,11,9
747,747,,23,190.2,88.8,France,Caucasian,64,Right,Good,Average,Medium/Medium,ST,65.52,65.55,52.14,43.03,60.17,46.0,55.55,62.5,65.87,71.42,56.19,53.16,48.49,14,14,10,16,13,13,11
748,748,C. Tarragona,28,180.1,76.6,Argentina,Caucasian,64,Right,Good,Good,High/Low,RS,71.44,67.09,55.49,49.25,58.89,38.73,39.91,60.08,53.05,63.23,60.07,62.01,62.58,12,13,13,13,13,13,12
749,749,N. Brock-Madsen,26,189.8,79.9,Denmark,Caucasian,64,Right,Good,Average,Medium/Medium,RS,63.69,67.1,58.08,50.63,58.06,42.28,22.13,62.39,59.16,64.2,52.67,57.14,41.73,12,11,15,16,11,11,9
750,750,T. Morishima,22,175.5,65.8,Japan,Asian,64,Right,Good,Good,Medium/Low,LF,55.93,37.92,68.65,38.67,61.7,52.57,56.49,67.09,67.29,75.48,74.9,51.42,82.03,11,12,11,9,8,9,12
751,751,T. Pope,33,190.3,85.7,England,Caucasian,64,Right,Good,Average,High/Medium,ST,68.21,70.86,60.91,60.44,46.75,45.08,35.35,61.88,34.15,49.86,47.54,59.96,56.26,13,18,16,17,11,12,13
752,752,R. Dadashov,27,190.2,83.9,Azerbaijan,Middle-eastern,64,Right,Excellent,Average,High/Medium,ST,65.7,65.97,47.43,61.51,57.01,40.69,58.83,56.94,56.9,58.55,42.84,64.67,50.56,13,11,13,16,11,13,10
753,753,O. Palmer,27,195.6,92.0,,,64,Right,Good,Average,Medium/High,ST,64.82,66.26,51.67,45.73,55.29,42.32,27.48,65.41,52.92,69.8,57.77,55.74,67.11,12,7,13,18,10,12,13
754,754,Y. Mamilonne,27,190.3,87.2,France,Caucasian,64,Right,Good,Average,Medium/Medium,RS,66.91,67.1,54.02,54.86,54.55,32.28,38.08,59.84,66.36,67.42,57.8,58.27,39.5,10,12,11,16,10,13,12
755,755,M. Papadopulos,34,183.0,79.3,Czech Republic,Caucasian,64,Right,Average,Average,Medium/Low,ST,64.34,69.62,56.72,65.08,53.82,55.35,40.17,57.2,50.95,54.01,60.72,64.28,55.92,13,16,7,14,11,11,12
756,756,R. Bowman,27,184.5,82.5,England,Caucasian,64,Right,Good,Average,High/Medium,LS,62.1,65.22,58.24,52.87,56.01,40.62,39.49,60.67,66.53,69.47,67.51,57.6,69.97,13,15,15,16,11,13,11
757,757,J. Vojtuš,25,185.9,74.0,Slovakia,Caucasian,64,Right,Excellent,Average,High/Low,ST,63.58,67.2,48.7,50.7,53.39,43.88,35.03,61.14,67.16,73.49,69.66,53.97,52.01,13,14,15,14,12,13,11
758,758,A. Papazoglou,31,195.6,95.6,Greece,Middle-eastern,64,Right,Good,Average,Low/Low,ST,66.56,75.04,57.1,63.35,54.94,53.34,57.52,60.85,29.98,29.71,28.68,63.34,28.77,14,7,13,18,11,12,11
759,759,Dêniro Prestes,31,187.1,82.0,Brazil,Caucasian,64,Right,Good,Average,Medium/Medium,RS,62.79,71.72,47.43,56.0,58.86,44.58,47.07,56.74,49.44,54.46,52.82,56.21,50.77,14,12,12,16,12,12,13
760,760,L. Norris,26,184.3,84.2,England,Caucasian,64,Right,Good,Average,High/Low,ST,65.26,63.88,56.01,55.18,57.34,52.68,63.67,57.85,61.57,59.64,60.86,55.45,62.37,14,13,13,14,12,13,11
761,761,Lee Keun Ho,23,184.7,85.0,Korea Republic,Asian,63,Right,Good,Average,High/Medium,LS,65.34,65.83,67.76,48.76,62.45,49.43,31.45,61.68,53.05,67.73,66.88,67.4,53.78,13,11,13,15,12,12,9
762,762,N. Delfouneso,28,186.3,78.2,England,Black,63,Right,Average,Good,Medium/Medium,LS,59.58,63.98,63.65,61.22,66.68,60.96,48.34,63.2,63.44,71.18,75.7,58.11,69.02,12,14,11,13,11,11,11
763,763,Murilo Mendes,24,178.8,72.6,Brazil,Caucasian,63,Right,Good,Good,Medium/Medium,RF,61.52,55.68,57.44,42.2,72.71,42.07,41.09,72.32,75.77,77.85,76.47,55.3,64.0,12,11,12,11,11,12,10
764,764,V. Castellanos,20,177.7,74.0,Argentina,Caucasian,63,Right,Good,Good,Medium/Low,ST,68.42,50.09,62.82,45.31,65.7,55.09,34.68,64.07,70.75,71.98,68.49,52.79,68.05,11,11,10,10,11,8,11
765,765,K. Kozuka,24,173.0,67.7,Japan,Asian,63,Right,Good,Average,Medium/Medium,LF,57.61,42.71,68.45,36.92,61.7,60.97,65.81,69.69,74.52,79.04,71.38,48.21,71.98,10,12,15,12,9,9,11
766,766,M. Ferrier,24,181.0,74.9,England,Caucasian,63,Right,Good,Average,High/Low,ST,60.29,54.59,52.0,53.35,62.85,56.4,49.82,59.93,87.54,86.76,76.19,55.37,72.11,13,14,15,15,11,11,11
767,767,J. Schneider,25,177.7,79.2,,,63,Right,Excellent,Average,Medium/Medium,RS,60.06,55.57,49.28,63.83,67.88,43.03,38.95,62.59,82.97,82.86,69.69,54.26,76.77,13,14,11,13,12,11,10
768,768,R. Healey,24,180.0,71.7,England,Caucasian,63,Right,Good,Average,High/Medium,LS,66.48,55.26,53.34,56.11,62.19,57.36,38.62,60.31,77.82,71.13,76.29,53.66,72.49,12,12,12,11,12,12,10
769,769,J. Yates,22,174.6,68.5,England,Caucasian,63,Right,Good,Average,,ST,63.77,58.8,54.2,47.67,60.21,31.9,29.48,62.63,69.81,66.81,73.91,56.37,78.63,12,15,14,12,12,12,10
770,770,S. Keita,18,173.6,67.1,Mali,Black,63,Right,Good,Average,Medium/Medium,ST,57.7,44.51,64.43,48.18,62.7,43.58,30.98,65.1,81.71,63.1,67.03,47.29,77.36,11,9,8,10,10,11,11
771,771,H. Moussaki,20,186.8,77.2,Congo,Black,63,Right,Good,Average,High/Medium,RS,69.7,67.63,50.96,46.82,60.17,42.23,44.87,58.39,70.43,68.91,55.73,56.61,51.65,12,14,12,13,12,13,9
772,772,M. Egho,25,186.7,75.2,Austria,Caucasian,63,Left,Good,Good,,LS,59.51,55.26,56.85,57.61,61.1,62.84,41.88,62.92,78.0,75.3,78.38,57.93,70.24,12,9,12,14,9,11,10
773,773,K. Junker,25,186.3,72.5,Denmark,Caucasian,63,Left,Good,Average,High/Medium,LS,58.62,58.34,50.34,55.17,62.25,36.46,35.69,64.32,76.74,81.05,70.93,57.2,71.87,13,14,13,13,11,12,11
774,774,D. Telford,22,167.6,71.6,England,Caucasian,63,Left,Good,Average,Medium/Medium,LS,68.18,55.78,54.28,41.8,56.23,42.7,28.72,60.2,79.92,82.67,66.92,57.03,73.21,12,13,13,11,12,13,13
775,775,K. Sterling,20,175.3,71.0,England,Caucasian,63,Right,Average,Good,Medium/Medium,ST,68.4,48.51,43.41,60.6,59.04,53.48,58.36,62.14,77.7,74.47,71.08,59.24,73.68,12,12,8,10,12,11,12
776,776,S. Nnamani,24,188.6,85.2,Nigeria,Black,63,Right,Good,Average,Medium/Medium,ST,64.13,63.3,58.87,57.94,58.95,46.42,38.68,59.58,63.16,60.94,65.28,50.43,56.67,13,15,12,16,10,11,11
777,777,P. Amond,31,178.1,78.5,Republic of Ireland,Caucasian,63,Right,Excellent,Average,High/High,LS,65.6,63.98,50.18,59.74,56.12,61.29,38.3,60.35,58.53,68.72,65.42,58.98,70.12,12,14,12,14,11,13,11
778,778,S. Maholli,26,187.1,84.3,Sweden,Caucasian,63,,Average,Good,Medium/Medium,RS,62.8,63.25,54.5,53.84,62.33,54.47,51.77,68.83,58.83,64.29,65.92,57.37,62.37,13,11,12,16,11,9,11
779,779,R. Taylor,31,188.0,68.3,England,Black,63,Left,Good,Average,Medium/Low,RS,61.53,63.6,58.46,61.76,58.33,55.34,45.33,60.14,63.16,56.86,66.45,56.59,60.7,13,15,14,16,11,12,13
780,780,,25,188.6,85.0,Nigeria,Black,63,Right,Good,Average,Medium/Medium,ST,59.18,62.42,55.51,45.31,62.93,36.53,31.53,59.53,64.07,69.72,35.34,57.95,44.44,13,13,15,18,9,11,10
781,781,D. Newton,28,178.5,75.2,England,Caucasian,63,Left,Excellent,Good,High/High,LS,63.02,55.09,43.71,62.61,60.96,43.41,32.67,60.58,76.22,76.63,77.81,56.08,61.68,12,16,16,15,10,12,11
782,782,R. Stewart,22,193.0,81.3,Scotland,Caucasian,63,Right,Good,Average,High/Medium,LS,64.28,69.77,56.19,45.62,55.87,60.95,55.55,56.94,68.69,72.65,51.64,50.99,36.92,12,10,12,14,11,12,11
783,783,M. Karlsen,29,195.2,85.2,Norway,Caucasian,63,Right,Excellent,Average,Medium/Low,ST,64.34,67.22,52.39,51.05,56.31,44.35,44.92,59.16,36.96,49.86,34.33,58.85,51.9,14,12,13,17,11,13,12
784,784,Y. Yakovenko,25,192.0,85.6,Ukraine,Caucasian,63,Left,Good,Average,Medium/Medium,ST,62.08,64.87,55.2,47.45,55.11,31.31,31.44,56.79,53.06,63.73,60.69,63.85,57.41,13,12,12,15,10,11,12
785,785,D. Hümmet,22,187.2,80.2,Turkey,Middle-eastern,63,Right,Good,Average,High/Low,ST,66.0,56.14,58.33,48.81,56.92,41.69,41.74,57.82,57.89,61.27,55.57,56.56,60.04,13,12,13,16,10,12,11
786,786,G. Nilsson,22,196.6,87.2,Sweden,Caucasian,63,Right,Average,Average,Medium/Medium,ST,62.19,71.72,53.94,62.09,60.23,47.18,38.08,62.24,52.27,56.74,44.34,55.09,47.8,13,10,13,15,11,13,11
787,787,R. Frantsen,27,184.4,76.4,Denmark,Caucasian,63,Right,Good,Average,High/Medium,LS,39.63,49.85,55.71,39.36,59.65,48.84,43.26,61.18,76.73,81.8,70.87,59.17,62.18,7,14,15,11,7,8,10
788,788,J. Hanson,31,193.3,78.4,England,Black,63,Left,Good,Average,High/Medium,ST,60.72,70.86,46.82,61.79,42.67,45.6,22.67,61.12,27.73,31.18,63.6,64.61,55.24,14,16,16,18,11,11,14
789,789,Song Si Woo,25,173.7,70.8,Korea Republic,Asian,62,Left,Average,Good,Medium/Low,RS,64.31,44.84,62.1,46.75,64.46,57.81,45.56,65.31,73.76,76.28,68.49,59.84,70.96,11,14,7,11,11,10,12
790,790,F. Brown Forbes,27,187.8,82.3,Costa Rica,Caucasian,62,Right,Excellent,Good,Medium/Medium,ST,55.74,58.8,55.68,40.55,65.37,46.94,49.42,66.79,69.51,73.87,57.27,63.0,53.62,12,14,14,17,8,11,12
791,791,A. Greene,29,179.8,72.7,Republic of Ireland,Caucasian,62,Left,Good,Good,High/High,ST,54.97,58.08,60.7,51.85,59.51,57.2,50.08,62.19,80.17,83.0,70.49,52.92,63.44,12,10,14,14,10,11,10
792,792,F. Schröter,23,177.5,67.9,Germany,Caucasian,62,Left,Excellent,Good,Medium/Medium,RS,63.77,58.18,56.72,55.06,61.14,57.36,38.83,62.88,77.91,73.77,75.86,57.26,78.45,12,14,14,10,11,12,10
793,793,C. Wilkinson,24,191.4,76.8,Republic of Ireland,Caucasian,62,Left,Good,Average,Medium/Medium,RS,58.91,56.66,58.15,52.53,63.53,62.78,38.68,60.5,66.95,71.1,71.52,58.48,60.71,14,13,13,13,12,11,11
794,794,L. Angol,24,180.1,74.7,England,Caucasian,62,Right,Good,Good,Medium/Medium,LS,61.06,58.04,55.59,52.61,59.04,57.94,60.91,58.35,78.34,83.0,72.66,53.01,70.27,13,16,15,14,11,12,11
795,795,D. Salazar,20,179.5,74.0,,,62,Left,Excellent,Average,Medium/Medium,ST,62.09,59.91,49.12,47.22,69.31,56.79,39.12,64.24,64.79,71.1,69.01,51.46,56.39,12,11,11,13,11,11,12
796,796,M. Doma?ski,28,167.1,59.0,Poland,Caucasian,62,Right,Good,Average,Medium/Medium,RF,63.41,37.92,60.89,44.06,59.98,54.48,55.25,57.0,77.91,76.47,82.84,47.75,84.9,12,11,13,6,12,10,11
797,797,C. Donaldson,35,184.9,79.7,Jamaica,Black,62,Right,Good,Average,Medium/Medium,RS,56.73,61.45,46.64,55.11,57.64,44.14,29.2,60.81,59.5,58.52,60.64,66.56,51.97,12,14,13,15,10,12,12
798,798,K. Pogrebnyak,27,185.1,79.9,Russia,Caucasian,62,Right,Good,Average,,LS,66.36,53.06,58.02,59.23,58.93,45.38,41.75,65.72,50.65,54.11,58.72,59.41,61.65,13,13,12,15,11,11,11
799,799,J. Strand Larsen,19,192.8,79.0,Norway,Caucasian,62,Right,Good,Good,Medium/Medium,LS,61.52,58.87,55.05,45.31,61.23,45.0,30.24,64.25,57.81,60.17,55.57,56.54,54.57,12,12,13,14,10,11,11
800,800,J. Osabutey,20,180.9,72.0,Ghana,Black,62,Right,Average,Good,,LS,65.12,52.47,44.81,36.9,60.3,31.47,37.03,60.31,86.45,85.52,70.13,54.57,64.82,12,14,8,11,10,11,11
801,801,N. Carnat,21,181.4,73.3,Romania,Middle-eastern,62,Right,Excellent,Average,High/Medium,ST,55.92,38.06,55.71,43.59,60.83,49.29,47.31,62.88,70.69,78.11,71.39,62.39,70.67,11,11,12,13,9,9,12
802,802,M. Simon,33,187.7,78.1,Australia,Caucasian,62,Right,Good,Average,High/High,RS,57.99,60.98,48.27,35.9,54.68,38.07,29.38,60.58,67.92,72.48,65.14,59.58,32.47,13,16,16,17,11,12,11
803,803,H. Smith,24,196.1,84.8,England,Middle-eastern,62,Right,Good,Average,Medium/Medium,ST,62.38,61.65,51.89,52.6,59.37,43.69,38.52,60.21,63.55,62.46,60.22,56.56,64.8,12,13,13,16,11,12,11
804,804,E. Riis,21,189.5,83.7,Denmark,Caucasian,62,Right,Good,Average,Medium/Medium,RS,60.93,64.99,50.8,41.82,58.1,37.33,31.42,60.54,65.69,67.73,57.74,53.39,53.2,12,10,12,13,11,11,11
805,805,,29,184.8,80.7,Romania,Middle-eastern,62,Right,Average,Average,Medium/Medium,ST,67.43,60.24,52.53,57.51,65.46,48.95,29.43,51.21,67.02,62.11,59.77,55.44,56.59,12,11,9,14,11,12,8
806,806,C. Porter,35,185.9,83.4,England,Middle-eastern,62,Right,Excellent,Average,High/Medium,ST,65.5,64.79,58.39,57.01,51.6,45.53,47.12,59.53,48.73,49.32,61.5,59.41,65.6,12,16,13,16,11,13,12
807,807,R. Uldrikis,21,197.8,91.5,Latvia,Black,62,Right,Good,Average,High/Medium,LS,62.87,75.47,55.13,50.15,54.83,33.74,28.86,59.21,45.4,44.68,32.45,52.75,51.56,12,12,13,18,11,11,14
808,808,Ian González,26,189.2,83.4,Spain,Caucasian,62,Left,Average,Average,Medium/Low,LS,62.87,65.09,51.45,45.4,60.95,33.74,28.82,60.29,44.46,53.49,46.0,54.17,54.28,14,11,10,14,8,10,9
809,809,C. Kane,24,180.7,76.2,Scotland,Caucasian,62,Right,Good,Average,Medium/High,ST,58.83,65.26,44.08,58.27,55.18,53.96,51.19,63.51,75.65,76.03,68.61,58.03,76.35,14,15,14,13,9,8,8
810,810,K. Brünker,25,190.4,78.4,Germany,Caucasian,62,Right,Good,Average,,LS,60.86,69.07,46.32,54.26,49.04,38.4,31.81,48.23,76.48,80.18,58.16,55.49,53.63,13,13,15,17,10,11,10
811,811,G. Oakley,23,187.5,85.9,England,Caucasian,62,Right,Average,Average,Medium/Medium,RS,62.33,61.78,48.8,59.46,53.73,30.88,23.24,55.67,59.46,65.16,60.25,57.61,42.58,12,10,12,15,10,11,11
812,812,L. Pfeiffer,22,196.4,94.8,Germany,Caucasian,62,,Good,Average,Medium/Medium,LS,64.82,68.26,50.02,53.32,57.78,50.6,39.46,54.24,49.91,54.97,43.87,52.42,39.39,12,12,12,18,9,11,9
813,813,,21,183.2,73.0,Korea Republic,Asian,61,Right,Good,Average,Medium/Medium,RS,58.26,54.76,56.13,39.34,61.0,42.63,33.55,58.67,75.93,77.33,75.18,51.12,65.97,13,12,16,13,11,11,10
