,short_name,age,height_cm,weight_kg,nationality,ethnicity,overall,preferred_foot,weak_foot,skill_moves,work_rate,team_position,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle
8062,J. Martinez,22,175,70.9,Chile,Caucasian,67,Right,Good,Good,High/Medium,SUB,70.07,-48.96,39.5,71.76,51.75,69.1,-44.99,56.78,66.65,68.37,72.84,78.69,73.61,63.68,70.3,10,12,13,12,12,10,9,13,13,10,11,45,51.66,42.39
8063,Y. Benrahou,20,169.9,61.7,Morocco,Black,67,Left,Average,Good,Medium/Medium,SUB,58.97,49.68,45.67,66.8,52.31,71.98,67.22,64.33,63.31,71.73,-74.18,65.18,70.34,62.22,68.81,12,10,6,9,9,8,6,12,13,12,12,40.64,43.1,46.64
8064,A. Koita,20,173.2,73.3,Belgium,Black,67,Right,Excellent,Good,Medium/Low,RM,62.2,57.17,32.19,61.25,53.69,73.22,59.1,57.1,59.91,68.42,86.58,80.76,87.86,57.67,81.67,12,15,10,10,11,9,5,11,12,9,12,42.28,35.57,38.54
8065,,29,162.7,63.9,Argentina,Caucasian,67,Left,Good,Good,Medium/Medium,LCM,63.01,59.94,39.16,70.88,54.53,69.52,64.57,70.57,68.39,67.77,65.71,65.08,58.62,49.27,88.52,12,11,12,9,14,7,4,12,14,12,11,39.82,34.93,28.23
8066,H. Akbunar,25,166.7,60.8,Turkey,Middle-eastern,67,Left,Good,Good,High/Medium,LM,69.46,61.52,37.05,60.14,-47.74,71.5,58.91,57.77,59.77,62.93,81.43,80.68,-75.3,63.32,71.51,12,7,11,6,10,10,6,12,12,10,11,34.87,-28.95,38.52
8067,S. Diop,19,174.8,65.4,France,Caucasian,67,Right,Good,Excellent,Medium/Low,RES,61.73,57.37,39.28,67.96,53.19,69.97,64.16,46.72,63.28,69.31,76.3,73.66,81.39,59.14,86.27,11,10,11,6,12,8,6,12,12,11,14,30.35,30.95,28.18
8068,L. Clemenza,21,175.5,76.9,Italy,Caucasian,67,Left,Excellent,Good,,RES,66.19,55.29,42.82,71.62,58.57,75.62,75.21,75.15,62.92,76.6,67.5,62.59,68,55.88,69.5,12,8,13,6,10,6,4,11,12,12,12,44.28,27.86,28.04
8069,X. Mlambo,28,169.6,70.2,South Africa,Black,67,Right,Good,Good,Medium/Medium,SUB,60.33,45.44,44.55,76.64,48.42,68.2,61.26,58.54,-68.58,72.33,72.47,69.85,60.92,63.81,77.08,10,11,12,10,11,10,8,12,13,9,12,63.55,54.78,57.52
8070,Curro Sánchez,23,175.8,68,Spain,Caucasian,67,Left,Good,Good,High/Medium,CAM,63.03,59.98,43.12,63.78,50.62,68.34,73.85,-65.29,58.68,69.25,70.17,66.38,74.5,62.01,68.54,9,7,12,7,13,7,8,12,13,11,12,35.83,45.54,35.19
8071,B. De Alba,26,168.2,64.8,Colombia,Black,67,Left,Average,Good,Medium/Medium,SUB,62.3,49.63,34.6,68.06,46.46,67.32,67.47,71.83,63.82,65.96,77.65,-81.64,79.58,64.66,88.19,12,9,13,8,10,6,4,12,13,10,11,59.21,22.26,24.97
8072,J. Vaughan,30,-182.2,83,England,Caucasian,67,Right,Good,Good,Medium/Medium,LS,54.78,66.81,64.91,54.03,64.7,62.53,59.76,47.6,44.16,64.14,70.93,75.39,77.78,63.92,52.85,13,17,13,14,12,16,9,13,10,14,13,37.3,45.34,33.57
8073,C. Martin,30,184.5,78.6,Scotland,Caucasian,67,Right,Excellent,Average,Medium/Low,RES,42.85,68.29,71.39,-62.16,70.4,59.66,66.04,60.58,41.02,67.44,43.32,41.49,50.53,69.39,55.49,14,15,10,16,12,14,9,13,13,14,13,33.37,39.57,-33.64
8074,C. Evans,30,182.9,-76.2,Wales,Caucasian,67,Right,Good,Average,High/Medium,,44.73,67.94,66.08,56.45,63.62,55.22,52.59,64.97,44.92,62.9,60.11,61.76,65.75,67.3,62.83,14,14,11,15,12,16,8,14,13,12,13,33.39,37.15,34.68
8075,B. Kee,28,174.6,80.4,Northern Ireland,Caucasian,67,Right,Good,Average,Medium/Medium,SUB,47.85,68.16,67.5,60.99,60.7,58.36,44.98,50.57,52.87,65.32,52.26,58.94,72.85,66.11,84.23,14,14,14,17,12,15,3,13,11,13,13,40.44,22.63,20.9
8076,R. Bocalon,30,185.6,75.6,,,67,Right,Good,Average,High/Low,LS,36.28,72.05,61.46,50.18,60.41,62.5,61.49,43.59,37.62,63.31,73.14,73.21,75.73,60.62,68.01,13,14,14,13,9,9,8,15,10,10,13,23.03,40.16,25.69
8077,D. Mendoza,26,186,86,Argentina,Caucasian,67,Right,Good,Good,High/Low,SUB,40.78,66.73,68.58,61.58,64.33,63.81,51.74,34.76,54.56,66.38,51.13,70.45,63.39,62.13,49.24,14,13,12,16,14,6,6,12,11,13,13,23.37,37.7,16.53
8078,M. Smith,27,193.7,86.2,England,Caucasian,67,Right,Good,Average,High/Medium,ST,56.67,66.41,-73.35,61.47,54.94,60.14,29.5,29.04,35.46,64.88,62.22,65.53,49.71,64.67,46.09,13,13,15,16,11,13,5,13,11,12,11,-25.38,23.06,23.96
8079,A. Montalto,31,186,78.4,Italy,Caucasian,67,,Average,Good,High/Low,SUB,-41.23,72.07,64.79,51.92,63.26,63.2,54.3,53.03,44.83,-64.02,60.21,53.56,62.63,65.09,-67.69,14,15,12,14,13,12,9,14,9,10,12,22.25,23.85,14.66
8080,B. Pitman,31,182.8,69.8,England,Caucasian,67,Right,Excellent,Average,Medium/Low,SUB,56.88,70.71,73.05,57.56,65.15,-60,67.47,67.24,62.08,62.93,46.7,49.45,54.32,62.61,74.47,14,11,10,14,13,12,5,14,12,14,13,24.71,20.17,29.93
8081,Zhang Yuning,22,184.2,68.6,China PR,Asian,67,Right,Good,Good,High/Low,LS,52.75,67.13,72.9,66.61,61.2,60.51,57.72,41.39,62.85,68.37,62.97,65.16,64.28,-53.96,65.06,14,14,12,14,12,9,4,13,11,8,12,20.18,21.84,18.35
8082,N. Julan,22,195.6,82.9,France,Caucasian,67,Right,Good,Good,Medium/Medium,SUB,49.42,-69.09,76.62,62.5,59.04,65.37,-48.59,38.76,48.49,62.96,72.04,73.89,57.12,57.01,58.55,13,14,12,15,12,5,3,12,10,13,11,28.83,24.13,10.87
8083,A. Turgeman,28,177.7,73.5,Israel,Middle-eastern,67,Right,Good,Good,Medium/Medium,SUB,38.73,69.44,64.31,50.11,52.97,63.79,40.68,29.67,29.84,67.56,-70.41,73.83,69.44,57.87,70.12,13,13,16,15,11,6,2,14,9,12,11,32.17,15.68,18.59
8084,J. Grot,21,193.5,98.1,Netherlands,Caucasian,67,Right,Average,Good,Medium/Medium,SUB,57.38,62.99,60.09,61.16,52.4,65.49,50.25,37.66,50.63,61.67,66.75,78.47,48.58,60.26,44.24,15,14,14,18,13,14,7,12,11,8,11,41.36,35.75,31.73
8085,,31,187,75.7,Austria,Caucasian,67,Left,Good,Average,High/Medium,CAM,53.81,63.91,68.78,61.86,67.12,60.68,62.54,62.05,54.96,64.4,60.3,70.26,70.6,64.1,74.49,14,15,14,15,12,15,8,12,11,12,12,36.57,39.05,27.89
8086,R. Miérez,22,184,77.7,Argentina,Caucasian,67,Right,Good,Average,High/High,SUB,44.33,67.92,71.24,58.19,-45.37,57.29,54.17,34.56,46.11,64.58,73.1,64.59,-67.34,60.23,53.7,14,16,15,15,12,13,4,13,10,13,13,24.86,-35.67,33.24
8087,T. Høiland,30,176.9,72.5,Norway,Caucasian,67,Right,Good,Good,High/High,ST,55.18,65.23,55.75,58.96,54.81,67.37,60.33,40.02,43.12,66.04,79.44,82.71,65.73,60.65,75.12,14,11,15,14,12,17,4,12,8,14,12,29.12,39.07,25.39
8088,S. Palombi,23,182.2,69.9,Italy,Caucasian,67,Right,Good,Average,,RS,57.59,66.77,67.66,57.44,63.64,59.61,46.85,49.28,57.01,65.36,73.25,64.82,61.64,64.72,58.82,12,11,13,14,11,9,8,14,11,10,11,18.69,36.22,37.45
8089,S. Rapp,26,193.5,80.7,Switzerland,Caucasian,67,Right,Good,Good,Medium/Low,LS,59.73,64.6,67.96,45.22,59.24,59.7,58.53,41.36,-39.67,64.28,79.89,63.78,64.87,68.13,55.88,13,16,14,16,9,11,3,14,13,11,12,34.81,28.44,31.11
8090,C. Arias,31,174.7,77.2,Colombia,Black,67,Right,Excellent,Good,High/Low,SUB,42.88,65.32,69.42,58.34,62.25,61.57,66.96,-66.68,54.37,67.04,66.78,72.78,67.21,65.98,67.45,13,15,12,13,12,10,3,13,9,14,13,51.3,22.92,18.52
8091,Iury,23,185.5,74.4,Brazil,Caucasian,67,Right,Good,Average,Medium/Medium,SUB,34.8,65.98,64.68,58.95,64.27,58.1,34.39,26.74,41.04,63.02,63.61,-63.95,60.55,67.84,57.94,14,11,11,16,11,13,3,13,11,12,12,34.91,22.63,21.48
8092,M. Kvasina,22,-194.2,81.7,Austria,Caucasian,67,Right,Average,Good,Medium/Low,RS,31.96,68.74,69.45,57.66,55.76,65.74,53.2,33.54,51.69,67.71,54.21,62.03,59.36,57.28,40.15,13,14,12,17,13,9,4,12,11,11,12,22.59,24.95,22.65
8093,F. Forte,26,187.3,74.9,Italy,Caucasian,67,Left,Good,Average,Medium/Medium,ST,57.72,68.06,66.88,-64.25,56.69,61.99,51.84,29.25,34.9,64.11,56.06,57.01,62.1,63.87,66.09,13,12,12,14,12,13,4,14,11,15,13,30.73,22.85,-20.27
8094,Samuel,28,184.9,-83.1,Brazil,Caucasian,67,Right,Good,Good,Medium/Medium,,44.09,60.61,74.2,59.05,60.89,68.59,47.01,31.32,50.67,66.08,67.46,67.23,65.8,51,47.66,14,14,14,15,12,7,3,13,10,12,14,45.25,22.39,22.38
8095,G. Ávalos,28,186.9,88.1,Paraguay,Caucasian,67,Right,Excellent,Average,High/Medium,SUB,32.92,66.75,72.53,57.11,58.26,66.2,34.9,29.26,36.75,61.68,64.76,68.11,52.14,61.17,45.37,11,13,12,17,10,9,4,13,11,9,13,40.54,16.14,14.3
8096,Chris Ramos,22,192.8,80,,,67,Right,Good,Good,Medium/Medium,SUB,35.65,66.11,68.5,56.25,59.11,62.14,44.06,35.38,40.86,64.44,71.95,82.49,63.95,61.28,35.97,13,15,10,14,12,7,3,12,10,13,11,31.07,20.27,20.66
8097,C. Colmán,25,182.9,78.6,Paraguay,Caucasian,67,Right,Good,Good,Medium/Medium,RES,28.91,62.59,69.04,51.43,63.52,66.26,55.83,49.29,36.17,64.2,63,78.18,69.73,58.66,62.62,14,15,11,14,11,13,2,13,10,13,12,32.05,16.53,17.51
8098,K. Suzuki,29,177.7,75.7,Japan,Asian,67,Right,Good,Good,Medium/Medium,SUB,53.15,71.41,-61.83,60.22,62.91,61.17,55.86,54.66,38.26,66.18,67.72,65.74,69.51,58.06,68.53,12,13,12,13,13,10,4,14,10,13,14,-18.4,18.42,14.52
8099,A. Muyl,23,179.9,78.6,United States,Black,67,,Average,Good,High/High,RM,-65.11,57.1,70.28,62.86,42.52,66.47,58.33,29.86,55.25,-66.88,77.13,77.35,76.71,62.29,-66.18,13,16,17,15,9,16,13,13,10,10,10,71.49,61.8,53.79
8100,B. Smeets,26,184.4,85.4,Netherlands,Caucasian,67,Right,Good,Good,High/High,CM,54.09,47.31,67.89,70.16,43.51,-65.36,65.25,58,64.82,69.04,65.41,68.13,48.93,62.94,65.47,15,14,16,16,14,17,12,11,12,8,11,56.8,66.62,67.32
8101,A. Gilbey,24,182.8,72.7,England,Caucasian,67,Right,Good,Good,High/High,RCM,50.78,53.68,64.01,68.4,57.32,64.37,57.16,55.96,65.92,63.22,73.87,77.87,78.61,-59.11,76.05,14,16,17,15,13,11,12,11,12,11,12,56.7,65.71,63.8
8102,L. Vilsvik,30,179.8,73.1,Norway,Caucasian,67,Right,Excellent,Average,Medium/Medium,RB,68.08,-55.66,62.25,62.71,59.01,62.26,-63.92,65.96,58.69,63.87,69.06,79.51,73.53,62.24,70.54,14,14,16,14,11,12,12,12,13,11,13,58.56,64.3,62.58
8103,T. D'Orazio,29,184.8,74.6,Italy,Caucasian,67,Left,Good,Good,High/Medium,SUB,66.76,59.84,58.69,65,57.8,68.02,65.39,60.26,60.2,67.61,-73.26,74.57,63.76,62.98,72.26,12,15,15,12,12,12,8,12,10,12,13,59.59,63.69,66.4
8104,F. Henríquez,24,184.8,73.8,Argentina,Caucasian,67,Left,Good,Good,Medium/High,RES,56.7,48.31,55.81,65.77,56.78,64.15,54.95,58.27,64.19,68,65.6,74.87,67.58,65.8,64.71,14,13,14,13,11,15,14,13,12,10,13,65.27,68.89,65.5
8105,,28,181.1,71.8,Spain,Caucasian,67,Right,Good,Good,Medium/Medium,SUB,58.99,60.86,65.23,68.14,37.83,64.32,53.84,56.09,63.94,68.3,48.98,56.29,63.7,66.13,62.87,13,14,14,13,12,15,13,11,13,9,13,57.53,68.99,66.13
8106,T. Hamed,30,169,66.5,Egypt,Middle-eastern,67,Right,Average,Average,Low/Medium,,59.7,63.16,62.52,68.08,-48.59,69.36,39.76,61.43,65.3,60.1,65.77,62.08,-59.34,62.15,69.91,12,12,12,13,12,11,13,11,13,13,12,73.24,-70.61,67.37
8107,T. Aoki,29,179.4,77.2,Japan,Asian,67,Right,Good,Average,Medium/High,LCM,57.84,51.48,59.09,68.47,48.27,59.83,51.18,58.46,68.64,66.8,72.28,69.46,67.2,66.25,65.21,13,13,15,15,12,14,13,12,13,12,12,66.17,66.05,60.98
8108,J. Sørensen,21,184.1,76.7,Denmark,Caucasian,67,Right,Good,Good,,RCM,50.24,55.29,59.58,67.63,63.9,65.36,63.39,42.21,63.1,68.18,66.09,66.43,73.1,67.63,66.95,11,13,17,13,10,11,12,12,12,8,12,61.76,66,60.85
8109,C. Brannagan,23,179.6,71.2,England,Black,67,Right,Good,Average,High/Medium,LDM,67.18,58.4,53.26,69.59,51.54,63.41,70.03,73.45,-67.23,62.99,62.11,63.95,69.05,63.44,66.97,14,12,13,12,13,15,12,12,13,10,13,57.97,64.95,63.94
8110,K. Løkberg,27,174,68.7,Norway,Caucasian,67,Right,Excellent,Good,High/High,RES,58.55,59.27,54.23,65.95,63.42,63.36,46.12,-47.99,62.64,64.64,63.97,64.57,83.35,66,83.89,13,16,17,11,13,13,11,12,13,9,13,53.95,62.56,55.41
8111,C. Edwards,25,180.3,70.2,England,Black,67,Right,Excellent,Good,High/Medium,SUB,68.17,58.76,52.6,65.19,67.56,62.32,72.29,57,71.44,65.06,58.54,-53.46,76.01,62.65,75.2,15,9,15,10,14,14,11,13,13,9,12,60.08,58.68,56.74
8112,Sebas Coris,26,-181.6,71.6,Spain,Black,67,Right,Good,Good,Medium/Medium,SUB,67.92,63.25,54.56,66.28,46.8,64.18,39.19,34.61,62.75,66,75.56,81.3,70.6,63.4,49.06,10,11,14,12,11,6,11,12,12,9,11,44.56,62.81,58.12
8113,M. Gómez,20,170.2,64.6,Argentina,Caucasian,67,Right,Good,Good,Medium/Medium,SUB,60.68,51.94,58.94,-62.51,45.46,71.12,45.53,43.29,57.85,66.38,81.11,79.1,77.47,64.2,80.75,12,10,13,11,8,10,9,13,10,11,13,58.81,46.98,-53.98
8114,A. Lazaar,27,183.6,-79.8,Morocco,Black,67,Left,Good,Good,High/High,,70.36,45.02,56.74,67.93,50.94,70.09,66.59,40.38,63.53,70.28,67.34,64.31,71.63,64.71,67.27,14,13,10,12,13,13,13,12,11,9,13,60.19,70.25,70.17
8115,T. Lumanza Lembi,25,178.5,70,Belgium,Caucasian,67,Right,Good,Good,Medium/High,SUB,56.36,42.79,56.62,69.65,44.69,67.55,59.57,46,64.79,69.34,70.24,67.87,68.25,65.3,71.6,13,13,15,14,11,12,13,12,13,10,13,59.98,63.08,62.03
8116,L. Vignali,23,183.5,74.9,,,67,Right,Good,Good,Medium/Medium,RB,64.99,52.02,62.12,65.34,53.91,65.08,57.32,49.84,63.17,65.63,68.16,73.93,63.03,64,66.73,12,13,15,12,12,12,12,12,12,11,12,65.84,62.76,62.21
8117,J. Martínez,32,177,66.6,Mexico,Caucasian,67,Right,Good,Good,Medium/High,RB,62,50.23,47.59,68.58,50.49,67.31,61.82,52.49,60.15,64.66,65.53,77.28,69.2,62.07,64.24,13,12,14,13,12,12,13,13,11,11,13,65.85,63.76,66.57
8118,A. Taugourdeau,30,182.3,74.6,France,Caucasian,67,Right,Good,Average,Medium/Medium,CDM,64.39,48.75,-64.54,68.08,52.85,62.73,69.51,68.83,67.63,67.24,62.91,56.99,71.21,65.82,68.41,13,12,14,13,14,11,12,12,13,12,13,-62.49,64.4,60.08
8119,S. Ferguson,27,175.3,66.1,Northern Ireland,Caucasian,67,,Good,Good,Medium/Medium,SUB,-72.4,57.26,60.03,62.41,57.12,66.08,69.55,61.17,58.55,-67.45,75.29,75.53,77.44,62.37,-77.01,11,13,13,12,10,12,11,11,12,11,10,61.57,66.25,65.41
8120,Bruno Monteiro,34,180,75.8,Portugal,Black,67,Right,Good,Average,High/High,SUB,53.47,51.99,58.81,70.15,52.13,-64.69,68.89,48.49,64.42,70.53,51.25,48.22,65.34,71.09,71.74,14,14,14,12,12,14,12,11,12,10,14,66.17,63.61,48.99
8121,Kaio Aldair,27,175.3,62.5,Brazil,Caucasian,67,Right,Good,Average,High/Medium,SUB,68.06,52.46,58.04,67.28,55.12,62.3,59.67,49.11,57.23,70.8,78.75,82.24,64.37,-61.99,75.27,11,13,12,11,12,12,13,12,11,12,13,63.14,64.19,57.58
8122,G. Docherty,22,177,71.8,Scotland,Caucasian,67,Right,Good,Good,High/Medium,RES,55.26,-55.44,57.7,71.29,51.8,68.16,-56.74,52.81,64.56,68.41,64.16,68.17,74.2,57.18,69.48,12,15,16,14,10,14,11,11,13,10,12,57.17,63.05,59.96
8123,K. Bartolec,24,175.5,77.9,Croatia,Caucasian,67,Right,Good,Good,Medium/Medium,RB,63.86,53.24,45.46,63.62,47.84,65.96,59.11,50.67,60.3,67.47,-80.32,79.61,79.19,58.69,75.08,12,12,16,12,11,11,12,13,11,7,12,63.06,65.24,60.8
8124,M. Jonckheere,29,177.2,66.6,Belgium,Black,67,Right,Good,Good,High/High,SUB,67.02,54.9,58.73,70.32,62.53,65.37,60.34,59.55,69.69,69.71,54.99,42.39,69.3,61.89,71.05,12,11,9,11,12,12,13,13,13,11,13,59.18,59.79,55.42
8125,,23,180.5,74,Norway,Caucasian,67,Right,Excellent,Good,Medium/Medium,LCM,64.35,55.14,45.46,67.52,47.37,66.68,69.51,70.41,64.49,67.81,68.35,52.14,72.38,66.01,74.79,13,11,15,13,12,14,12,12,13,13,13,55.44,61.96,47.12
8126,A. Lioi,22,174.3,66.8,Argentina,Caucasian,67,Right,Good,Good,Medium/Medium,SUB,61.41,64.56,44.93,67.12,-52.84,71.4,52.68,46.65,58.19,68.29,71.22,69.09,-69.52,60.99,77.61,12,10,14,10,8,9,12,11,11,10,13,47.97,-51.86,56.37
8127,S. Živec,28,169.8,69.8,Slovenia,Caucasian,67,Left,Excellent,Excellent,High/Medium,LM,63.09,59.68,59.07,64.44,50.46,67.07,53.45,62.42,62.51,67.32,68.62,78.14,83.09,49.46,80.87,12,15,17,10,12,8,6,12,12,11,13,42.86,32.77,31.24
8128,M. Ojeda,20,179.5,78.5,Argentina,Caucasian,67,Left,Good,Good,,SUB,64.04,54.16,56.63,68.22,41.36,67.83,55.27,31.26,66.37,68.86,72.52,78.87,77.65,63.34,78.13,11,7,13,12,11,8,8,11,11,9,12,18.85,21.48,27.74
8129,S. Jovanovi?,27,175.8,75.4,Serbia,Caucasian,67,Left,Masterful,Good,Medium/Medium,RM,69.63,64.08,42.28,68.53,49.82,68.5,54.88,46.81,-62.84,67.15,81.22,84.09,66.71,50.67,73.17,12,8,12,12,9,6,5,11,11,13,10,34.28,31.15,33.83
8130,I. Jiménez,29,174.3,71,Mexico,Caucasian,67,Right,Good,Good,High/Medium,RB,67.47,44.55,57.75,68.05,42.91,66.56,65.41,-57.64,64.34,68.11,59.6,56.66,60.14,68.3,72.24,12,14,14,13,11,13,13,13,13,12,14,65.32,68.49,68.28
8131,E. Ba,26,183.1,74.5,France,Caucasian,67,Right,Good,Good,Low/Medium,RES,42.18,48.65,56.73,68.18,39.07,64.83,46.59,33.67,62.67,67.06,65.1,-67.52,67.22,62.07,63.17,12,13,14,15,9,14,11,13,13,11,12,62.23,71.2,62.88
8132,H. Mili?,30,-183,74.2,Croatia,Caucasian,67,Left,Poor,Good,Medium/Medium,LM,69.75,50.45,56.3,70.09,36.27,73.09,62.88,46.07,66.48,70.53,66.11,68.89,66.71,61.8,71.4,11,8,11,12,11,14,13,11,12,11,12,65.05,69.11,70.5
8133,S. Al Ghannam,25,173.6,62,Saudi Arabia,Middle-eastern,67,Right,Average,Good,High/Medium,RB,68.03,49.61,53.48,-65.42,38.16,66.49,46.65,43.23,62.62,67.3,79.16,80.3,68.57,62.63,87.4,11,11,15,13,8,13,12,13,11,11,12,64.35,65.53,-62.16
8134,Y. Ideguchi,22,171.4,-71.5,Japan,Asian,67,Right,Good,Good,Medium/Medium,,63.05,62.08,42.94,68.19,33.17,66.39,36.68,54.99,65.71,67.18,65.87,73.55,64.11,62.84,75.13,11,14,16,12,13,11,13,11,13,8,11,66.28,63.79,61.07
8135,D. Dankerlui,22,171.6,63.7,Netherlands,Caucasian,67,Right,Excellent,Average,Medium/Medium,SUB,68.22,54.56,43.86,65.35,35.15,69.04,66.27,56.25,53.35,64.11,79.37,84.36,73.18,63.99,77.18,12,13,14,13,9,12,13,12,11,9,12,54.52,64.43,63.27
8136,Jang Gyeol Hee,21,170,61.6,,,67,Left,Excellent,Good,Medium/High,RES,70.9,63.6,51.29,66.16,32.13,66.81,43.19,43.76,63.78,69.62,73.47,69.64,63.12,66.44,78.26,9,13,12,11,9,9,10,11,11,9,10,56.39,62.17,65.11
8137,F. Valot,26,175.5,74.9,France,Black,67,Left,Excellent,Good,High/High,RES,58.74,57.64,47.19,65.42,56.08,68.97,63.74,61.1,62.88,68.88,73.16,69.76,73.01,52.69,73.32,11,12,15,12,11,11,10,12,13,9,12,50.69,59.34,54.6
8138,S. Salinas,33,178.3,68.2,United States,Caucasian,67,Right,Average,Average,High/High,SUB,67.28,56.24,-49,66.5,54.94,67.71,67.38,61.97,59.49,65.28,74.55,72.08,70.08,59.37,75.35,12,9,16,11,11,10,11,12,12,10,10,-59.25,55.59,51.06
8139,Cerrajería,30,184.6,75.8,Spain,Black,67,,Good,Average,Medium/Medium,SUB,-53.22,51.27,54,70.66,48.01,62.21,71.98,60.09,69.54,-70.39,63.91,65.72,66.56,66.07,-59,10,9,12,12,12,14,9,12,14,13,9,33.07,45.46,47.33
8140,Y. Nakano,26,175.9,65.8,Japan,Asian,67,Right,Excellent,Good,High/Medium,SUB,61.49,50.72,44.9,61.01,55.64,-71.41,67.03,45.96,52.15,65.66,88.71,82.57,75.42,59,71.88,11,12,14,12,9,10,9,12,11,11,12,20.81,38.04,27.55
8141,C. Holse,20,175.4,67.8,Denmark,Caucasian,67,Left,Good,Good,High/Medium,RM,59.7,59,35.21,61.84,55.22,69.38,63.58,61.8,57.58,66.84,83.79,79.53,82.64,-57.61,78.39,11,16,14,10,11,9,5,12,12,10,10,41.44,25.12,21.77
8142,R. Colclough,24,183.9,72.8,England,Caucasian,67,Right,Good,Good,High/Medium,RM,61.97,-63.97,39.51,65.82,41.12,69.61,-43.84,50.78,62.9,67.34,78.33,76.51,73.2,51.06,74.11,12,12,14,12,10,7,4,11,11,10,10,33.55,26.7,19.58
8143,R. Vaca,20,175.8,61,Bolivia,Black,67,Right,Excellent,Good,High/Low,,69.28,62.77,40.45,66.2,68.91,71.39,65.16,63.93,59.39,65.69,-73.7,69.87,73.13,53.41,65.38,13,9,15,4,13,3,4,13,9,13,10,26.78,24.85,21.54
8144,Jefferson,25,180.5,79.8,Brazil,Caucasian,67,Right,Average,Good,Medium/Medium,LDM,62.21,33.83,55.73,72.26,35.57,67.11,37.91,45.53,63.69,69.59,73.39,70.2,58.97,64.85,67.19,14,10,14,14,12,13,12,12,12,11,11,41.99,64.43,58.17
8145,,28,176.4,70,Japan,Asian,67,Right,Good,Good,High/Medium,SUB,60.47,51.86,40.19,68.29,44.94,65.67,63.44,65.06,61.92,67.75,68.43,74.75,81.48,66.52,69.22,11,13,17,13,13,8,11,11,13,9,11,44.52,61.03,51.75
8146,G. Va?vari,32,179.2,71.4,Romania,Middle-eastern,67,Right,Good,Good,Medium/Medium,RDM,52.41,52.83,42.07,72.31,-42.55,65.83,41.88,41.38,69.89,72.35,68.06,53.76,-61.64,60.96,68.17,13,11,16,12,13,10,10,12,11,10,11,31.98,-54.23,44.74
8147,S. Horvath,22,165.6,66.7,Austria,Caucasian,67,Right,Excellent,Good,Medium/Medium,RF,64.13,61.82,40.79,62.45,54.16,68.18,60.22,51.18,57.71,71.47,79.64,78.86,89.63,57.73,95.42,11,16,14,6,11,12,10,11,11,10,11,49.12,46.07,48.65
8148,J. López Pissano,22,179.6,68.1,Argentina,Caucasian,67,Left,Good,Good,,RES,60.94,38.39,59.81,67.56,40.3,76.33,43.15,42.82,61.63,70.85,69.34,74.61,74.06,60.76,67.16,13,11,13,10,9,13,9,12,13,9,12,48.19,26.41,28.3
8149,J. Mulraney,23,172.4,64.2,Republic of Ireland,Caucasian,67,Left,Average,Good,High/Medium,SUB,67.12,62.81,38.4,58.29,54.33,70.55,55.13,39.08,-52.25,66.32,85.93,89.16,79.27,56.21,85.92,13,9,12,6,7,10,8,10,13,11,10,52.03,33.68,32.79
8150,L. Thomas,20,167.8,66.2,England,Caucasian,67,Left,Average,Good,Medium/High,RM,63.98,52.24,45.17,55.96,38.37,71.43,57.54,-59.28,49.5,66.51,81.17,82.58,79.01,62.37,83.16,10,13,13,9,10,14,6,13,12,11,11,46.7,23.98,22.18
8151,F. Pick,23,175.9,67,Germany,Caucasian,67,Right,Good,Excellent,Medium/Medium,LM,59.57,54.62,39.96,60.67,47.97,71.06,47.49,42.39,53.96,67.81,89.18,-89.19,84.85,58.27,79.27,10,11,14,9,10,6,6,12,9,10,9,22.12,24.05,25.68
8152,J. Bruijn,22,-171.1,67.1,Netherlands,Middle-eastern,67,Right,Excellent,Good,Medium/Medium,CAM,68.75,59.88,37.54,67.6,42.96,71.85,70.88,63.49,67.26,70.73,73.6,68.32,72.1,62.59,82.93,10,14,14,9,10,12,11,10,14,9,13,47.2,53.7,41.82
8153,Joni Montiel,20,172.9,67.3,Spain,Middle-eastern,67,Left,Average,Good,Medium/Low,SUB,58.05,65.23,44.78,-67.95,29.56,67.28,40.59,45.11,69.37,70.69,64.71,60.64,61.46,61.27,74.19,8,8,7,7,13,11,7,12,12,9,11,55.84,37,-39.43
8154,A. Castro,25,170.2,-68,Colombia,Black,67,Left,Good,Good,Medium/Medium,,70.89,61.54,28.35,67.06,44.56,67.12,65.9,61.57,70.17,64.48,81.93,77.61,81.01,58.96,80.38,12,14,10,8,11,9,3,11,12,7,11,51.36,31.59,31.2
8155,J. Hesketh,23,167.6,62.6,England,Caucasian,67,Right,Good,Good,High/Low,RES,61.92,54.17,50.64,74.13,46.93,71.44,61.43,60.47,64.32,70.79,69.38,62.2,78.48,61.16,85.16,10,13,11,7,10,9,5,10,14,11,14,30.32,52.89,46.02
